requirement_id,type,category,priority,owner,linked_epics,evidence_or_test,status,file,owning_context,consumer_contexts
REQ-DBSCHEMA-002,CONTRATO,DBSCHEMA,P1,ADR-019,EPIC-004/EPIC-012,test_req_dbschema_002,ACCEPTED,REQ-DBSCHEMA-002-identificadores-sao-estaveis-e-ordenaveis-quando-necessario.md,BC-001,BC-001/BC-003
REQ-DBSCHEMA-003,CONTRATO,DBSCHEMA,P0,ADR-043,EPIC-008/EPIC-012,test_req_dbschema_003,ACCEPTED,REQ-DBSCHEMA-003-escopo-de-projeto-e-aplicado-por-constraints-e-autorizacao.md,BC-002,BC-002/BC-003
REQ-DBSCHEMA-004,CONTRATO,DBSCHEMA,P1,ADR-019,EPIC-004/EPIC-012,test_req_dbschema_004,ACCEPTED,REQ-DBSCHEMA-004-timestamps-locking-e-concorrencia-sao-explicitos.md,BC-001,BC-001/BC-003
REQ-DBSCHEMA-005,CONTRATO,DBSCHEMA,P1,ADR-041,EPIC-012/EPIC-021,test_req_dbschema_005,ACCEPTED,REQ-DBSCHEMA-005-geometrias-e-crs-seguem-adr-014.md,BC-003,BC-003/BC-007
REQ-DBSCHEMA-006,CONTRATO,DBSCHEMA,P1,ADR-019,EPIC-012/EPIC-026,test_req_dbschema_006,ACCEPTED,REQ-DBSCHEMA-006-artifacts-usam-ids-logicos-e-locators-relativos.md,BC-003,BC-003/BC-013
REQ-DBSCHEMA-007,CONTRATO,DBSCHEMA,P1,ADR-019,EPIC-004/EPIC-012,test_req_dbschema_007,ACCEPTED,REQ-DBSCHEMA-007-jsonb-e-limitado-a-extensibilidade-versionada-nao-substitui-invariantes.md,BC-001,BC-001/BC-003
REQ-DBSCHEMA-008,CONTRATO,DBSCHEMA,P1,ADR-019,EPIC-004/EPIC-012/EPIC-014,test_req_dbschema_008,ACCEPTED,REQ-DBSCHEMA-008-estados-sao-tipados-e-transicoes-sao-validadas.md,BC-001,BC-001/BC-003/BC-010
REQ-DBSCHEMA-009,CONTRATO,DBSCHEMA,P1,ADR-020,EPIC-012/EPIC-014,test_req_dbschema_009,ACCEPTED,REQ-DBSCHEMA-009-outbox-transacional-governa-publicacao-de-eventos.md,BC-003,BC-003/BC-010
REQ-DBSCHEMA-010,NAO_FUNCIONAL,DBSCHEMA,P1,ADR-026,EPIC-013/EPIC-107,test_req_dbschema_010,ACCEPTED,REQ-DBSCHEMA-010-migrations-e-compatibilidade-seguem-adr-018.md,BC-013,BC-013/BC-015
REQ-DEL-001,FUNCIONAL,DEL,P1,ADR-014,EPIC-003/EPIC-086,test_walking_skeleton_end_to_end_and_vertical_slice_definition_of_done,PENDING,REQ-DEL-001-o-walking-skeleton-deve-executar-ponta-a-ponta-frontend-ou-cli-api-postgresql-rabbitmq-celer.md,BC-001,BC-001
REQ-DEL-002,FUNCIONAL,DEL,P1,ADR-057,EPIC-086/EPIC-087,test_private_operational_baseline_scope_cpu_only_clean_install,PENDING,REQ-DEL-002-a-primeira-baseline-operacional-privada-deve-instalar-de-forma-limpa-operar-em-cpu-executar.md,BC-001,BC-001/BC-015
REQ-DEV-001,FUNCIONAL,DEV,P0,ADR-001,EPIC-003/EPIC-092,test_host_container_ci_contract_and_no_implicit_downloads,PENDING,REQ-DEV-001-ambiente-de-desenvolvimento-hibrido-mantem-paridade-verificavel-entre-ho.md,BC-001,BC-001
REQ-DIS-001,FUNCIONAL,DIS,P0,ADR-047,EPIC-054,test_provisional_components_never_create_operational_edge,PENDING,REQ-DIS-001-componentes-espaciais-provisorios-usam-evidencias-multimodais-versionada.md,BC-005,BC-005
REQ-DIS-002,FUNCIONAL,DIS,P0,ADR-047,EPIC-019/EPIC-055,test_budgeted_neighbor_retrieval_recall_and_unexamined_state,PENDING,REQ-DIS-002-descoberta-de-vizinhos-e-progressiva-orcada-e-auditavel-itens-nao-examin.md,BC-010,BC-010/BC-005
REQ-EPIC-001,NAO_FUNCIONAL,EPIC,P0,ADR-002,EPIC-086/EPIC-092,test_executable_foundation_gate_clean_room_end_to_end,PENDING,REQ-EPIC-001-georreferenciamento-funcional-somente-comeca-apos-fluxo-diagnostico-pont.md,BC-001,BC-001
REQ-EPIC-012,FUNCIONAL,EPIC,P0,ADR-026,EPIC-005,migration_upgrade_rollback,PENDING,REQ-EPIC-012-schema-evolui-somente-por-migrations-versionadas.md,BC-001,BC-001
REQ-EPIC-014,FUNCIONAL,EPIC,P0,ADR-016,EPIC-014/EPIC-016,job_state_idempotency_cancel_resume,PENDING,REQ-EPIC-014-jobs-sao-idempotentes-cancelaveis-retomaveis-e-possuem-transicoes-valida.md,BC-010,BC-010
REQ-EPIC-015,FUNCIONAL,EPIC,P0,ADR-018,EPIC-015/EPIC-016,test_small_messages_duplicate_redelivery_authoritative_state,PENDING,REQ-EPIC-015-mensagens-de-fila-contem-apenas-ids-versionamento-postgresql-preserva-es.md,BC-010,BC-010
REQ-EPIC-016,FUNCIONAL,EPIC,P0,ADR-038,EPIC-016/EPIC-030,test_retry_classification_budget_idempotency_no_quality_relaxation,PENDING,REQ-EPIC-016-retry-automatico-e-permitido-apenas-para-falhas-tecnicas-transitorias-cl.md,BC-010,BC-010/BC-012
REQ-EPIC-017,FUNCIONAL,EPIC,P0,ADR-038,EPIC-018/EPIC-049,test_checkpoint_compatibility_invalidation_lineage,PENDING,REQ-EPIC-017-checkpoints-somente-sao-reutilizados-em-fronteiras-canonicas-quando-hash.md,BC-010,BC-010/BC-013
REQ-EPIC-018,FUNCIONAL,EPIC,P0,ADR-038,EPIC-016/EPIC-018/EPIC-039,test_cooperative_cancel_containment_no_partial_publish,PENDING,REQ-EPIC-018-cancelamento-cooperativo-com-timeout-de-contencao-nao-publica-artefato-p.md,BC-010,BC-010/BC-014
REQ-EPIC-021,FUNCIONAL,EPIC,P0,ADR-055,EPIC-021/EPIC-024,geo_regression_corpus_and_strong_geometric_verifier,PENDING,REQ-EPIC-021-nenhum-resultado-final-sem-verificacao-geometrica-forte-e-metricas-audit.md,BC-007,BC-007
REQ-EPIC-031,NAO_FUNCIONAL,EPIC,P0,ADR-013,EPIC-004/EPIC-031,generated_client_component_accessibility_e2e,PENDING,REQ-EPIC-031-o-cliente-typescript-e-gerado-do-openapi-e-fluxos-criticos-possuem-teste.md,BC-001,BC-001/BC-016
REQ-EPIC-035,FUNCIONAL,EPIC,P0,ADR-046,EPIC-034/EPIC-035,test_reviewable_gate_and_hard_gate_non_override,PENDING,REQ-EPIC-035-revisao-humana-altera-apenas-gates-revisaveis-o-veredito-automatico-e-ha.md,BC-016,BC-016/BC-011
REQ-EPIC-037,FUNCIONAL,EPIC,P0,ADR-002,EPIC-030/EPIC-034/EPIC-037,test_success_failure_name_relative_path_exports,PENDING,REQ-EPIC-037-toda-imagem-do-lote-possui-resultado-consultavel-com-nome-diretorio-rela.md,BC-012,BC-012/BC-016
REQ-EPIC-038,FUNCIONAL,EPIC,P0,ADR-002,EPIC-030/EPIC-036,test_failure_taxonomy_evidence_remediation_versioning,PENDING,REQ-EPIC-038-falhas-usam-taxonomia-versionada-com-estagio-evidencias-causas-provaveis.md,BC-012,BC-012/BC-016
REQ-EPIC-039,NAO_FUNCIONAL,EPIC,P0,ADR-027,EPIC-013/EPIC-072,test_req_epic_039,PENDING,REQ-EPIC-039-backup-e-restore-sao-demonstrados-antes-de-uso-com-dados-reais.md,BC-013,BC-013/BC-014
REQ-EPIC-041,FUNCIONAL,EPIC,P0,ADR-002,EPIC-005/EPIC-041,malicious_file_suite,PENDING,REQ-EPIC-041-arquivos-externos-sao-tratados-como-hostis-com-limites-e-scanner-real-ou.md,BC-001,BC-001/BC-014
REQ-EPIC-042,FUNCIONAL,EPIC,P0,ADR-002,EPIC-007/EPIC-042/EPIC-080,test_layered_spdx_reuse_license_notices_dependency_and_asset_compatibility,PENDING,REQ-EPIC-042-cada-tipo-de-codigo-documentacao-dado-modelo-e-fixture-deve-possuir-lice.md,BC-001,BC-001/BC-015
REQ-EPIC-043,FUNCIONAL,EPIC,P1,ADR-037,EPIC-042/EPIC-085/EPIC-089,test_release_train_visibility_license_sanitization_and_beta_gate,PENDING,REQ-EPIC-043-o-release-train-internal-alpha-beta-1-0-deve-aplicar-gates-explicitos-de-visibilidade-licenc.md,BC-015,BC-015
REQ-EPIC-062,FUNCIONAL,EPIC,P0,ADR-002,EPIC-018/EPIC-034/EPIC-062,test_batch_auto_completion_nonblocking_review_queue,PENDING,REQ-EPIC-062-o-ciclo-automatico-do-lote-conclui-sem-aguardar-revisao-manual-itens-ace.md,BC-010,BC-010/BC-016/BC-011
REQ-EPIC-070,FUNCIONAL,EPIC,P0,ADR-002,EPIC-034/EPIC-037/EPIC-049,test_immutable_snapshots_current_view_historical_metrics,PENDING,REQ-EPIC-070-cada-ciclo-de-processamento-remediacao-gera-snapshot-imutavel-e-a-visao.md,BC-016,BC-016/BC-012/BC-013
REQ-EPIC-076,FUNCIONAL,EPIC,P0,ADR-032,EPIC-008/EPIC-078,test_secret_permissions_rotation_redaction_fail_closed,PENDING,REQ-EPIC-076-secrets-sao-gerados-com-alta-entropia-armazenados-fora-do-repositorio-in.md,BC-002,BC-002/BC-014
REQ-EPIC-088,FUNCIONAL,EPIC,P1,ADR-009,EPIC-050/EPIC-088,test_experimental_lab_disabled_and_cannot_publish_accepted_artifactset,PENDING,REQ-EPIC-088-o-laboratorio-experimental-permanece-desabilitado-por-padrao-nos-profiles-operacionais-e-qua.md,BC-009,BC-009
REQ-EST-001,FUNCIONAL,EST,P0,ADR-045,EPIC-024/EPIC-051,test_usac_magsac_default_explicit_ransac_no_silent_switch,PENDING,REQ-EST-001-usac-magsac-e-o-estimador-padrao-ransac-exige-selecao-antecipada-configu.md,BC-007,BC-007/BC-006
REQ-FRZ-001,GOVERNANCA,FRZ,P0,ADR-057,EPIC-001/EPIC-092,test_foundation_baseline_digest_controlled_change_and_adr_supersession,PENDING,REQ-FRZ-001-a-foundation-deve-possuir-baseline-identificavel-e-mudancas-materiais-de.md,BC-001,BC-001
REQ-FRZ-002,GOVERNANCA,FRZ,P0,ADR-057,EPIC-005/EPIC-092,test_sprint_zero_authorization_and_functional_foundation_gate_blocking,PENDING,REQ-FRZ-002-a-aprovacao-final-deve-autorizar-somente-a-sprint-001-e-manter-a-impleme.md,BC-001,BC-001
REQ-FRZ-003,GOVERNANCA,FRZ,P0,ADR-057,EPIC-091/EPIC-092,test_issue_adr_decision_package_impact_boundary_and_no_silent_divergence,PENDING,REQ-FRZ-003-a-fronteira-entre-issue-adr-e-owner-decision-record-deve-ser-proporciona.md,BC-001,BC-001
REQ-FRZ-004,GOVERNANCA,FRZ,P0,ADR-057,EPIC-001/EPIC-092,test_foundation_closure_evidence_set_and_material_reopening_criteria,PENDING,REQ-FRZ-004-o-fechamento-deve-produzir-foundationclosureevidenceset-verificavel-e-cr.md,BC-001,BC-001
REQ-FS-001,FUNCIONAL,FS,P0,ADR-014,EPIC-012/EPIC-031/EPIC-041,test_directory_picker_path_traversal_symlink_escape,PENDING,REQ-FS-001-o-frontend-oferece-seletor-visual-de-diretorios-e-acessa-apenas-raizes-d.md,BC-003,BC-003/BC-016/BC-014
REQ-FS1-001,FUNCIONAL,FS1,P1,ADR-044,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_01,PENDING,REQ-FS1-001-limitar-a-primeira-fatia-a-uma-imagem-ponta-a-ponta-com-contratos-compat.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-002,FUNCIONAL,FS1,P1,ADR-044,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_02,PENDING,REQ-FS1-002-usar-alvo-e-referencia-locais-autorizados-em-roots-registrados.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-003,FUNCIONAL,FS1,P0,ADR-040,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_03,PENDING,REQ-FS1-003-preservar-originals-e-executar-ingestao-fail-closed-com-hashes-e-metadad.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-004,FUNCIONAL,FS1,P1,ADR-044,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_04,PENDING,REQ-FS1-004-persistir-processingplan-minimo-versionado-e-explicavel.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-005,FUNCIONAL,FS1,P1,ADR-055,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_05,PENDING,REQ-FS1-005-usar-pipeline-classico-deterministico-substituivel-e-auditar-corresponde.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-006,FUNCIONAL,FS1,P1,ADR-045,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_06,PENDING,REQ-FS1-006-usar-homografia-canonica-e-usac-magsac-sem-fallback-silencioso.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-007,FUNCIONAL,FS1,P0,ADR-046,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_07,PENDING,REQ-FS1-007-aplicar-perfil-sgv-inicial-obrigatorio-com-resultado-tri-state.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-008,FUNCIONAL,FS1,P0,ADR-023,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_08,PENDING,REQ-FS1-008-produzir-artifactset-imutavel-com-cog-manifest-provenance-e-relatorio.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-009,FUNCIONAL,FS1,P1,ADR-015,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_09,PENDING,REQ-FS1-009-exercitar-core-compartilhado-rest-cli-runner-direto-e-celery.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-FS1-010,FUNCIONAL,FS1,P1,ADR-044,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_10,PENDING,REQ-FS1-010-promover-a-fatia-somente-por-corpus-inicial-estratificado-e-gate-multidi.md,BC-001,BC-001/BC-010/BC-016/BC-007/BC-005/BC-006/BC-013
REQ-GC-001,NAO_FUNCIONAL,GC,P0,ADR-016,EPIC-073/EPIC-074,test_reference_aware_gc_tombstone_quarantine_race_idempotency,PENDING,REQ-GC-001-garbage-collection-e-reference-aware-idempotente-e-auditavel-com-dry-run.md,BC-013,BC-013
REQ-GCP-001,FUNCIONAL,GCP,P0,ADR-048,EPIC-024/EPIC-052,test_spatial_gcp_balance_discard_reasons_conditioning,PENDING,REQ-GCP-001-gcps-finais-equilibram-qualidade-cobertura-e-diversidade-espacial-pontos.md,BC-007,BC-007/BC-006
REQ-GCP-002,FUNCIONAL,GCP,P0,ADR-048,EPIC-037/EPIC-063,test_gcp_lifecycle_roundtrip_exports_provenance,PENDING,REQ-GCP-002-gcps-possuem-lifecycle-tipado-versao-proveniencia-e-exports-geopackage-g.md,BC-012,BC-012/BC-011
REQ-GOV-001,GOVERNANCA,GOV,P1,ADR-043,EPIC-002,test_single_project_views_fields_and_no_duplicate_backlog,PENDING,REQ-GOV-001-um-unico-github-project-central-oferece-views-de-roadmap-backlog-sprint.md,BC-001,BC-001
REQ-GOV-002,GOVERNANCA,GOV,P0,ADR-006,EPIC-002/EPIC-090,test_issue_form_required_acceptance_risk_test_rollback_fields,PENDING,REQ-GOV-002-epicos-representam-outcomes-encerraveis-historias-implementaveis-possuem.md,BC-001,BC-001
REQ-GOV-003,GOVERNANCA,GOV,P1,ADR-006,EPIC-002,test_iteration_wip_limits_and_incomplete_item_history,PENDING,REQ-GOV-003-o-fluxo-limita-wip-preserva-historico-de-itens-incompletos-e-nao-usa-vel.md,BC-001,BC-001
REQ-GOV-004,GOVERNANCA,GOV,P0,ADR-007,EPIC-005/EPIC-091,test_codex_issue_scope_required_pr_no_direct_main_or_automerge,PENDING,REQ-GOV-004-codex-atua-somente-em-issue-ready-branch-worktree-curta-e-pr-sem-merge-a.md,BC-001,BC-001
REQ-GOV-005,GOVERNANCA,GOV,P0,ADR-006,EPIC-092,test_sprint_zero_gate_evidence_driven_no_calendar_pass,PENDING,REQ-GOV-005-sprint-001-termina-por-sprintevidenceset-e-foundation-gate-sem-duracao-f.md,BC-001,BC-001
REQ-GOV-ADR-002,GOVERNANCA,GOV,P0,ADR-006,EPIC-001/EPIC-002,test_adr_governance_overlap,ACCEPTED,REQ-GOV-ADR-002-uma-proposta-de-adr-deve-demonstrar-boundary-independente-impacto-durado.md,BC-001,BC-001
REQ-GOV-ADR-003,GOVERNANCA,GOV,P0,ADR-040,EPIC-001/EPIC-002,test_adr_governance_overlap,ACCEPTED,REQ-GOV-ADR-003-refinements-profiles-benchmarks-e-detalhes-locais-nao-podem-ser-promovid.md,BC-001,BC-001
REQ-GOV-ADR-018,GOVERNANCA,GOV,P1,ADR-006,EPIC-001/EPIC-002,test_adr_governance_overlap,ACCEPTED,REQ-GOV-ADR-018-toda-adr-nova-ou-alterada-passa-por-verificacao-de-sobreposicao-owner-no.md,BC-001,BC-001
REQ-GOV-DEC-001,GOVERNANCA,GOV,P1,ADR-006,EPIC-001,test_req_gov_dec_001,PENDING,REQ-GOV-DEC-001-toda-proposta-declara-new-adr-refine-existing-application-profile-benchm.md,BC-001,BC-001
REQ-GOV-DEC-002,GOVERNANCA,GOV,P1,ADR-006,EPIC-001,test_req_gov_dec_002,PENDING,REQ-GOV-DEC-002-somente-escolhas-arquiteturais-independentes-duraveis-e-caras-de-reverte.md,BC-001,BC-001
REQ-HOM-001,FUNCIONAL,HOM,P0,ADR-043,EPIC-023/EPIC-024,test_projective_homography_only_no_hidden_fallback,PENDING,REQ-HOM-001-o-modelo-geometrico-final-e-homografia-projetiva-validada-pelo-sgv-nao-e.md,BC-006,BC-006/BC-007
REQ-HW-001,NAO_FUNCIONAL,HW,P0,ADR-037,EPIC-010/EPIC-082,test_cpu_baseline_gpu_optional_no_silent_fallback,PENDING,REQ-HW-001-toda-release-funciona-em-cpu-gpu-e-aceleracao-opcional-declarada-e-gover.md,BC-002,BC-002/BC-014
REQ-ID-001,FUNCIONAL,ID,P0,ADR-029,EPIC-008,test_network_authentication_local_oidc,PENDING,REQ-ID-001-instalacoes-expostas-em-rede-autenticam-usuarios-por-contas-locais-ou-oi.md,BC-002,BC-002
REQ-ID-002,FUNCIONAL,ID,P0,ADR-029,EPIC-008/EPIC-009,test_bootstrap_session_token_recovery,PENDING,REQ-ID-002-bootstrap-administrativo-e-de-uso-unico-sessoes-tokens-e-recuperacao-sao.md,BC-002,BC-002
REQ-INS-001,FUNCIONAL,INS,P0,ADR-016,EPIC-081/EPIC-108,test_declarative_installation_plan_preflight_idempotent_resume_and_partial_state_diagnostics,PENDING,REQ-INS-001-instalacao-deve-usar-plano-declarativo-preflight-execucao-idempotente-ch.md,BC-015,BC-015
REQ-INS-002,FUNCIONAL,INS,P0,ADR-034,EPIC-008/EPIC-076/EPIC-108,test_one_time_bootstrap_no_default_credentials_secret_generation_expiry_and_recovery,PENDING,REQ-INS-002-primeira-identidade-deve-ser-criada-por-bootstrap-unico-sem-credenciais.md,BC-002,BC-002/BC-014/BC-015
REQ-INS-003,FUNCIONAL,INS,P0,ADR-034,EPIC-005/EPIC-108,test_installation_evidence_set_synthetic_canary_offline_readiness_and_failure_codes,PENDING,REQ-INS-003-estado-ready-deve-depender-de-evidencias-por-estagio-e-canary-sintetico.md,BC-001,BC-001/BC-015
REQ-INS-004,FUNCIONAL,INS,P1,ADR-034,EPIC-075/EPIC-080/EPIC-108,test_sanitized_local_support_bundle_no_exfiltration_and_repair_dry_run,PENDING,REQ-INS-004-suporte-deve-gerar-bundle-local-sanitizado-e-reparos-devem-iniciar-em-dr.md,BC-014,BC-014/BC-015
REQ-ISM-001,GOVERNANCA,ISM,P1,ADR-040,EPIC-002/EPIC-110,test_canonical_domain_taxonomy_primary_and_affected_domains,PENDING,REQ-ISM-001-manter-taxonomia-canonica-de-dominios-com-dominio-primario-e-afetados.md,BC-001,BC-001
REQ-ISM-002,GOVERNANCA,ISM,P1,ADR-006,EPIC-110,test_work_package_epics_outcome_evidence_and_closure,PENDING,REQ-ISM-002-definir-cada-epico-por-um-outcome-verificavel-e-encerravel.md,BC-001,BC-001
REQ-ISM-003,GOVERNANCA,ISM,P1,ADR-006,EPIC-086/EPIC-110,test_thin_vertical_integrable_slices_and_pr_sequence,PENDING,REQ-ISM-003-decompor-outcomes-em-fatias-verticais-finas-e-integraveis.md,BC-001,BC-001
REQ-ISM-004,GOVERNANCA,ISM,P1,ADR-006,EPIC-001/EPIC-110,test_versioned_issue_portfolio_catalog_github_reconciliation,PENDING,REQ-ISM-004-manter-catalogo-versionado-de-portfolio-reconciliado-com-o-github.md,BC-001,BC-001
REQ-ISM-005,GOVERNANCA,ISM,P1,ADR-006,EPIC-110,test_stable_portfolio_ids_independent_github_numbers_titles,PENDING,REQ-ISM-005-atribuir-identificadores-estaveis-independentes-do-numero-github.md,BC-001,BC-001
REQ-ISM-006,GOVERNANCA,ISM,P1,ADR-016,EPIC-002,test_req_ism_006,PENDING,REQ-ISM-006-sincronizar-issues-de-forma-idempotente-com-dry-run-e-campos-gerenciados.md,BC-001,BC-001
REQ-ISM-007,GOVERNANCA,ISM,P1,ADR-006,EPIC-110,test_req_ism_007,PENDING,REQ-ISM-007-derivar-criterios-e-evidencias-de-adrs-requisitos-riscos-e-gates.md,BC-001,BC-001
REQ-ISM-008,GOVERNANCA,ISM,P1,ADR-006,EPIC-002/EPIC-110,test_single_primary_cross_domain_issue_contracts,PENDING,REQ-ISM-008-representar-trabalho-transversal-sem-duplicacao-de-issues.md,BC-001,BC-001
REQ-ISM-009,GOVERNANCA,ISM,P1,ADR-006,EPIC-110,test_req_ism_009,PENDING,REQ-ISM-009-limitar-spikes-por-pergunta-budget-evidencia-e-decisao-de-saida.md,BC-001,BC-001
REQ-ISM-010,GOVERNANCA,ISM,P1,ADR-006,EPIC-001/EPIC-110,test_portfolio_snapshot_tombstone_approved_delta,PENDING,REQ-ISM-010-preservar-snapshots-tombstones-e-deltas-aprovados-da-baseline.md,BC-001,BC-001
REQ-ISS-001,GOVERNANCA,ISS,P0,ADR-008,EPIC-002/EPIC-110,test_all_work_packages_have_parent_issue_and_slice_skeleton,PENDING,REQ-ISS-001-todos-os-work-packages-devem-possuir-issue-epica-e-decomposicao-rastreav.md,BC-001,BC-001
REQ-ISS-002,GOVERNANCA,ISS,P1,ADR-008,EPIC-001/EPIC-110,test_issue_forecast_min_mode_max_confidence_and_snapshot_variance,PENDING,REQ-ISS-002-a-previsao-total-deve-usar-intervalo-cenario-central-confianca-e-snapsho.md,BC-001,BC-001
REQ-ISS-003,GOVERNANCA,ISS,P0,ADR-008,EPIC-091/EPIC-110,test_no_orphan_issue_without_adr_or_local_decision_justification,PENDING,REQ-ISS-003-toda-issue-deve-apontar-adrs-requisitos-riscos-gates-ou-justificar-decis.md,BC-001,BC-001
REQ-ISS-004,GOVERNANCA,ISS,P1,ADR-040,EPIC-002/EPIC-110,test_complete_portfolio_skeleton_and_progressive_detailing_rules,PENDING,REQ-ISS-004-o-portfolio-deve-possuir-skeleton-completo-e-detalhamento-progressivo-da.md,BC-001,BC-001
REQ-ISS-006,GOVERNANCA,ISS,P1,ADR-016,EPIC-002/EPIC-091,test_idempotent_dry_run_managed_field_issue_sync,PENDING,REQ-ISS-006-a-sincronizacao-de-issues-e-idempotente-suporta-dry-run-e-altera-apenas.md,BC-001,BC-001
REQ-ISS-007,GOVERNANCA,ISS,P1,ADR-008,EPIC-002/EPIC-005,test_acceptance_evidence_derivation_and_contract_change_review,PENDING,REQ-ISS-007-criterios-de-aceite-e-evidencias-sao-derivados-dos-contratos-mudancas-de.md,BC-001,BC-001
REQ-ISS-009,GOVERNANCA,ISS,P1,ADR-008,EPIC-002,test_bounded_research_spike_exit_decision,PENDING,REQ-ISS-009-spikes-possuem-orcamento-pergunta-verificavel-saida-decisoria-e-criterio.md,BC-001,BC-001
REQ-LOG-001,FUNCIONAL,LOG,P0,ADR-032,EPIC-039/EPIC-076,test_log_redaction_and_support_bundle_fail_closed,PENDING,REQ-LOG-001-logs-traces-e-bundles-usam-allowlist-classificacao-e-redaction-secrets-b.md,BC-014,BC-014
REQ-MAT-001,FUNCIONAL,MAT,P0,ADR-044,EPIC-019/EPIC-047,test_pyramid_tile_coordinate_roundtrip_refinement,PENDING,REQ-MAT-001-matching-utiliza-piramide-coarse-to-fine-e-tiles-adaptativos-com-transfo.md,BC-010,BC-010/BC-006
REQ-MCH-001,FUNCIONAL,MCH,P0,ADR-055,EPIC-023/EPIC-050,test_hybrid_matcher_escalation_provenance_no_ai_installation,PENDING,REQ-MCH-001-correspondencias-usam-pipeline-hibrido-escalonado-e-auditavel-ia-e-opcio.md,BC-006,BC-006/BC-009
REQ-MET-001,NAO_FUNCIONAL,MET,P1,ADR-054,EPIC-039/EPIC-077,test_metric_cardinality_budget_and_signal_retention,PENDING,REQ-MET-001-metricas-possuem-budget-de-cardinalidade-resultados-cientificos-permanec.md,BC-014,BC-014
REQ-MOS-001,FUNCIONAL,MOS,P1,ADR-049,EPIC-018/EPIC-098,test_relative_mosaic_is_optional_post_batch_and_non_blocking,PENDING,REQ-MOS-001-a-recuperacao-por-mosaico-relativo-e-opcional-posterior-ao-lote-e-nao-bl.md,BC-010,BC-010/BC-008
REQ-MOS-002,FUNCIONAL,MOS,P1,ADR-040,EPIC-055/EPIC-098,test_budgeted_neighbor_graph_disconnected_components_and_singletons,PENDING,REQ-MOS-002-a-descoberta-de-vizinhos-usa-grafo-progressivo-e-budgetado-preservando-c.md,BC-005,BC-005/BC-008
REQ-MOS-003,FUNCIONAL,MOS,P0,ADR-049,EPIC-024/EPIC-098,test_global_relative_alignment_cycle_drift_foldover_and_weak_bridge_split,PENDING,REQ-MOS-003-a-geometria-relativa-usa-evidencia-par-a-par-original-otimizacao-global.md,BC-007,BC-007/BC-008
REQ-MOS-004,FUNCIONAL,MOS,P0,ADR-044,EPIC-019/EPIC-098,test_out_of_core_pair_tile_rendering_ram_disk_quotas_and_resume,PENDING,REQ-MOS-004-descritores-matches-tiles-e-renderizacao-operam-fora-de-memoria-sob-reso.md,BC-010,BC-010/BC-008
REQ-MOS-005,FUNCIONAL,MOS,P0,ADR-049,EPIC-024/EPIC-098,test_leave_one_out_non_circular_reference_and_independent_sgv,PENDING,REQ-MOS-005-o-uso-posterior-como-referencia-e-nao-circular-e-cada-imagem-continua-ob.md,BC-007,BC-007/BC-008
