task_id,story_id,issue_id,sprint_id,bounded_context,specifications,status
TASK-0247,STORY-0247,ISSUE-0357,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0248,STORY-0248,ISSUE-0358,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0249,STORY-0249,ISSUE-0359,SPRINT-002,BC-014,SPEC-001/SPEC-004,PASS
TASK-0250,STORY-0250,ISSUE-0360,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0251,STORY-0251,ISSUE-0361,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0252,STORY-0252,ISSUE-0362,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0253,STORY-0253,ISSUE-0363,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0254,STORY-0254,ISSUE-0364,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0255,STORY-0255,ISSUE-0365,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0256,STORY-0256,ISSUE-0366,SPRINT-012,BC-015,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0257,STORY-0257,ISSUE-0367,SPRINT-012,BC-015,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0258,STORY-0258,ISSUE-0368,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0259,STORY-0259,ISSUE-0369,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0260,STORY-0260,ISSUE-0370,SPRINT-012,BC-015,SPEC-001/SPEC-004,PASS
TASK-0261,STORY-0261,ISSUE-0371,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0262,STORY-0262,ISSUE-0372,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0263,STORY-0263,ISSUE-0373,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0264,STORY-0264,ISSUE-0374,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0265,STORY-0265,ISSUE-0375,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0266,STORY-0266,ISSUE-0376,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0267,STORY-0267,ISSUE-0377,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0268,STORY-0268,ISSUE-0378,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0269,STORY-0269,ISSUE-0379,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0270,STORY-0270,ISSUE-0380,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0271,STORY-0271,ISSUE-0381,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0272,STORY-0272,ISSUE-0382,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0273,STORY-0273,ISSUE-0383,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0274,STORY-0274,ISSUE-0384,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0275,STORY-0275,ISSUE-0385,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0276,STORY-0276,ISSUE-0386,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0277,STORY-0277,ISSUE-0387,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0278,STORY-0278,ISSUE-0388,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0279,STORY-0279,ISSUE-0389,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0280,STORY-0280,ISSUE-0390,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0281,STORY-0281,ISSUE-0391,SPRINT-005,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0282,STORY-0282,ISSUE-0392,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0283,STORY-0283,ISSUE-0393,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0284,STORY-0284,ISSUE-0394,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0285,STORY-0285,ISSUE-0395,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0286,STORY-0286,ISSUE-0396,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0287,STORY-0287,ISSUE-0397,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0288,STORY-0288,ISSUE-0398,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0289,STORY-0289,ISSUE-0399,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0290,STORY-0290,ISSUE-0400,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0291,STORY-0291,ISSUE-0401,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0292,STORY-0292,ISSUE-0402,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0293,STORY-0293,ISSUE-0403,SPRINT-005,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0294,STORY-0294,ISSUE-0404,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0295,STORY-0295,ISSUE-0405,SPRINT-005,BC-006,SPEC-001/SPEC-004,PASS
TASK-0296,STORY-0296,ISSUE-0406,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0297,STORY-0297,ISSUE-0407,SPRINT-010,BC-013,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0298,STORY-0298,ISSUE-0408,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0299,STORY-0299,ISSUE-0409,SPRINT-010,BC-013,SPEC-001/SPEC-002/SPEC-004/SPEC-005,PASS
TASK-0300,STORY-0300,ISSUE-0410,SPRINT-010,BC-013,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0301,STORY-0301,ISSUE-0411,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0302,STORY-0302,ISSUE-0412,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0303,STORY-0303,ISSUE-0413,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0304,STORY-0304,ISSUE-0414,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0305,STORY-0305,ISSUE-0415,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0306,STORY-0306,ISSUE-0416,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0307,STORY-0307,ISSUE-0417,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0308,STORY-0308,ISSUE-0418,SPRINT-006,BC-009,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0309,STORY-0309,ISSUE-0419,SPRINT-006,BC-006,SPEC-001/SPEC-004,PASS
TASK-0310,STORY-0310,ISSUE-0420,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0311,STORY-0311,ISSUE-0421,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0312,STORY-0312,ISSUE-0422,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0313,STORY-0313,ISSUE-0423,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0314,STORY-0314,ISSUE-0424,SPRINT-006,BC-006,SPEC-001/SPEC-004,PASS
TASK-0315,STORY-0315,ISSUE-0425,SPRINT-006,BC-006,SPEC-001/SPEC-004,PASS
TASK-0316,STORY-0316,ISSUE-0426,SPRINT-006,BC-006,SPEC-001/SPEC-004,PASS
TASK-0317,STORY-0317,ISSUE-0427,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0318,STORY-0318,ISSUE-0428,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0319,STORY-0319,ISSUE-0429,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0320,STORY-0320,ISSUE-0430,SPRINT-006,BC-006,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0321,STORY-0321,ISSUE-0431,SPRINT-006,BC-006,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0322,STORY-0322,ISSUE-0432,SPRINT-006,BC-006,SPEC-001/SPEC-004,PASS
TASK-0323,STORY-0323,ISSUE-0433,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0324,STORY-0324,ISSUE-0434,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0325,STORY-0325,ISSUE-0435,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0326,STORY-0326,ISSUE-0436,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0327,STORY-0327,ISSUE-0437,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0328,STORY-0328,ISSUE-0438,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0329,STORY-0329,ISSUE-0439,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0330,STORY-0330,ISSUE-0440,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0331,STORY-0331,ISSUE-0441,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0332,STORY-0332,ISSUE-0442,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0333,STORY-0333,ISSUE-0443,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0334,STORY-0334,ISSUE-0444,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0335,STORY-0335,ISSUE-0445,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0336,STORY-0336,ISSUE-0446,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0337,STORY-0337,ISSUE-0447,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0338,STORY-0338,ISSUE-0448,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0339,STORY-0339,ISSUE-0449,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0340,STORY-0340,ISSUE-0450,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0341,STORY-0341,ISSUE-0451,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0342,STORY-0342,ISSUE-0452,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0343,STORY-0343,ISSUE-0453,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0344,STORY-0344,ISSUE-0454,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0345,STORY-0345,ISSUE-0455,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0346,STORY-0346,ISSUE-0456,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0347,STORY-0347,ISSUE-0457,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0348,STORY-0348,ISSUE-0458,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0349,STORY-0349,ISSUE-0459,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0350,STORY-0350,ISSUE-0460,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0351,STORY-0351,ISSUE-0461,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0352,STORY-0352,ISSUE-0462,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0353,STORY-0353,ISSUE-0463,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0354,STORY-0354,ISSUE-0464,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0355,STORY-0355,ISSUE-0465,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0356,STORY-0356,ISSUE-0466,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0357,STORY-0357,ISSUE-0467,SPRINT-006,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0358,STORY-0358,ISSUE-0468,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0359,STORY-0359,ISSUE-0469,SPRINT-006,BC-005,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0360,STORY-0360,ISSUE-0470,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0361,STORY-0361,ISSUE-0471,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0362,STORY-0362,ISSUE-0472,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0363,STORY-0363,ISSUE-0473,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0364,STORY-0364,ISSUE-0474,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0365,STORY-0365,ISSUE-0475,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0366,STORY-0366,ISSUE-0476,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0367,STORY-0367,ISSUE-0477,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0368,STORY-0368,ISSUE-0478,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0369,STORY-0369,ISSUE-0479,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0370,STORY-0370,ISSUE-0480,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0371,STORY-0371,ISSUE-0481,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0372,STORY-0372,ISSUE-0482,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0373,STORY-0373,ISSUE-0483,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0374,STORY-0374,ISSUE-0484,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0375,STORY-0375,ISSUE-0485,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0376,STORY-0376,ISSUE-0486,SPRINT-006,BC-005,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0377,STORY-0377,ISSUE-0487,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0378,STORY-0378,ISSUE-0488,SPRINT-006,BC-005,SPEC-001/SPEC-004,PASS
TASK-0379,STORY-0379,ISSUE-0489,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0380,STORY-0380,ISSUE-0490,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0381,STORY-0381,ISSUE-0491,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0382,STORY-0382,ISSUE-0492,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0383,STORY-0383,ISSUE-0493,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0384,STORY-0384,ISSUE-0494,SPRINT-010,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0385,STORY-0385,ISSUE-0495,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0386,STORY-0386,ISSUE-0496,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0387,STORY-0387,ISSUE-0497,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0388,STORY-0388,ISSUE-0498,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0389,STORY-0389,ISSUE-0499,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0390,STORY-0390,ISSUE-0500,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0391,STORY-0391,ISSUE-0501,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0392,STORY-0392,ISSUE-0502,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004/SPEC-005,PASS
TASK-0393,STORY-0393,ISSUE-0503,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004/SPEC-005,PASS
TASK-0394,STORY-0394,ISSUE-0504,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004/SPEC-005,PASS
TASK-0395,STORY-0395,ISSUE-0505,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004/SPEC-005,PASS
TASK-0396,STORY-0396,ISSUE-0506,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0397,STORY-0397,ISSUE-0507,SPRINT-006,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0398,STORY-0398,ISSUE-0508,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0399,STORY-0399,ISSUE-0509,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0400,STORY-0400,ISSUE-0510,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0401,STORY-0401,ISSUE-0511,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0402,STORY-0402,ISSUE-0512,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0403,STORY-0403,ISSUE-0513,SPRINT-009,BC-011,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0404,STORY-0404,ISSUE-0514,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0405,STORY-0405,ISSUE-0515,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0406,STORY-0406,ISSUE-0516,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0407,STORY-0407,ISSUE-0517,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0408,STORY-0408,ISSUE-0518,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0409,STORY-0409,ISSUE-0519,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0410,STORY-0410,ISSUE-0520,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0411,STORY-0411,ISSUE-0521,SPRINT-004,BC-010,SPEC-001/SPEC-002/SPEC-004,PASS
TASK-0412,STORY-0412,ISSUE-0522,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0413,STORY-0413,ISSUE-0523,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0414,STORY-0414,ISSUE-0524,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0415,STORY-0415,ISSUE-0525,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0416,STORY-0416,ISSUE-0526,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0417,STORY-0417,ISSUE-0527,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0418,STORY-0418,ISSUE-0528,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0419,STORY-0419,ISSUE-0529,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0420,STORY-0420,ISSUE-0530,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0421,STORY-0421,ISSUE-0531,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0422,STORY-0422,ISSUE-0532,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0423,STORY-0423,ISSUE-0533,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0424,STORY-0424,ISSUE-0534,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0425,STORY-0425,ISSUE-0535,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0426,STORY-0426,ISSUE-0536,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0427,STORY-0427,ISSUE-0537,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0428,STORY-0428,ISSUE-0538,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0429,STORY-0429,ISSUE-0539,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0430,STORY-0430,ISSUE-0540,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0431,STORY-0431,ISSUE-0541,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0432,STORY-0432,ISSUE-0542,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0433,STORY-0433,ISSUE-0543,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0434,STORY-0434,ISSUE-0544,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0435,STORY-0435,ISSUE-0545,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0436,STORY-0436,ISSUE-0546,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0437,STORY-0437,ISSUE-0547,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0438,STORY-0438,ISSUE-0548,SPRINT-004,BC-010,SPEC-001/SPEC-004,PASS
TASK-0439,STORY-0439,ISSUE-0549,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0440,STORY-0440,ISSUE-0550,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0441,STORY-0441,ISSUE-0551,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0442,STORY-0442,ISSUE-0552,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0443,STORY-0443,ISSUE-0553,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0444,STORY-0444,ISSUE-0554,SPRINT-010,BC-012,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0445,STORY-0445,ISSUE-0555,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0446,STORY-0446,ISSUE-0556,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0447,STORY-0447,ISSUE-0557,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0448,STORY-0448,ISSUE-0558,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0449,STORY-0449,ISSUE-0559,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0450,STORY-0450,ISSUE-0560,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0451,STORY-0451,ISSUE-0561,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0452,STORY-0452,ISSUE-0562,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0453,STORY-0453,ISSUE-0563,SPRINT-011,BC-014,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0454,STORY-0454,ISSUE-0564,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0455,STORY-0455,ISSUE-0565,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0456,STORY-0456,ISSUE-0566,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0457,STORY-0457,ISSUE-0567,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0458,STORY-0458,ISSUE-0568,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0459,STORY-0459,ISSUE-0569,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0460,STORY-0460,ISSUE-0570,SPRINT-011,BC-013,SPEC-001/SPEC-003/SPEC-004/SPEC-005,PASS
TASK-0461,STORY-0461,ISSUE-0571,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0462,STORY-0462,ISSUE-0572,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0463,STORY-0463,ISSUE-0573,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0464,STORY-0464,ISSUE-0574,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0465,STORY-0465,ISSUE-0575,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0466,STORY-0466,ISSUE-0576,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0467,STORY-0467,ISSUE-0577,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0468,STORY-0468,ISSUE-0578,SPRINT-011,BC-013,SPEC-001/SPEC-004/SPEC-005,PASS
TASK-0469,STORY-0469,ISSUE-0579,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0470,STORY-0470,ISSUE-0580,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0471,STORY-0471,ISSUE-0581,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0472,STORY-0472,ISSUE-0582,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0473,STORY-0473,ISSUE-0583,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0474,STORY-0474,ISSUE-0584,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0475,STORY-0475,ISSUE-0585,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0476,STORY-0476,ISSUE-0586,SPRINT-011,BC-014,SPEC-001/SPEC-003/SPEC-004,PASS
TASK-0477,STORY-0477,ISSUE-0587,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0478,STORY-0478,ISSUE-0588,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0479,STORY-0479,ISSUE-0589,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0480,STORY-0480,ISSUE-0590,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0481,STORY-0481,ISSUE-0591,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0482,STORY-0482,ISSUE-0592,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0483,STORY-0483,ISSUE-0593,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0484,STORY-0484,ISSUE-0594,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
TASK-0485,STORY-0485,ISSUE-0595,SPRINT-011,BC-014,SPEC-001/SPEC-004,PASS
