sprint_id,issue_id,issue_type,story_id,epic_id,criteria_count,requirement_basis,requirements,governing_adrs,conflicts,redundancies,missing,impossible,cycles,status
SPRINT-010,ISSUE-0049,EPIC_ENVELOPE,,EPIC-049,6,MIXED,REQ-AI-009/REQ-BKP-001/REQ-CAC-001/REQ-EPIC-017/REQ-EPIC-070/REQ-PROV-001/REQ-RET-001/REQ-REV-003/REQ-RMQ-002/REQ-SDR-004/REQ-SRG-004,ADR-051/ADR-018/ADR-036/ADR-047/ADR-048/ADR-027/ADR-050/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0050,EPIC_ENVELOPE,,EPIC-050,6,MIXED,REQ-AI-001/REQ-AI-005/REQ-AI-008/REQ-AI-009/REQ-AI-012/REQ-AI-013/REQ-AI-015/REQ-AI-017/REQ-AIE-001/REQ-AIE-002/REQ-AIE-003/REQ-AIE-004/REQ-AIE-005/REQ-AIE-006/REQ-AIE-007/REQ-AIE-008/REQ-AIE-009/REQ-AIE-010/REQ-EPIC-088/REQ-MCH-001/REQ-SCH-003/REQ-SDR-001/REQ-SDR-002/REQ-SDR-003,ADR-051/ADR-039/ADR-044/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0051,EPIC_ENVELOPE,,EPIC-051,6,MIXED,REQ-EST-001,ADR-044/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0052,EPIC_ENVELOPE,,EPIC-052,6,MIXED,REQ-GCP-001,ADR-044/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0053,EPIC_ENVELOPE,,EPIC-053,6,MIXED,REQ-REF-001,ADR-044/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0054,EPIC_ENVELOPE,,EPIC-054,6,MIXED,REQ-DIS-001,ADR-044/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0055,EPIC_ENVELOPE,,EPIC-055,6,MIXED,REQ-DIS-002/REQ-MOS-002,ADR-044/ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0056,EPIC_ENVELOPE,,EPIC-056,6,MIXED,REQ-REF-002/REQ-RMV-003,ADR-044/ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0057,EPIC_ENVELOPE,,EPIC-057,6,MIXED,REQ-BAT-001,ADR-036/ADR-046/ADR-039/ADR-048/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0058,EPIC_ENVELOPE,,EPIC-058,6,MIXED,REQ-ANC-001/REQ-CRS-005/REQ-CRS-007/REQ-OFF-001/REQ-PUB-003/REQ-SRC-003,ADR-051/ADR-047/ADR-041/ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0059,EPIC_ENVELOPE,,EPIC-059,6,MIXED,REQ-SRC-004,ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0060,EPIC_ENVELOPE,,EPIC-060,6,MIXED,REQ-PUB-003/REQ-SRC-005,ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-010,ISSUE-0061,EPIC_ENVELOPE,,EPIC-061,6,MIXED,REQ-CAC-001/REQ-PUB-003,ADR-047/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0062,EPIC_ENVELOPE,,EPIC-062,6,MIXED,REQ-EPIC-062/REQ-REV-003/REQ-REV-004,ADR-048/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-006,ISSUE-0063,EPIC_ENVELOPE,,EPIC-063,6,MIXED,REQ-CRS-001/REQ-GCP-002,ADR-048/ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0064,EPIC_ENVELOPE,,EPIC-064,6,MIXED,REQ-REV-004,ADR-048/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-004,ISSUE-0065,EPIC_ENVELOPE,,EPIC-065,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010,ADR-036/ADR-039/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-004,ISSUE-0066,EPIC_ENVELOPE,,EPIC-066,6,MIXED,REQ-ANC-008/REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010,ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-004,ISSUE-0067,EPIC_ENVELOPE,,EPIC-067,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010,ADR-036/ADR-039/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-004,ISSUE-0068,EPIC_ENVELOPE,,EPIC-068,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010/REQ-SCH-001/REQ-SCH-002/REQ-SCH-003/REQ-SCH-004,ADR-039/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-004,ISSUE-0069,EPIC_ENVELOPE,,EPIC-069,6,MIXED,REQ-BEX-001/REQ-BEX-002/REQ-BEX-003/REQ-BEX-004/REQ-BEX-005/REQ-BEX-006/REQ-BEX-007/REQ-BEX-008/REQ-BEX-009/REQ-BEX-010/REQ-SMO-001/REQ-SMO-002/REQ-SMO-003/REQ-SMO-004,ADR-039/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-010,ISSUE-0070,EPIC_ENVELOPE,,EPIC-070,6,MIXED,REQ-EPIC-037/REQ-EPIC-070/REQ-PROV-001/REQ-RMR-001,ADR-018/ADR-048/ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0071,EPIC_ENVELOPE,,EPIC-071,6,MIXED,REQ-BKP-001/REQ-BKP-002/REQ-SCM-004/REQ-UPG-001,ADR-027/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0072,EPIC_ENVELOPE,,EPIC-072,6,MIXED,REQ-BKP-002/REQ-EPIC-039/REQ-SCM-004/REQ-UPG-001/REQ-UPG-004,ADR-027/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0073,EPIC_ENVELOPE,,EPIC-073,6,MIXED,REQ-GC-001/REQ-RET-001/REQ-SRP-004,ADR-039/ADR-027/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0074,EPIC_ENVELOPE,,EPIC-074,6,MIXED,REQ-GC-001,ADR-027/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0075,EPIC_ENVELOPE,,EPIC-075,6,MIXED,REQ-AUD-001/REQ-INS-004/REQ-RMQ-004/REQ-SMO-004/REQ-UPG-003,ADR-039/ADR-054/ADR-050/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0076,EPIC_ENVELOPE,,EPIC-076,6,MIXED,REQ-INS-002/REQ-LOG-001/REQ-RUNTIME-009/REQ-SRP-004,ADR-034/ADR-039/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0077,EPIC_ENVELOPE,,EPIC-077,6,MIXED,REQ-MET-001,ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0078,EPIC_ENVELOPE,,EPIC-078,6,MIXED,REQ-ARTLAYOUT-005/REQ-ARTLAYOUT-006/REQ-ARTLAYOUT-007/REQ-EPIC-076/REQ-RUNTIME-004,ADR-018/ADR-034/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0079,EPIC_ENVELOPE,,EPIC-079,6,MIXED,REQ-NET-001,ADR-034/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0080,EPIC_ENVELOPE,,EPIC-080,6,MIXED,REQ-AI-006/REQ-AI-015/REQ-EPIC-042/REQ-INS-004/REQ-SUP-001,ADR-051/ADR-034/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0081,EPIC_ENVELOPE,,EPIC-081,6,MIXED,REQ-INS-001/REQ-UPG-001,ADR-034/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0082,EPIC_ENVELOPE,,EPIC-082,6,MIXED,REQ-HW-001/REQ-SCH-003/REQ-SDR-003,ADR-051/ADR-039/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0083,EPIC_ENVELOPE,,EPIC-083,6,MIXED,REQ-OFF-001,ADR-051/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-009,ISSUE-0084,EPIC_ENVELOPE,,EPIC-084,6,MIXED,REQ-AI-016,ADR-051/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0085,EPIC_ENVELOPE,,EPIC-085,6,MIXED,REQ-EPIC-043,ADR-034/ADR-054/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0086,EPIC_ENVELOPE,,EPIC-086,6,MIXED,REQ-DEL-001/REQ-DEL-002/REQ-EPIC-001/REQ-ISM-003/REQ-SPRINT-001-001/REQ-SPRINT-001-002/REQ-SPRINT-001-003/REQ-SPRINT-001-004/REQ-SPRINT-001-005/REQ-SPRINT-001-006/REQ-SPRINT-001-007/REQ-SPRINT-001-008/REQ-SPRINT-001-009/REQ-SPRINT-001-010,ADR-002/ADR-018/ADR-036/ADR-034/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0087,EPIC_ENVELOPE,,EPIC-087,6,MIXED,REQ-DEL-002,ADR-002/ADR-018/ADR-036/ADR-046/ADR-044/ADR-054/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-011,ISSUE-0088,EPIC_ENVELOPE,,EPIC-088,6,MIXED,REQ-EPIC-088,ADR-051/ADR-046/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0089,EPIC_ENVELOPE,,EPIC-089,6,MIXED,REQ-EPIC-043/REQ-PUB-004,ADR-034/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0090,EPIC_ENVELOPE,,EPIC-090,6,MIXED,REQ-GOV-002,ADR-002/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0091,EPIC_ENVELOPE,,EPIC-091,6,MIXED,REQ-FRZ-003/REQ-GOV-004/REQ-ISS-003/REQ-ISS-006/REQ-PUB-002,ADR-002/ADR-034/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0092,EPIC_ENVELOPE,,EPIC-092,6,MIXED,REQ-DEV-001/REQ-EPIC-001/REQ-FRZ-001/REQ-FRZ-002/REQ-FRZ-003/REQ-FRZ-004/REQ-GOV-005/REQ-TST-001,ADR-002/ADR-034/ADR-054/ADR-053/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-007,ISSUE-0093,EPIC_ENVELOPE,,EPIC-093,6,MIXED,REQ-CRS-001/REQ-CRS-002/REQ-CRS-003/REQ-CRS-004/REQ-RAS-001,ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-007,ISSUE-0094,EPIC_ENVELOPE,,EPIC-094,6,MIXED,REQ-CRS-001/REQ-CRS-002/REQ-CRS-003/REQ-CRS-004/REQ-CRS-005/REQ-CRS-006/REQ-CRS-007/REQ-NATIVE-002,ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-007,ISSUE-0095,EPIC_ENVELOPE,,EPIC-095,6,MIXED,REQ-MOS-006/REQ-RAS-004,ADR-041/ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-007,ISSUE-0096,EPIC_ENVELOPE,,EPIC-096,6,MIXED,REQ-CRS-004/REQ-CRS-005/REQ-CRS-006/REQ-CRS-007,ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-007,ISSUE-0097,EPIC_ENVELOPE,,EPIC-097,6,MIXED,REQ-RAS-002/REQ-RAS-003/REQ-RAS-004/REQ-RAS-005,ADR-041/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-007,ISSUE-0098,EPIC_ENVELOPE,,EPIC-098,6,MIXED,REQ-MOS-001/REQ-MOS-002/REQ-MOS-003/REQ-MOS-004/REQ-MOS-005/REQ-MOS-006/REQ-RMQ-003/REQ-RMR-004,ADR-049/ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-008,ISSUE-0099,EPIC_ENVELOPE,,EPIC-099,6,MIXED,REQ-ANC-001/REQ-ANC-002/REQ-ANC-003/REQ-ANC-004/REQ-RMV-004,ADR-049/ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-008,ISSUE-0100,EPIC_ENVELOPE,,EPIC-100,6,MIXED,REQ-ANC-005/REQ-ANC-006/REQ-ANC-007/REQ-ANC-008,ADR-049/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-008,ISSUE-0101,EPIC_ENVELOPE,,EPIC-101,6,MIXED,REQ-RMV-001/REQ-RMV-002/REQ-RMV-003/REQ-RMV-004,ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-008,ISSUE-0102,EPIC_ENVELOPE,,EPIC-102,6,MIXED,REQ-RMR-001/REQ-RMR-002/REQ-RMR-003/REQ-RMR-004,ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-008,ISSUE-0103,EPIC_ENVELOPE,,EPIC-103,6,MIXED,REQ-RMQ-001/REQ-RMQ-002/REQ-RMQ-003/REQ-RMQ-004,ADR-050/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-004,ISSUE-0104,EPIC_ENVELOPE,,EPIC-104,6,MIXED,REQ-SRP-001/REQ-SRP-002/REQ-SRP-003/REQ-SRP-004,ADR-039/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-010,ISSUE-0105,EPIC_ENVELOPE,,EPIC-105,6,MIXED,REQ-SCM-001/REQ-SCM-003/REQ-UPG-004/REQ-UPG-005,ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0106,EPIC_ENVELOPE,,EPIC-106,6,MIXED,REQ-SCM-002/REQ-SCM-004/REQ-UPG-002,ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0107,EPIC_ENVELOPE,,EPIC-107,6,MIXED,REQ-DBSCHEMA-010/REQ-UPG-002/REQ-UPG-003/REQ-UPG-004/REQ-UPG-005,ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0108,EPIC_ENVELOPE,,EPIC-108,6,MIXED,REQ-INS-001/REQ-INS-002/REQ-INS-003/REQ-INS-004,ADR-034/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-012,ISSUE-0109,EPIC_ENVELOPE,,EPIC-109,6,MIXED,REQ-CIT-001/REQ-EPIC-042/REQ-OSS-001/REQ-PUB-002/REQ-PUB-003/REQ-PUB-004,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0110,EPIC_ENVELOPE,,EPIC-110,6,MIXED,REQ-ISM-001/REQ-ISM-002/REQ-ISM-003/REQ-ISM-004/REQ-ISM-005/REQ-ISM-007/REQ-ISM-008/REQ-ISM-009/REQ-ISM-010/REQ-ISS-001/REQ-ISS-002/REQ-ISS-003/REQ-ISS-004/REQ-PLN-001/REQ-PLN-002/REQ-PLN-003/REQ-PLN-004/REQ-PLN-005/REQ-PLN-006/REQ-PLN-007/REQ-PLN-008/REQ-PLN-009/REQ-PLN-010/REQ-PRJ-001/REQ-PRJ-002/REQ-PRJ-003/REQ-PRJ-004/REQ-PRJ-005/REQ-PRJ-006/REQ-PRJ-007/REQ-PRJ-008/REQ-PRJ-009/REQ-PRJ-010/REQ-PRM-001/REQ-PRM-002/REQ-PRM-003/REQ-PRM-004/REQ-PRM-005/REQ-PRM-006/REQ-PRM-007/REQ-PRM-008/REQ-PRM-009/REQ-PRM-010/REQ-SPRINT-001-001/REQ-SPRINT-001-002/REQ-SPRINT-001-003/REQ-SPRINT-001-004/REQ-SPRINT-001-005/REQ-SPRINT-001-006/REQ-SPRINT-001-007/REQ-SPRINT-001-008/REQ-SPRINT-001-009/REQ-SPRINT-001-010,ADR-002/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008/ADR-010,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0111,STORY,STORY-0001,EPIC-001,4,MIXED,REQ-ISM-004/REQ-ISS-002/REQ-SPRINT-001-004,ADR-002/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0112,STORY,STORY-0002,EPIC-001,4,DERIVED_CONTROL,,ADR-002/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0113,STORY,STORY-0003,EPIC-001,4,DERIVED_CONTROL,,ADR-002/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0114,STORY,STORY-0004,EPIC-001,4,DERIVED_CONTROL,,ADR-002/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0115,STORY,STORY-0005,EPIC-001,4,DERIVED_CONTROL,,ADR-002/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0116,STORY,STORY-0006,EPIC-002,4,DERIVED_CONTROL,,ADR-002/ADR-044/ADR-041/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0117,STORY,STORY-0007,EPIC-002,4,DERIVED_CONTROL,,ADR-002/ADR-044/ADR-041/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0118,STORY,STORY-0008,EPIC-002,4,DERIVED_CONTROL,,ADR-002/ADR-044/ADR-041/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0119,STORY,STORY-0009,EPIC-002,4,MIXED,REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-008/REQ-CLASSICPROFILE-010/REQ-NATIVE-001/REQ-NATIVE-004,ADR-002/ADR-044/ADR-041/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0120,STORY,STORY-0010,EPIC-002,4,DERIVED_CONTROL,,ADR-002/ADR-044/ADR-041/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0121,STORY,STORY-0011,EPIC-003,4,MIXED,REQ-TOP-001,ADR-002/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0122,STORY,STORY-0012,EPIC-003,4,MIXED,REQ-DEL-001/REQ-DEV-001,ADR-002/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0123,STORY,STORY-0013,EPIC-003,4,DERIVED_CONTROL,,ADR-002/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0124,STORY,STORY-0014,EPIC-003,4,DERIVED_CONTROL,,ADR-002/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0125,STORY,STORY-0015,EPIC-003,4,DERIVED_CONTROL,,ADR-002/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0126,STORY,STORY-0016,EPIC-004,4,DERIVED_CONTROL,,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0127,STORY,STORY-0017,EPIC-004,4,DERIVED_CONTROL,,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0128,STORY,STORY-0018,EPIC-004,4,DERIVED_CONTROL,,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0129,STORY,STORY-0019,EPIC-004,4,MIXED,REQ-FS1-006,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0130,STORY,STORY-0020,EPIC-004,4,DERIVED_CONTROL,,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0131,STORY,STORY-0021,EPIC-005,4,DERIVED_CONTROL,,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0132,STORY,STORY-0022,EPIC-005,4,DERIVED_CONTROL,,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0133,STORY,STORY-0023,EPIC-005,4,DERIVED_CONTROL,,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0134,STORY,STORY-0024,EPIC-005,4,MIXED,REQ-BEX-001/REQ-BEX-006/REQ-FS1-006,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0135,STORY,STORY-0025,EPIC-005,4,DERIVED_CONTROL,,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0136,STORY,STORY-0026,EPIC-006,4,DERIVED_CONTROL,,ADR-051/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0137,STORY,STORY-0027,EPIC-006,4,MIXED,REQ-AI-007/REQ-TST-001,ADR-051/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0138,STORY,STORY-0028,EPIC-006,4,DERIVED_CONTROL,,ADR-051/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0139,STORY,STORY-0029,EPIC-006,4,DERIVED_CONTROL,,ADR-051/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0140,STORY,STORY-0030,EPIC-006,4,DERIVED_CONTROL,,ADR-051/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0141,STORY,STORY-0031,EPIC-007,4,DERIVED_CONTROL,,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0142,STORY,STORY-0032,EPIC-007,4,MIXED,REQ-CIT-001/REQ-EPIC-042/REQ-OSS-001/REQ-PUB-002,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0143,STORY,STORY-0033,EPIC-007,4,DERIVED_CONTROL,,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0144,STORY,STORY-0034,EPIC-007,4,DERIVED_CONTROL,,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-001,ISSUE-0145,STORY,STORY-0035,EPIC-007,4,DERIVED_CONTROL,,ADR-034/ADR-047/ADR-054/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0146,STORY,STORY-0036,EPIC-008,4,MIXED,REQ-AUTH-IMPL-007,ADR-018/ADR-028/ADR-034/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0147,STORY,STORY-0037,EPIC-008,4,DERIVED_CONTROL,,ADR-018/ADR-028/ADR-034/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0148,STORY,STORY-0038,EPIC-008,4,DERIVED_CONTROL,,ADR-018/ADR-028/ADR-034/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0149,STORY,STORY-0039,EPIC-008,4,MIXED,REQ-EPIC-076/REQ-INS-002,ADR-018/ADR-028/ADR-034/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0150,STORY,STORY-0040,EPIC-008,4,DERIVED_CONTROL,,ADR-018/ADR-028/ADR-034/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0151,STORY,STORY-0041,EPIC-009,4,MIXED,REQ-AUTH-IMPL-007,ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0152,STORY,STORY-0042,EPIC-009,4,DERIVED_CONTROL,,ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0153,STORY,STORY-0043,EPIC-009,4,DERIVED_CONTROL,,ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0154,STORY,STORY-0044,EPIC-009,4,DERIVED_CONTROL,,ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0155,STORY,STORY-0045,EPIC-009,4,DERIVED_CONTROL,,ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0156,STORY,STORY-0046,EPIC-010,4,MIXED,REQ-AUTH-IMPL-007,ADR-051/ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0157,STORY,STORY-0047,EPIC-010,4,DERIVED_CONTROL,,ADR-051/ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0158,STORY,STORY-0048,EPIC-010,4,DERIVED_CONTROL,,ADR-051/ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
SPRINT-002,ISSUE-0159,STORY,STORY-0049,EPIC-010,4,DERIVED_CONTROL,,ADR-051/ADR-028/ADR-007/ADR-008,0,0,0,0,0,PASS
