sprint,bounded_context,epic_id,story_id,issue_id,task_id,role,governing_adrs,requirements,status
SPRINT-005,BC-005,EPIC-022,STORY-0126,ISSUE-0236,TASK-0126,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-005,EPIC-022,STORY-0127,ISSUE-0237,TASK-0127,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-045/ADR-046/ADR-055,REQ-AIE-003/REQ-AIE-007/REQ-CLASSICPROFILE-008/REQ-FS1-005/REQ-FS1-007/REQ-SGVCAL-001/REQ-SGVCAL-008,PASS
SPRINT-005,BC-005,EPIC-022,STORY-0128,ISSUE-0238,TASK-0128,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0129,ISSUE-0239,TASK-0129,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-044,REQ-FS1-001/REQ-FS1-004,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0130,ISSUE-0240,TASK-0130,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-015/ADR-023/ADR-040/ADR-041/ADR-042/ADR-043/ADR-044/ADR-053,REQ-FS1-002/REQ-FS1-003/REQ-FS1-008/REQ-FS1-009/REQ-FS1-010/REQ-SDR-001,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0131,ISSUE-0241,TASK-0131,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,REQ-FS1-006,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0132,ISSUE-0242,TASK-0132,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0133,ISSUE-0243,TASK-0133,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0134,ISSUE-0244,TASK-0134,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-043/ADR-046/ADR-055,REQ-FS1-005/REQ-FS1-007/REQ-HOM-001/REQ-MCH-001,PASS
SPRINT-005,BC-006,EPIC-023,STORY-0135,ISSUE-0245,TASK-0135,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0136,ISSUE-0246,TASK-0136,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038/ADR-044/ADR-046/ADR-050/ADR-051/ADR-053,REQ-AIE-001/REQ-AIE-005/REQ-FS1-001/REQ-FS1-004/REQ-QUAL-004/REQ-RMV-001/REQ-SDR-002,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0137,ISSUE-0247,TASK-0137,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0138,ISSUE-0248,TASK-0138,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045/ADR-046/ADR-048/ADR-049,REQ-ANC-002/REQ-FS1-006/REQ-MOS-003/REQ-QUAL-001/REQ-QUAL-002/REQ-REV-003,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0139,ISSUE-0249,TASK-0139,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0140,ISSUE-0250,TASK-0140,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0141,ISSUE-0251,TASK-0141,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-040/ADR-043/ADR-046/ADR-048/ADR-049/ADR-055,REQ-AIE-003/REQ-AIE-007/REQ-ANC-003/REQ-FS1-005/REQ-FS1-007/REQ-GCP-001/REQ-HOM-001/REQ-MOS-005/REQ-REF-002,PASS
SPRINT-005,BC-007,EPIC-024,STORY-0142,ISSUE-0252,TASK-0142,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0143,ISSUE-0253,TASK-0143,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046,REQ-QUAL-004,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0144,ISSUE-0254,TASK-0144,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0145,ISSUE-0255,TASK-0145,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0146,ISSUE-0256,TASK-0146,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0147,ISSUE-0257,TASK-0147,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0148,ISSUE-0258,TASK-0148,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-007,EPIC-025,STORY-0149,ISSUE-0259,TASK-0149,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0150,ISSUE-0260,TASK-0150,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-044/ADR-052,REQ-AI-005/REQ-FS1-001/REQ-FS1-004/REQ-NATIVE-002,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0151,ISSUE-0261,TASK-0151,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0152,ISSUE-0262,TASK-0152,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-045,REQ-FS1-006/REQ-NATIVE-001/REQ-NATIVE-004,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0153,ISSUE-0263,TASK-0153,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0154,ISSUE-0264,TASK-0154,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0155,ISSUE-0265,TASK-0155,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-046/ADR-055,REQ-FS1-005/REQ-FS1-007,PASS
SPRINT-005,BC-013,EPIC-026,STORY-0156,ISSUE-0266,TASK-0156,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0157,ISSUE-0267,TASK-0157,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0158,ISSUE-0268,TASK-0158,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,REQ-SRC-001/REQ-SRC-002,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0159,ISSUE-0269,TASK-0159,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0160,ISSUE-0270,TASK-0160,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0161,ISSUE-0271,TASK-0161,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0162,ISSUE-0272,TASK-0162,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-005,EPIC-027,STORY-0163,ISSUE-0273,TASK-0163,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0164,ISSUE-0274,TASK-0164,Arquiteto,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038/ADR-044/ADR-051/ADR-053,REQ-AIE-001/REQ-AIE-005/REQ-CLASSICPROFILE-004/REQ-SDR-002/REQ-SGVCAL-007/REQ-SRG-001,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0165,ISSUE-0275,TASK-0165,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0166,ISSUE-0276,TASK-0166,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044,REQ-CLASSICPROFILE-006/REQ-CLASSICPROFILE-010,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0167,ISSUE-0277,TASK-0167,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0168,ISSUE-0278,TASK-0168,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0169,ISSUE-0279,TASK-0169,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-045/ADR-046/ADR-053,REQ-AIE-003/REQ-AIE-007/REQ-CLASSICPROFILE-008/REQ-SDR-003/REQ-SGVCAL-001/REQ-SGVCAL-008,PASS
SPRINT-005,BC-007,EPIC-028,STORY-0170,ISSUE-0280,TASK-0170,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0171,ISSUE-0281,TASK-0171,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-047,REQ-SRC-005/REQ-UX-002,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0172,ISSUE-0282,TASK-0172,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-041/ADR-042/ADR-043/ADR-051,REQ-AI-008/REQ-AI-011/REQ-AI-014,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0173,ISSUE-0283,TASK-0173,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-041/ADR-042/ADR-043,REQ-AI-010,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0174,ISSUE-0284,TASK-0174,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0175,ISSUE-0285,TASK-0175,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0176,ISSUE-0286,TASK-0176,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-004,EPIC-029,STORY-0177,ISSUE-0287,TASK-0177,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0178,ISSUE-0288,TASK-0178,Arquiteto,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038,REQ-EPIC-016/REQ-EPIC-038,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0179,ISSUE-0289,TASK-0179,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0180,ISSUE-0290,TASK-0180,Geoprocessamento,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,REQ-EPIC-037,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0181,ISSUE-0291,TASK-0181,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0182,ISSUE-0292,TASK-0182,Geoprocessamento,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043,,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0183,ISSUE-0293,TASK-0183,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-005,BC-012,EPIC-030,STORY-0184,ISSUE-0294,TASK-0184,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-031,STORY-0185,ISSUE-0295,TASK-0185,Product Owner,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,REQ-FS-001/REQ-TOOL-008/REQ-TOOL-009,PASS
SPRINT-009,BC-016,EPIC-031,STORY-0186,ISSUE-0296,TASK-0186,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-031,STORY-0187,ISSUE-0297,TASK-0187,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-031,STORY-0188,ISSUE-0298,TASK-0188,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-031,STORY-0189,ISSUE-0299,TASK-0189,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046/ADR-055,REQ-FS1-005/REQ-FS1-007,PASS
SPRINT-009,BC-016,EPIC-031,STORY-0190,ISSUE-0300,TASK-0190,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-009,BC-016,EPIC-032,STORY-0191,ISSUE-0301,TASK-0191,Product Owner,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-042/ADR-049,REQ-ANC-005/REQ-RMR-002,PASS
SPRINT-009,BC-016,EPIC-032,STORY-0192,ISSUE-0302,TASK-0192,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-040/ADR-055,REQ-MSK-003/REQ-MTD-001/REQ-UX-001,PASS
SPRINT-009,BC-016,EPIC-032,STORY-0193,ISSUE-0303,TASK-0193,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-032,STORY-0194,ISSUE-0304,TASK-0194,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-032,STORY-0195,ISSUE-0305,TASK-0195,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-032,STORY-0196,ISSUE-0306,TASK-0196,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-033,STORY-0197,ISSUE-0307,TASK-0197,Product Owner,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-051,REQ-AI-011,PASS
SPRINT-009,BC-016,EPIC-033,STORY-0198,ISSUE-0308,TASK-0198,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-047,REQ-SRC-004/REQ-UX-002,PASS
SPRINT-009,BC-016,EPIC-033,STORY-0199,ISSUE-0309,TASK-0199,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-033,STORY-0200,ISSUE-0310,TASK-0200,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-033,STORY-0201,ISSUE-0311,TASK-0201,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-033,STORY-0202,ISSUE-0312,TASK-0202,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-034,STORY-0203,ISSUE-0313,TASK-0203,Product Owner,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-025/ADR-039/ADR-046,REQ-BEX-001/REQ-CAT-001/REQ-EPIC-037/REQ-EPIC-062/REQ-QUAL-003,PASS
SPRINT-009,BC-016,EPIC-034,STORY-0204,ISSUE-0314,TASK-0204,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-034,STORY-0205,ISSUE-0315,TASK-0205,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-034,STORY-0206,ISSUE-0316,TASK-0206,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-034,STORY-0207,ISSUE-0317,TASK-0207,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-034,STORY-0208,ISSUE-0318,TASK-0208,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-011,EPIC-035,STORY-0209,ISSUE-0319,TASK-0209,Product Owner,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-011,EPIC-035,STORY-0210,ISSUE-0320,TASK-0210,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046,REQ-EPIC-035,PASS
SPRINT-009,BC-011,EPIC-035,STORY-0211,ISSUE-0321,TASK-0211,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,,PASS
SPRINT-009,BC-011,EPIC-035,STORY-0212,ISSUE-0322,TASK-0212,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-009,BC-011,EPIC-035,STORY-0213,ISSUE-0323,TASK-0213,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-011,EPIC-035,STORY-0214,ISSUE-0324,TASK-0214,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-036,STORY-0215,ISSUE-0325,TASK-0215,Product Owner,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-036,STORY-0216,ISSUE-0326,TASK-0216,Frontend,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-014,REQ-AI-016/REQ-EPIC-038/REQ-UX-003,PASS
SPRINT-009,BC-016,EPIC-036,STORY-0217,ISSUE-0327,TASK-0217,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,,PASS
SPRINT-009,BC-016,EPIC-036,STORY-0218,ISSUE-0328,TASK-0218,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-009,BC-016,EPIC-036,STORY-0219,ISSUE-0329,TASK-0219,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-010,BC-012,EPIC-037,STORY-0220,ISSUE-0330,TASK-0220,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-025/ADR-038/ADR-046/ADR-048,REQ-BEX-003/REQ-BEX-005/REQ-GCP-002/REQ-PROV-001,PASS
SPRINT-010,BC-012,EPIC-037,STORY-0221,ISSUE-0331,TASK-0221,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-010,BC-012,EPIC-037,STORY-0222,ISSUE-0332,TASK-0222,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-010,BC-012,EPIC-037,STORY-0223,ISSUE-0333,TASK-0223,Frontend,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-039/ADR-046/ADR-050,REQ-BEX-001/REQ-EPIC-037/REQ-QUAL-002/REQ-QUAL-003/REQ-RMR-003,PASS
SPRINT-010,BC-012,EPIC-037,STORY-0224,ISSUE-0334,TASK-0224,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-010,BC-012,EPIC-037,STORY-0225,ISSUE-0335,TASK-0225,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-010,BC-007,EPIC-038,STORY-0226,ISSUE-0336,TASK-0226,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-010,BC-007,EPIC-038,STORY-0227,ISSUE-0337,TASK-0227,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-046,REQ-QUAL-005,PASS
SPRINT-010,BC-007,EPIC-038,STORY-0228,ISSUE-0338,TASK-0228,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-010,BC-007,EPIC-038,STORY-0229,ISSUE-0339,TASK-0229,Frontend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,,PASS
SPRINT-010,BC-007,EPIC-038,STORY-0230,ISSUE-0340,TASK-0230,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-010,BC-007,EPIC-038,STORY-0231,ISSUE-0341,TASK-0231,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-011,BC-014,EPIC-039,STORY-0232,ISSUE-0342,TASK-0232,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-017/ADR-033/ADR-034/ADR-038/ADR-051/ADR-054,REQ-AIE-001/REQ-AIE-005/REQ-OBS-002/REQ-RUNTIME-010/REQ-WORKER-001/REQ-WORKER-010,PASS
SPRINT-011,BC-014,EPIC-039,STORY-0233,ISSUE-0343,TASK-0233,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034,,PASS
SPRINT-011,BC-014,EPIC-039,STORY-0234,ISSUE-0344,TASK-0234,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-012/ADR-018/ADR-020/ADR-033/ADR-034/ADR-037/ADR-038/ADR-054,REQ-EPIC-018/REQ-OBS-001/REQ-WORKER-002/REQ-WORKER-004/REQ-WORKER-005/REQ-WORKER-006/REQ-WORKER-007/REQ-WORKER-008/REQ-WORKER-009,PASS
SPRINT-011,BC-014,EPIC-039,STORY-0235,ISSUE-0345,TASK-0235,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-011,BC-014,EPIC-039,STORY-0236,ISSUE-0346,TASK-0236,Security,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-030/ADR-031/ADR-032/ADR-055,REQ-LOG-001/REQ-RUNTIME-009,PASS
SPRINT-011,BC-014,EPIC-039,STORY-0237,ISSUE-0347,TASK-0237,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011,,PASS
SPRINT-011,BC-014,EPIC-040,STORY-0238,ISSUE-0348,TASK-0238,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-010/ADR-011/ADR-033/ADR-034/ADR-039/ADR-042,REQ-OUT-001/REQ-SCH-004,PASS
SPRINT-011,BC-014,EPIC-040,STORY-0239,ISSUE-0349,TASK-0239,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-033/ADR-034/ADR-036/ADR-040/ADR-053,REQ-NFR-001/REQ-RMQ-001/REQ-SCL-001,PASS
SPRINT-011,BC-014,EPIC-040,STORY-0240,ISSUE-0350,TASK-0240,DevOps,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-009/ADR-012/ADR-033/ADR-034/ADR-039,REQ-RES-001/REQ-SMO-001/REQ-SMO-003,PASS
SPRINT-011,BC-014,EPIC-040,STORY-0241,ISSUE-0351,TASK-0241,QA,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-011,BC-014,EPIC-040,STORY-0242,ISSUE-0352,TASK-0242,Security,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032/ADR-053,REQ-SRP-001,PASS
SPRINT-011,BC-014,EPIC-040,STORY-0243,ISSUE-0353,TASK-0243,Reviewer,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-014,EPIC-041,STORY-0244,ISSUE-0354,TASK-0244,Security,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032,REQ-NET-001,PASS
SPRINT-002,BC-014,EPIC-041,STORY-0245,ISSUE-0355,TASK-0245,Arquiteto,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,,PASS
SPRINT-002,BC-014,EPIC-041,STORY-0246,ISSUE-0356,TASK-0246,Backend,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,,PASS
SPRINT-002,BC-014,EPIC-041,STORY-0247,ISSUE-0357,TASK-0247,Security,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-030/ADR-031/ADR-032,,PASS
