sprint_id,issue_id,issue_type,story_id,criterion_id,criterion_text,basis_type,requirement_ids,adr_ids,conflict,redundancy,missing_requirement,impossible,cycle,status,notes
SPRINT-009,ISSUE-0308,STORY,STORY-0198,AC-ISSUE-0308-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-047,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0308,STORY,STORY-0198,AC-ISSUE-0308-04,"Schemas, estados, compatibilidade e autoridade de dados estão versionados e revisados pelo Arquiteto.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-047,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0309,STORY,STORY-0199,AC-ISSUE-0309-01,"O resultado de “assistente guiado, recomendação explicável, consentimentos e modo avançado” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0309,STORY,STORY-0199,AC-ISSUE-0309-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0309,STORY,STORY-0199,AC-ISSUE-0309-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0309,STORY,STORY-0199,AC-ISSUE-0309-04,Componentes consomem cliente gerado e não acessam persistência ou broker diretamente.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0310,STORY,STORY-0200,AC-ISSUE-0310-01,"O resultado de “assistente guiado, recomendação explicável, consentimentos e modo avançado” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0310,STORY,STORY-0200,AC-ISSUE-0310-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0310,STORY,STORY-0200,AC-ISSUE-0310-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0310,STORY,STORY-0200,AC-ISSUE-0310-04,"Estado de UI reconcilia API, SSE e polling sem inventar autoridade local.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0311,STORY,STORY-0201,AC-ISSUE-0311-01,"O resultado de “assistente guiado, recomendação explicável, consentimentos e modo avançado” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0311,STORY,STORY-0201,AC-ISSUE-0311-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0311,STORY,STORY-0201,AC-ISSUE-0311-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0311,STORY,STORY-0201,AC-ISSUE-0311-04,Testes reais e fault injection cobrem o caminho feliz e falhas críticas.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0312,STORY,STORY-0202,AC-ISSUE-0312-01,"O resultado de “assistente guiado, recomendação explicável, consentimentos e modo avançado” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0312,STORY,STORY-0202,AC-ISSUE-0312-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0312,STORY,STORY-0202,AC-ISSUE-0312-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0312,STORY,STORY-0202,AC-ISSUE-0312-04,"QA e Reviewer referenciam o mesmo commit, evidências e riscos residuais; nenhuma aprovação é implícita.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0313,STORY,STORY-0203,AC-ISSUE-0313-01,"O resultado de “painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-BEX-001/REQ-CAT-001/REQ-EPIC-037/REQ-EPIC-062/REQ-QUAL-003,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-025/ADR-039/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0313,STORY,STORY-0203,AC-ISSUE-0313-02,"Os requisitos REQ-BEX-001, REQ-CAT-001, REQ-EPIC-037, REQ-EPIC-062, REQ-QUAL-003 possuem evidência explícita no commit candidato.",DIRECT_REQUIREMENT,REQ-BEX-001/REQ-CAT-001/REQ-EPIC-037/REQ-EPIC-062/REQ-QUAL-003,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-025/ADR-039/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0313,STORY,STORY-0203,AC-ISSUE-0313-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-025/ADR-039/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0313,STORY,STORY-0203,AC-ISSUE-0313-04,"Jornada inclui loading, vazio, erro, revisão, acessibilidade e consentimentos aplicáveis.",ARCHITECTURAL_CONTROL,,ADR-002/ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-025/ADR-039/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0314,STORY,STORY-0204,AC-ISSUE-0314-01,Todos os slices vinculados estão concluídos no mesmo baseline candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0314,STORY,STORY-0204,AC-ISSUE-0314-02,Cobertura requisito→história permanece integral e sem duplicação normativa.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0314,STORY,STORY-0204,AC-ISSUE-0314-03,Contratos e outputs dos slices integram sem colisão ou implementação redundante.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0314,STORY,STORY-0204,AC-ISSUE-0314-04,Reviewer registra riscos residuais e libera dependentes.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0315,STORY,STORY-0205,AC-ISSUE-0315-01,"O resultado de “painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0315,STORY,STORY-0205,AC-ISSUE-0315-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0315,STORY,STORY-0205,AC-ISSUE-0315-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0315,STORY,STORY-0205,AC-ISSUE-0315-04,Componentes consomem cliente gerado e não acessam persistência ou broker diretamente.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0316,STORY,STORY-0206,AC-ISSUE-0316-01,"O resultado de “painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0316,STORY,STORY-0206,AC-ISSUE-0316-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0316,STORY,STORY-0206,AC-ISSUE-0316-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0316,STORY,STORY-0206,AC-ISSUE-0316-04,"Estado de UI reconcilia API, SSE e polling sem inventar autoridade local.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0317,STORY,STORY-0207,AC-ISSUE-0317-01,"O resultado de “painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0317,STORY,STORY-0207,AC-ISSUE-0317-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0317,STORY,STORY-0207,AC-ISSUE-0317-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0317,STORY,STORY-0207,AC-ISSUE-0317-04,Testes reais e fault injection cobrem o caminho feliz e falhas críticas.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0318,STORY,STORY-0208,AC-ISSUE-0318-01,"O resultado de “painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0318,STORY,STORY-0208,AC-ISSUE-0318-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0318,STORY,STORY-0208,AC-ISSUE-0318-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0318,STORY,STORY-0208,AC-ISSUE-0318-04,"QA e Reviewer referenciam o mesmo commit, evidências e riscos residuais; nenhuma aprovação é implícita.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0319,STORY,STORY-0209,AC-ISSUE-0319-01,"O resultado de “workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0319,STORY,STORY-0209,AC-ISSUE-0319-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0319,STORY,STORY-0209,AC-ISSUE-0319-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0319,STORY,STORY-0209,AC-ISSUE-0319-04,"Jornada inclui loading, vazio, erro, revisão, acessibilidade e consentimentos aplicáveis.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0320,STORY,STORY-0210,AC-ISSUE-0320-01,"O resultado de “workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-EPIC-035,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0320,STORY,STORY-0210,AC-ISSUE-0320-02,Os requisitos REQ-EPIC-035 possuem evidência explícita no commit candidato.,DIRECT_REQUIREMENT,REQ-EPIC-035,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0320,STORY,STORY-0210,AC-ISSUE-0320-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0320,STORY,STORY-0210,AC-ISSUE-0320-04,"Schemas, estados, compatibilidade e autoridade de dados estão versionados e revisados pelo Arquiteto.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-046,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0321,STORY,STORY-0211,AC-ISSUE-0321-01,"O resultado de “workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0321,STORY,STORY-0211,AC-ISSUE-0321-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0321,STORY,STORY-0211,AC-ISSUE-0321-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0321,STORY,STORY-0211,AC-ISSUE-0321-04,Edição e comparação preservam a imutabilidade de attempts e correction sets.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0322,STORY,STORY-0212,AC-ISSUE-0322-01,"O resultado de “workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0322,STORY,STORY-0212,AC-ISSUE-0322-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0322,STORY,STORY-0212,AC-ISSUE-0322-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0322,STORY,STORY-0212,AC-ISSUE-0322-04,"Modelo de domínio, transporte e persistência permanecem separados por adapters explícitos.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0323,STORY,STORY-0213,AC-ISSUE-0323-01,"O resultado de “workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0323,STORY,STORY-0213,AC-ISSUE-0323-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0323,STORY,STORY-0213,AC-ISSUE-0323-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0323,STORY,STORY-0213,AC-ISSUE-0323-04,Testes reais e fault injection cobrem o caminho feliz e falhas críticas.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0324,STORY,STORY-0214,AC-ISSUE-0324-01,"O resultado de “workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0324,STORY,STORY-0214,AC-ISSUE-0324-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0324,STORY,STORY-0214,AC-ISSUE-0324-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0324,STORY,STORY-0214,AC-ISSUE-0324-04,"QA e Reviewer referenciam o mesmo commit, evidências e riscos residuais; nenhuma aprovação é implícita.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0325,STORY,STORY-0215,AC-ISSUE-0325-01,"O resultado de “central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas” é observável por contrato, interface, artifact ou evidência executável.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0325,STORY,STORY-0215,AC-ISSUE-0325-02,Os requisitos vinculados possuem evidência explícita no commit candidato.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0325,STORY,STORY-0215,AC-ISSUE-0325-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0325,STORY,STORY-0215,AC-ISSUE-0325-04,Conteúdo referencia comportamento vigente e não promete capacidade não implementada.,ARCHITECTURAL_CONTROL,,ADR-003/ADR-004/ADR-006/ADR-007/ADR-008,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0326,STORY,STORY-0216,AC-ISSUE-0326-01,"O resultado de “central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas” é observável por contrato, interface, artifact ou evidência executável.",DIRECT_REQUIREMENT,REQ-AI-016/REQ-EPIC-038/REQ-UX-003,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0326,STORY,STORY-0216,AC-ISSUE-0326-02,"Os requisitos REQ-AI-016, REQ-EPIC-038, REQ-UX-003 possuem evidência explícita no commit candidato.",DIRECT_REQUIREMENT,REQ-AI-016/REQ-EPIC-038/REQ-UX-003,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0326,STORY,STORY-0216,AC-ISSUE-0326-03,"Estados de erro e caminhos fail-closed aplicáveis são testados, sem fallback silencioso.",ARCHITECTURAL_CONTROL,,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
SPRINT-009,ISSUE-0326,STORY,STORY-0216,AC-ISSUE-0326-04,Navegação e busca permitem acesso contextual sem exigir conhecimento do repositório.,ARCHITECTURAL_CONTROL,,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-014,NONE,NONE,NO,NO,NO,PASS,Critério revisado e rastreado na Fase B.
