requirement_id,adr_id,bounded_context,category,priority,status,rationale
REQ-RAS-004,ADR-042,BC-006,RAS,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RAS-005,ADR-040,BC-013,RAS,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-REF-001,ADR-040,BC-007,REF,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-REF-002,ADR-040,BC-007,REF,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RES-001,ADR-039,BC-010,RES,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RET-001,ADR-012,BC-013,RET,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-REV-003,ADR-048,BC-007,REV,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-REV-004,ADR-048,BC-011,REV,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMQ-001,ADR-036,BC-014,RMQ,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMQ-002,ADR-009,BC-013,RMQ,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMQ-003,ADR-036,BC-008,RMQ,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMQ-004,ADR-039,BC-014,RMQ,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMR-001,ADR-050,BC-012,RMR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMR-002,ADR-042,BC-016,RMR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMR-003,ADR-050,BC-012,RMR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMR-004,ADR-050,BC-008,RMR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMV-001,ADR-050,BC-007,RMV,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMV-002,ADR-050,BC-007,RMV,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMV-003,ADR-050,BC-005,RMV,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RMV-004,ADR-050,BC-008,RMV,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-001,ADR-015,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-002,ADR-040,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-003,ADR-005,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-004,ADR-040,BC-001,RUN,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-005,ADR-045,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-006,ADR-040,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-007,ADR-040,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-008,ADR-013,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-009,ADR-055,BC-001,RUN,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUN-010,ADR-017,BC-001,RUN,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-001,ADR-002,BC-001,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-002,ADR-002,BC-001,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-003,ADR-005,BC-001,RUNTIME,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-004,ADR-045,BC-001,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-005,ADR-010,BC-003,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-006,ADR-021,BC-001,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-007,ADR-002,BC-001,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-008,ADR-014,BC-001,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-009,ADR-055,BC-014,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-RUNTIME-010,ADR-017,BC-002,RUNTIME,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCH-001,ADR-012,BC-010,SCH,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCH-002,ADR-039,BC-010,SCH,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCH-003,ADR-037,BC-009,SCH,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCH-004,ADR-039,BC-014,SCH,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCL-001,ADR-053,BC-010,SCL,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCL-002,ADR-053,BC-016,SCL,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCM-001,ADR-053,BC-001,SCM,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCM-002,ADR-026,BC-003,SCM,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCM-003,ADR-053,BC-012,SCM,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCM-004,ADR-035,BC-013,SCM,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SCP-001,ADR-053,BC-007,SCP,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SDR-001,ADR-053,BC-006,SDR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SDR-002,ADR-053,BC-007,SDR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SDR-003,ADR-053,BC-007,SDR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SDR-004,ADR-053,BC-007,SDR,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-001,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-002,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-003,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-004,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-005,ADR-009,BC-001,SGVCAL,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-006,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-007,ADR-002,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-008,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-009,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SGVCAL-010,ADR-046,BC-001,SGVCAL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SMO-001,ADR-039,BC-014,SMO,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SMO-002,ADR-040,BC-016,SMO,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SMO-003,ADR-012,BC-014,SMO,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SMO-004,ADR-030,BC-016,SMO,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-001,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-002,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-003,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-004,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-005,ADR-012,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-006,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-007,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-008,ADR-008,BC-001,SPRINT,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-009,ADR-008,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SPRINT-001-010,ADR-035,BC-001,SPRINT,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRC-001,ADR-047,BC-005,SRC,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRC-002,ADR-047,BC-005,SRC,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRC-003,ADR-047,BC-014,SRC,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRC-004,ADR-047,BC-016,SRC,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRC-005,ADR-047,BC-004,SRC,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRG-001,ADR-053,BC-007,SRG,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRG-002,ADR-053,BC-001,SRG,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRG-003,ADR-053,BC-007,SRG,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRG-004,ADR-053,BC-007,SRG,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRP-001,ADR-053,BC-014,SRP,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRP-002,ADR-037,BC-001,SRP,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRP-003,ADR-053,BC-012,SRP,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SRP-004,ADR-053,BC-013,SRP,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-SUP-001,ADR-024,BC-001,SUP,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-001,ADR-035,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-002,ADR-001,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-003,ADR-011,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-004,ADR-018,BC-003,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-005,ADR-001,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-006,ADR-009,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-007,ADR-018,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-008,ADR-014,BC-016,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-009,ADR-014,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOOL-010,ADR-001,BC-001,TOOL,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TOP-001,ADR-014,BC-001,TOP,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-TST-001,ADR-053,BC-001,TST,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UPG-001,ADR-035,BC-013,UPG,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UPG-002,ADR-026,BC-003,UPG,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UPG-003,ADR-035,BC-001,UPG,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UPG-004,ADR-035,BC-014,UPG,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UPG-005,ADR-035,BC-001,UPG,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UX-001,ADR-014,BC-016,UX,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UX-002,ADR-014,BC-001,UX,P0,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-UX-003,ADR-014,BC-016,UX,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-001,ADR-006,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-002,ADR-012,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-003,ADR-037,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-004,ADR-037,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-005,ADR-018,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-006,ADR-037,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-007,ADR-020,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-008,ADR-012,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-009,ADR-037,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
REQ-WORKER-010,ADR-034,BC-001,WORKER,P1,PASS,Owner normativo atômico selecionado pela Fase D.
