sprint_id,issue_id,issue_type,story_id,task_id,epic_id,role,bounded_context,dependencies_status,dependencies_count,dependencies,files_status,allow_paths,api_applicability,api_status,api_contracts,database_applicability,database_status,database_authorities,frontend_applicability,frontend_status,frontend_authorities,geo_applicability,geo_status,geo_authorities,ai_applicability,ai_status,ai_authorities,tests_status,tests,artifacts_applicability,artifacts_status,artifact_kinds,evidence,criteria_status,criteria_count,criterion_ids,review_status,required_reviewers,overall_status
SPRINT-001,ISSUE-0817,Implementable story,STORY-0707,TASK-0707,EPIC-005,Arquiteto,BC-001,PASS,1,STORY-0015,PASS,contracts/contexts/engineering_governance/fnd/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-parte-2/** | docs/02-architecture/design-reviews/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-parte-2/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_req_sgvcal_007,EVIDENCE_ONLY,PASS,,evidence/implementation/migrations-ci-secret-dependency-scan-e-telemetria/sgvcal-parte-2/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0817-01/AC-ISSUE-0817-02/AC-ISSUE-0817-03/AC-ISSUE-0817-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-001,ISSUE-0818,Implementable story,STORY-0708,TASK-0708,EPIC-005,Tech Lead,BC-001,PASS,1,STORY-0021,PASS,tools/governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/aie-bex-parte-1/** | docs/03-engineering/contexts/engineering_governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/aie-bex-parte-1/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,ADR-012,NOT_APPLICABLE,PASS,ADR-046,APPLICABLE,PASS,ADR-051/ADR-052/ADR-053,PASS,test_ai_escalation_decision_02/test_ai_escalation_decision_03/test_ai_escalation_decision_04/test_ai_escalation_decision_06/test_ai_escalation_decision_07/test_ai_escalation_decision_08/test_ai_escalation_decision_09/test_ai_escalation_decision_10/test_batch_execution_decision_02/test_batch_execution_decision_04,EVIDENCE_ONLY,PASS,,evidence/implementation/migrations-ci-secret-dependency-scan-e-telemetria/aie-bex-parte-1/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0818-01/AC-ISSUE-0818-02/AC-ISSUE-0818-03/AC-ISSUE-0818-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0819,Implementable story,STORY-0709,TASK-0709,EPIC-005,Tech Lead,BC-001,PASS,1,STORY-0021,PASS,tools/governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/bex-epic-frz-parte-2/** | docs/03-engineering/contexts/engineering_governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/bex-epic-frz-parte-2/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-044/ADR-046,NOT_APPLICABLE,PASS,,PASS,test_batch_execution_decision_07/test_batch_execution_decision_08/test_batch_execution_decision_09/test_batch_execution_decision_10/malicious_file_suite/test_sprint_zero_authorization_and_functional_foundation_gate_blocking/test_first_functional_slice_decision_02/test_first_functional_slice_decision_03/test_first_functional_slice_decision_05/test_first_functional_slice_decision_07,EVIDENCE_ONLY,PASS,,evidence/implementation/migrations-ci-secret-dependency-scan-e-telemetria/bex-epic-frz-parte-2/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0819-01/AC-ISSUE-0819-02/AC-ISSUE-0819-03/AC-ISSUE-0819-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0820,Implementable story,STORY-0710,TASK-0710,EPIC-005,Tech Lead,BC-001,PASS,1,STORY-0021,PASS,tools/governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/fs1-gov-sgvcal-parte-3/** | docs/03-engineering/contexts/engineering_governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/fs1-gov-sgvcal-parte-3/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-044/ADR-046,NOT_APPLICABLE,PASS,,PASS,test_first_functional_slice_decision_08/test_first_functional_slice_decision_09/test_first_functional_slice_decision_10/test_codex_issue_scope_required_pr_no_direct_main_or_automerge/test_req_sgvcal_001/test_req_sgvcal_002/test_req_sgvcal_003/test_req_sgvcal_004/test_req_sgvcal_005/test_req_sgvcal_006,PRODUCT_AND_EVIDENCE,PASS,,evidence/implementation/migrations-ci-secret-dependency-scan-e-telemetria/fs1-gov-sgvcal-parte-3/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0820-01/AC-ISSUE-0820-02/AC-ISSUE-0820-03/AC-ISSUE-0820-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0821,Implementable story,STORY-0711,TASK-0711,EPIC-005,Tech Lead,BC-001,PASS,1,STORY-0021,PASS,tools/governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-srg-srp-parte-4/** | docs/03-engineering/contexts/engineering_governance/migrations-ci-secret-dependency-scan-e-telemetria-mini/sgvcal-srg-srp-parte-4/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-023/ADR-024/ADR-026,NOT_APPLICABLE,PASS,ADR-014,NOT_APPLICABLE,PASS,ADR-046,APPLICABLE,PASS,ADR-051/ADR-052/ADR-053,PASS,test_req_sgvcal_008/test_req_sgvcal_009/test_req_sgvcal_0010/test_change_impact_graph_mandatory_tiers_and_full_promotion_matrix/test_offline_scheduler_decision_replay_without_scientific_workload_or_providers/test_release_sbom_signature_provenance_immutable_pins/test_ruff_mypy_gate/test_pytest_real_services/test_frontend_strict_and_browser/test_post_migration_multidimensional_evidence_gate_canary_and_atomic_cutover,PRODUCT_AND_EVIDENCE,PASS,,evidence/implementation/migrations-ci-secret-dependency-scan-e-telemetria/sgvcal-srg-srp-parte-4/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0821-01/AC-ISSUE-0821-02/AC-ISSUE-0821-03/AC-ISSUE-0821-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0862,Implementable story,STORY-0752,TASK-0752,EPIC-086,Tech Lead,BC-001,PASS,1,STORY-0534,PASS,tools/governance/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/del-ism-sprint-001-parte-1/** | docs/03-engineering/contexts/engineering_governance/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/del-ism-sprint-001-parte-1/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,,APPLICABLE,PASS,ADR-010/ADR-011/ADR-012/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_walking_skeleton_end_to_end_and_vertical_slice_definition_of_done/test_private_operational_baseline_scope_cpu_only_clean_install/test_thin_vertical_integrable_slices_and_pr_sequence/test_sprint_zero_baseline_decision_01/test_sprint_zero_baseline_decision_02/test_sprint_zero_baseline_decision_03/test_sprint_zero_baseline_decision_05/test_sprint_zero_baseline_decision_06/test_sprint_zero_baseline_decision_07/test_sprint_zero_baseline_decision_08,PRODUCT_AND_EVIDENCE,PASS,,evidence/implementation/walking-skeleton-frontendapipostgresqlrabbitmq-cel/del-ism-sprint-001-parte-1/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0862-01/AC-ISSUE-0862-02/AC-ISSUE-0862-03/AC-ISSUE-0862-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0863,Implementable story,STORY-0753,TASK-0753,EPIC-086,Tech Lead,BC-001,PASS,1,STORY-0534,PASS,tools/governance/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/sprint-001-parte-2/** | docs/03-engineering/contexts/engineering_governance/walking-skeleton-frontendapipostgresqlrabbitmq-celeryw/sprint-001-parte-2/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,,APPLICABLE,PASS,ADR-010/ADR-011/ADR-012/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_sprint_zero_baseline_decision_09/test_sprint_zero_baseline_decision_10,PRODUCT_AND_EVIDENCE,PASS,,evidence/implementation/walking-skeleton-frontendapipostgresqlrabbitmq-cel/sprint-001-parte-2/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0863-01/AC-ISSUE-0863-02/AC-ISSUE-0863-03/AC-ISSUE-0863-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-001,ISSUE-0864,Implementable story,STORY-0754,TASK-0754,EPIC-110,Tech Lead,BC-001,PASS,1,STORY-0683,PASS,tools/governance/governanca-continua-do-backlog-e-decomposicao-de-epico/ism-iss-parte-1/** | docs/03-engineering/contexts/engineering_governance/governanca-continua-do-backlog-e-decomposicao-de-epico/ism-iss-parte-1/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_canonical_domain_taxonomy_primary_and_affected_domains/test_work_package_epics_outcome_evidence_and_closure/test_thin_vertical_integrable_slices_and_pr_sequence/test_stable_portfolio_ids_independent_github_numbers_titles/test_req_ism_007/test_single_primary_cross_domain_issue_contracts/test_req_ism_009/test_portfolio_snapshot_tombstone_approved_delta/test_all_work_packages_have_parent_issue_and_slice_skeleton/test_no_orphan_issue_without_adr_or_local_decision_justification,EVIDENCE_ONLY,PASS,,evidence/implementation/governanca-continua-do-backlog-e-decomposicao-de-e/ism-iss-parte-1/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0864-01/AC-ISSUE-0864-02/AC-ISSUE-0864-03/AC-ISSUE-0864-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0865,Implementable story,STORY-0755,TASK-0755,EPIC-110,Tech Lead,BC-001,PASS,1,STORY-0683,PASS,tools/governance/governanca-continua-do-backlog-e-decomposicao-de-epico/iss-pln-parte-2/** | docs/03-engineering/contexts/engineering_governance/governanca-continua-do-backlog-e-decomposicao-de-epico/iss-pln-parte-2/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-012,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_complete_portfolio_skeleton_and_progressive_detailing_rules/test_roadmap_horizons_outcomes_gates_and_date_exception/test_layered_milestones_gate_release_mapping/test_sequence_gates_dependencies_priority_override_audit/test_critical_enablers_uncertain_dependencies_and_risk_buffers/test_wip_class_limits_global_cap_and_emergency_reserve/test_capacity_ranges_availability_throughput_and_no_deadline_conversion/test_pull_iteration_objective_and_carryover_reason_classification/test_accountable_owner_collaborator_reviewer_and_gate_approver/test_versioned_reforecast_snapshot_variance_classification_and_delta_report,EVIDENCE_ONLY,PASS,,evidence/implementation/governanca-continua-do-backlog-e-decomposicao-de-e/iss-pln-parte-2/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0865-01/AC-ISSUE-0865-02/AC-ISSUE-0865-03/AC-ISSUE-0865-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0866,Implementable story,STORY-0756,TASK-0756,EPIC-110,Tech Lead,BC-001,PASS,1,STORY-0683,PASS,tools/governance/governanca-continua-do-backlog-e-decomposicao-de-epico/prj-prm-parte-3/** | docs/03-engineering/contexts/engineering_governance/governanca-continua-do-backlog-e-decomposicao-de-epico/prj-prm-parte-3/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-022,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-043,APPLICABLE,PASS,ADR-053,PASS,test_issue_type_forms/test_mandatory_core_type_fields/test_single_parent_limited_hierarchy/test_definition_of_ready_gate/test_evidence_based_definition_of_done/test_typed_dependency_cycle_detection/test_derived_priority_dimensions/test_relative_size_uncertainty_split/test_guarded_project_automation/test_portfolio_materialization_decision_01,PRODUCT_AND_EVIDENCE,PASS,,evidence/implementation/governanca-continua-do-backlog-e-decomposicao-de-e/prj-prm-parte-3/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0866-01/AC-ISSUE-0866-02/AC-ISSUE-0866-03/AC-ISSUE-0866-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0867,Implementable story,STORY-0757,TASK-0757,EPIC-110,Tech Lead,BC-001,PASS,1,STORY-0683,PASS,tools/governance/governanca-continua-do-backlog-e-decomposicao-de-epico/prm-sprint-001-parte-4/** | docs/03-engineering/contexts/engineering_governance/governanca-continua-do-backlog-e-decomposicao-de-epico/prm-sprint-001-parte-4/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-050,APPLICABLE,PASS,ADR-053,PASS,test_portfolio_materialization_decision_02/test_portfolio_materialization_decision_03/test_portfolio_materialization_decision_04/test_portfolio_materialization_decision_05/test_portfolio_materialization_decision_06/test_portfolio_materialization_decision_07/test_portfolio_materialization_decision_08/test_portfolio_materialization_decision_09/test_portfolio_materialization_decision_10/test_sprint_zero_baseline_decision_01,EVIDENCE_ONLY,PASS,,evidence/implementation/governanca-continua-do-backlog-e-decomposicao-de-e/prm-sprint-001-parte-4/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0867-01/AC-ISSUE-0867-02/AC-ISSUE-0867-03/AC-ISSUE-0867-04,PASS,QA/Reviewer,PASS
SPRINT-001,ISSUE-0868,Implementable story,STORY-0758,TASK-0758,EPIC-110,Tech Lead,BC-001,PASS,1,STORY-0683,PASS,tools/governance/governanca-continua-do-backlog-e-decomposicao-de-epico/sprint-001-parte-5/** | docs/03-engineering/contexts/engineering_governance/governanca-continua-do-backlog-e-decomposicao-de-epico/sprint-001-parte-5/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-012,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_sprint_zero_baseline_decision_02/test_sprint_zero_baseline_decision_03/test_sprint_zero_baseline_decision_05/test_sprint_zero_baseline_decision_06/test_sprint_zero_baseline_decision_07/test_sprint_zero_baseline_decision_08/test_sprint_zero_baseline_decision_09/test_sprint_zero_baseline_decision_10,EVIDENCE_ONLY,PASS,,evidence/implementation/governanca-continua-do-backlog-e-decomposicao-de-e/sprint-001-parte-5/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0868-01/AC-ISSUE-0868-02/AC-ISSUE-0868-03/AC-ISSUE-0868-04,PASS,QA/Reviewer,PASS
SPRINT-002,ISSUE-0008,Epic delivery envelope,,,EPIC-008,Backend,BC-002,PASS,1,,PASS,7 TaskEnvelopes filhos,APPLICABLE,PASS,16,APPLICABLE,PASS,,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,22 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,7 evidence scopes,PASS,28,AC-ISSUE-0008-01/AC-ISSUE-0008-02/AC-ISSUE-0008-03/AC-ISSUE-0008-04/AC-ISSUE-0008-05/AC-ISSUE-0008-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0009,Epic delivery envelope,,,EPIC-009,Backend,BC-002,PASS,1,,PASS,7 TaskEnvelopes filhos,APPLICABLE,PASS,16,APPLICABLE,PASS,,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,19 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,7 evidence scopes,PASS,28,AC-ISSUE-0009-01/AC-ISSUE-0009-02/AC-ISSUE-0009-03/AC-ISSUE-0009-04/AC-ISSUE-0009-05/AC-ISSUE-0009-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0010,Epic delivery envelope,,,EPIC-010,Backend,BC-002,PASS,1,,PASS,7 TaskEnvelopes filhos,APPLICABLE,PASS,16,APPLICABLE,PASS,,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,19 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,7 evidence scopes,PASS,28,AC-ISSUE-0010-01/AC-ISSUE-0010-02/AC-ISSUE-0010-03/AC-ISSUE-0010-04/AC-ISSUE-0010-05/AC-ISSUE-0010-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0011,Epic delivery envelope,,,EPIC-011,Backend,BC-002,PASS,1,,PASS,5 TaskEnvelopes filhos,APPLICABLE,PASS,16,APPLICABLE,PASS,,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,15 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,5 evidence scopes,PASS,20,AC-ISSUE-0011-01/AC-ISSUE-0011-02/AC-ISSUE-0011-03/AC-ISSUE-0011-04/AC-ISSUE-0011-05/AC-ISSUE-0011-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0012,Epic delivery envelope,,,EPIC-012,Backend,BC-003,PASS,1,,PASS,9 TaskEnvelopes filhos,APPLICABLE,PASS,90,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,33 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,9 evidence scopes,PASS,36,AC-ISSUE-0012-01/AC-ISSUE-0012-02/AC-ISSUE-0012-03/AC-ISSUE-0012-04/AC-ISSUE-0012-05/AC-ISSUE-0012-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0013,Epic delivery envelope,,,EPIC-013,Backend,BC-013,PASS,1,,PASS,6 TaskEnvelopes filhos,APPLICABLE,PASS,30,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,15 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,6 evidence scopes,PASS,24,AC-ISSUE-0013-01/AC-ISSUE-0013-02/AC-ISSUE-0013-03/AC-ISSUE-0013-04/AC-ISSUE-0013-05/AC-ISSUE-0013-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0041,Epic delivery envelope,,,EPIC-041,Security,BC-014,PASS,1,,PASS,9 TaskEnvelopes filhos,NOT_APPLICABLE,PASS,0,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,,PASS,34 testes declarados,PRODUCT_AND_EVIDENCE,PASS,,9 evidence scopes,PASS,36,AC-ISSUE-0041-01/AC-ISSUE-0041-02/AC-ISSUE-0041-03/AC-ISSUE-0041-04/AC-ISSUE-0041-05/AC-ISSUE-0041-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0082,Epic delivery envelope,,,EPIC-082,Backend,BC-014,PASS,1,,PASS,5 TaskEnvelopes filhos,APPLICABLE,PASS,12,APPLICABLE,PASS,,APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,,PASS,10 testes declarados,EVIDENCE_ONLY,PASS,,5 evidence scopes,PASS,20,AC-ISSUE-0082-01/AC-ISSUE-0082-02/AC-ISSUE-0082-03/AC-ISSUE-0082-04/AC-ISSUE-0082-05/AC-ISSUE-0082-06,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0146,Implementable story,STORY-0036,TASK-0036,EPIC-008,Arquiteto,BC-002,PASS,1,STORY-0020,PASS,contracts/contexts/identity_access/plt/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/** | docs/02-architecture/design-reviews/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/**,APPLICABLE,PASS,post_auth_bootstrap/post_auth_session/delete_auth_session/post_auth_tokens/get_auth_oidc_callback/get_projects_projectid_members/post_projects_projectid_members/get_authorization_check,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_req_auth_impl_007/test_epic_008_politica,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-008/story-0036/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0146-01/AC-ISSUE-0146-02/AC-ISSUE-0146-03/AC-ISSUE-0146-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-002,ISSUE-0147,Implementable story,STORY-0037,TASK-0037,EPIC-008,Backend,BC-002,PASS,2,STORY-0712/STORY-0713,PASS,src/backend/dsgeorref/contexts/identity_access/application/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/consolidacao/** | src/backend/dsgeorref/contexts/identity_access/adapters/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/consolidacao/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-019,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0037_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-008/story-0037/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0147-01/AC-ISSUE-0147-02/AC-ISSUE-0147-03/AC-ISSUE-0147-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0148,Implementable story,STORY-0038,TASK-0038,EPIC-008,Frontend,BC-002,PASS,1,STORY-0036,PASS,src/frontend/src/contexts/identity_access/features/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/**,APPLICABLE,PASS,post_auth_bootstrap/post_auth_session/delete_auth_session/post_auth_tokens/get_auth_oidc_callback/get_projects_projectid_members/post_projects_projectid_members/get_authorization_check,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-010/ADR-011/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_008_superficie,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-008/story-0038/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0148-01/AC-ISSUE-0148-02/AC-ISSUE-0148-03/AC-ISSUE-0148-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0149,Implementable story,STORY-0039,TASK-0039,EPIC-008,Security,BC-002,PASS,2,STORY-0037/STORY-0038,PASS,src/backend/dsgeorref/contexts/identity_access/adapters/security/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/** | tests/security/contexts/identity_access/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_secret_permissions_rotation_redaction_fail_closed/test_one_time_bootstrap_no_default_credentials_secret_generation_expiry_and_recovery/test_epic_008_seguranca_happy_path/test_epic_008_seguranca_negative_paths,EVIDENCE_ONLY,PASS,,evidence/security/epic-008/story-0039/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0149-01/AC-ISSUE-0149-02/AC-ISSUE-0149-03/AC-ISSUE-0149-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0150,Implementable story,STORY-0040,TASK-0040,EPIC-008,Reviewer,BC-002,PASS,1,STORY-0039,PASS,evidence/reviews/contas-locais-bootstrap-unico-sessoes-tokens-e-adapter/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_008_aceite_happy_path/test_epic_008_aceite_negative_paths,EVIDENCE_ONLY,PASS,Audit,evidence/reviews/epic-008/story-0040/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0150-01/AC-ISSUE-0150-02/AC-ISSUE-0150-03/AC-ISSUE-0150-04,PASS,Reviewer,PASS
SPRINT-002,ISSUE-0151,Implementable story,STORY-0041,TASK-0041,EPIC-009,Arquiteto,BC-002,PASS,2,STORY-0040/STORY-0025,PASS,contracts/contexts/identity_access/plt/usuarios-e-papeis-da-instancia/** | docs/02-architecture/design-reviews/usuarios-e-papeis-da-instancia/**,APPLICABLE,PASS,post_auth_bootstrap/post_auth_session/delete_auth_session/post_auth_tokens/get_auth_oidc_callback/get_projects_projectid_members/post_projects_projectid_members/get_authorization_check,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,ADR-010/ADR-011/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_req_auth_impl_007/test_epic_009_politica,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-009/story-0041/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0151-01/AC-ISSUE-0151-02/AC-ISSUE-0151-03/AC-ISSUE-0151-04,PASS,Arquiteto/Reviewer,PASS
SPRINT-002,ISSUE-0152,Implementable story,STORY-0042,TASK-0042,EPIC-009,Backend,BC-002,PASS,2,STORY-0714/STORY-0715,PASS,src/backend/dsgeorref/contexts/identity_access/application/usuarios-e-papeis-da-instancia/consolidacao/** | src/backend/dsgeorref/contexts/identity_access/adapters/usuarios-e-papeis-da-instancia/consolidacao/**,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-018/ADR-019,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_story_0042_slice_consolidation,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-009/story-0042/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0152-01/AC-ISSUE-0152-02/AC-ISSUE-0152-03/AC-ISSUE-0152-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0153,Implementable story,STORY-0043,TASK-0043,EPIC-009,Frontend,BC-002,PASS,1,STORY-0041,PASS,src/frontend/src/contexts/identity_access/features/usuarios-e-papeis-da-instancia/**,APPLICABLE,PASS,post_auth_bootstrap/post_auth_session/delete_auth_session/post_auth_tokens/get_auth_oidc_callback/get_projects_projectid_members/post_projects_projectid_members/get_authorization_check,NOT_APPLICABLE,PASS,,APPLICABLE,PASS,ADR-010/ADR-011/ADR-014,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_009_superficie,EVIDENCE_ONLY,PASS,,evidence/implementation/epic-009/story-0043/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0153-01/AC-ISSUE-0153-02/AC-ISSUE-0153-03/AC-ISSUE-0153-04,PASS,Arquiteto/QA/Reviewer,PASS
SPRINT-002,ISSUE-0154,Implementable story,STORY-0044,TASK-0044,EPIC-009,Security,BC-002,PASS,2,STORY-0042/STORY-0043,PASS,src/backend/dsgeorref/contexts/identity_access/adapters/security/usuarios-e-papeis-da-instancia/** | tests/security/contexts/identity_access/usuarios-e-papeis-da-instancia/**,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,NOT_APPLICABLE,PASS,,PASS,test_epic_009_seguranca_happy_path/test_epic_009_seguranca_negative_paths,EVIDENCE_ONLY,PASS,,evidence/security/epic-009/story-0044/ | commit candidato e relatório de testes,PASS,4,AC-ISSUE-0154-01/AC-ISSUE-0154-02/AC-ISSUE-0154-03/AC-ISSUE-0154-04,PASS,QA/Reviewer,PASS
