requirement_id,owning_context,consumer_contexts,linked_epics,status
REQ-RMR-004,BC-008,BC-008,EPIC-098/EPIC-102,PASS
REQ-RMV-001,BC-007,BC-007/BC-008,EPIC-024/EPIC-101,PASS
REQ-RMV-002,BC-007,BC-007/BC-008,EPIC-024/EPIC-101,PASS
REQ-RMV-003,BC-005,BC-005/BC-008,EPIC-056/EPIC-101,PASS
REQ-RMV-004,BC-008,BC-008,EPIC-099/EPIC-101,PASS
REQ-RUN-001,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-002,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-003,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-004,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-005,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-006,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-007,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-008,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-009,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUN-010,BC-001,BC-001/BC-003/BC-016,EPIC-002/EPIC-004/EPIC-012/EPIC-031,PASS
REQ-RUNTIME-001,BC-001,BC-001,EPIC-002/EPIC-004,PASS
REQ-RUNTIME-002,BC-001,BC-001/BC-010,EPIC-002/EPIC-004/EPIC-014,PASS
REQ-RUNTIME-003,BC-001,BC-001,EPIC-004,PASS
REQ-RUNTIME-004,BC-001,BC-001/BC-014,EPIC-004/EPIC-078,PASS
REQ-RUNTIME-005,BC-003,BC-003/BC-013,EPIC-012/EPIC-013,PASS
REQ-RUNTIME-006,BC-001,BC-001/BC-002,EPIC-004/EPIC-011,PASS
REQ-RUNTIME-007,BC-001,BC-001/BC-002,EPIC-004/EPIC-011,PASS
REQ-RUNTIME-008,BC-001,BC-001/BC-016,EPIC-004/EPIC-031,PASS
REQ-RUNTIME-009,BC-014,BC-014,EPIC-039/EPIC-076,PASS
REQ-RUNTIME-010,BC-002,BC-002/BC-014,EPIC-011/EPIC-039,PASS
REQ-SCH-001,BC-010,BC-010,EPIC-019/EPIC-068,PASS
REQ-SCH-002,BC-010,BC-010,EPIC-018/EPIC-068,PASS
REQ-SCH-003,BC-009,BC-009/BC-010/BC-014,EPIC-050/EPIC-068/EPIC-082,PASS
REQ-SCH-004,BC-014,BC-014/BC-010,EPIC-040/EPIC-068,PASS
REQ-SCL-001,BC-010,BC-010/BC-014,EPIC-018/EPIC-019/EPIC-040,PASS
REQ-SCL-002,BC-016,BC-016/BC-012,EPIC-034/EPIC-037,PASS
REQ-SCM-001,BC-001,BC-001/BC-013,EPIC-004/EPIC-105,PASS
REQ-SCM-002,BC-003,BC-003/BC-015,EPIC-012/EPIC-106,PASS
REQ-SCM-003,BC-012,BC-012/BC-013,EPIC-037/EPIC-105,PASS
REQ-SCM-004,BC-013,BC-013/BC-014/BC-015,EPIC-071/EPIC-072/EPIC-106,PASS
REQ-SCP-001,BC-007,BC-007,EPIC-021/EPIC-028,PASS
REQ-SDR-001,BC-006,BC-006/BC-007/BC-009,EPIC-023/EPIC-028/EPIC-050,PASS
REQ-SDR-002,BC-007,BC-007/BC-009,EPIC-024/EPIC-028/EPIC-050,PASS
REQ-SDR-003,BC-007,BC-007/BC-009/BC-014,EPIC-028/EPIC-050/EPIC-082,PASS
REQ-SDR-004,BC-007,BC-007/BC-012/BC-013,EPIC-028/EPIC-037/EPIC-049,PASS
REQ-SGVCAL-001,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-002,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-003,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-004,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-005,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-006,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-007,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-008,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-009,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SGVCAL-010,BC-001,BC-001/BC-005/BC-007,EPIC-005/EPIC-022/EPIC-028,PASS
REQ-SMO-001,BC-014,BC-014/BC-010,EPIC-040/EPIC-069,PASS
REQ-SMO-002,BC-016,BC-016/BC-010,EPIC-034/EPIC-069,PASS
REQ-SMO-003,BC-014,BC-014/BC-010,EPIC-040/EPIC-069,PASS
REQ-SMO-004,BC-016,BC-016/BC-010/BC-014,EPIC-034/EPIC-069/EPIC-075,PASS
REQ-SPRINT-001-001,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-002,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-003,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-004,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-005,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-006,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-007,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-008,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-009,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SPRINT-001-010,BC-001,BC-001,EPIC-001/EPIC-002/EPIC-086/EPIC-110,PASS
REQ-SRC-001,BC-005,BC-005,EPIC-027,PASS
REQ-SRC-002,BC-005,BC-005/BC-014,EPIC-027/EPIC-041,PASS
REQ-SRC-003,BC-014,BC-014/BC-005,EPIC-041/EPIC-058,PASS
REQ-SRC-004,BC-016,BC-016/BC-005,EPIC-033/EPIC-059,PASS
REQ-SRC-005,BC-004,BC-004/BC-005,EPIC-029/EPIC-060,PASS
REQ-SRG-001,BC-007,BC-007,EPIC-028,PASS
REQ-SRG-002,BC-001,BC-001/BC-007,EPIC-005/EPIC-028,PASS
REQ-SRG-003,BC-007,BC-007/BC-015,EPIC-028/EPIC-043,PASS
REQ-SRG-004,BC-007,BC-007/BC-015/BC-013,EPIC-028/EPIC-043/EPIC-049,PASS
REQ-SRP-001,BC-014,BC-014/BC-010,EPIC-040/EPIC-104,PASS
REQ-SRP-002,BC-001,BC-001/BC-010,EPIC-005/EPIC-104,PASS
REQ-SRP-003,BC-012,BC-012/BC-010,EPIC-037/EPIC-104,PASS
REQ-SRP-004,BC-013,BC-013/BC-014/BC-010,EPIC-073/EPIC-076/EPIC-104,PASS
REQ-SUP-001,BC-001,BC-001/BC-015,EPIC-005/EPIC-080,PASS
REQ-TOOL-001,BC-001,BC-001,EPIC-001/EPIC-002,PASS
REQ-TOOL-002,BC-001,BC-001,EPIC-001/EPIC-002,PASS
REQ-TOOL-003,BC-001,BC-001,EPIC-004,PASS
REQ-TOOL-004,BC-003,BC-003/BC-013,EPIC-012/EPIC-013,PASS
REQ-TOOL-005,BC-001,BC-001/BC-003,EPIC-002/EPIC-004/EPIC-012,PASS
REQ-TOOL-006,BC-001,BC-001,EPIC-005,PASS
REQ-TOOL-007,BC-001,BC-001/BC-007,EPIC-005/EPIC-028,PASS
REQ-TOOL-008,BC-016,BC-016/BC-015,EPIC-031/EPIC-043,PASS
REQ-TOOL-009,BC-001,BC-001/BC-016,EPIC-005/EPIC-031,PASS
REQ-TOOL-010,BC-001,BC-001/BC-015,EPIC-001/EPIC-043,PASS
REQ-TOP-001,BC-001,BC-001/BC-010,EPIC-003/EPIC-004/EPIC-015,PASS
REQ-TST-001,BC-001,BC-001/BC-007,EPIC-006/EPIC-028/EPIC-092,PASS
REQ-UPG-001,BC-013,BC-013/BC-014/BC-015,EPIC-071/EPIC-072/EPIC-081,PASS
REQ-UPG-002,BC-003,BC-003/BC-015,EPIC-012/EPIC-106/EPIC-107,PASS
REQ-UPG-003,BC-001,BC-001/BC-014/BC-015,EPIC-005/EPIC-075/EPIC-107,PASS
REQ-UPG-004,BC-014,BC-014/BC-013/BC-015,EPIC-072/EPIC-105/EPIC-107,PASS
REQ-UPG-005,BC-001,BC-001/BC-013/BC-015,EPIC-004/EPIC-105/EPIC-107,PASS
REQ-UX-001,BC-016,BC-016,EPIC-031/EPIC-032,PASS
REQ-UX-002,BC-001,BC-001/BC-004/BC-016,EPIC-004/EPIC-029/EPIC-033,PASS
REQ-UX-003,BC-016,BC-016,EPIC-036,PASS
REQ-WORKER-001,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-002,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-003,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-004,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-005,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-006,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-007,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-008,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-009,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
REQ-WORKER-010,BC-001,BC-001/BC-010/BC-014,EPIC-002/EPIC-014/EPIC-039,PASS
