requirement_id,type,priority,owner,governing_adrs,linked_epics,evidence_or_test,conflict,redundancy,missing,impossible,status
REQ-DBSCHEMA-009,CONTRATO,P1,ADR-018,ADR-002/ADR-018/ADR-036/ADR-039/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-014,test_req_dbschema_009,NONE,NONE,NO,NO,PASS
REQ-DBSCHEMA-010,NAO_FUNCIONAL,P1,ADR-026,ADR-018/ADR-027/ADR-026,EPIC-013/EPIC-107,test_req_dbschema_010,NONE,NONE,NO,NO,PASS
REQ-DEL-001,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-018/ADR-036/ADR-034/ADR-054,EPIC-003/EPIC-086,test_walking_skeleton_end_to_end_and_vertical_slice_definition_of_done,NONE,NONE,NO,NO,PASS
REQ-DEL-002,FUNCIONAL,P1,DELIVERY_PLAN,ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-044/ADR-054/ADR-053,EPIC-086/EPIC-087,test_private_operational_baseline_scope_cpu_only_clean_install,NONE,NONE,NO,NO,PASS
REQ-DEV-001,FUNCIONAL,P0,AP-008,ADR-002/ADR-034/ADR-054/ADR-053,EPIC-003/EPIC-092,test_host_container_ci_contract_and_no_implicit_downloads,NONE,NONE,NO,NO,PASS
REQ-DIS-001,FUNCIONAL,P0,ADR-044,ADR-044,EPIC-054,test_provisional_components_never_create_operational_edge,NONE,NONE,NO,NO,PASS
REQ-DIS-002,FUNCIONAL,P0,ADR-044,ADR-039/ADR-044/ADR-049,EPIC-019/EPIC-055,test_budgeted_neighbor_retrieval_recall_and_unexamined_state,NONE,NONE,NO,NO,PASS
REQ-EPIC-001,NAO_FUNCIONAL,P0,AP-008,ADR-002/ADR-018/ADR-036/ADR-034/ADR-054/ADR-053,EPIC-086/EPIC-092,test_executable_foundation_gate_clean_room_end_to_end,NONE,NONE,NO,NO,PASS
REQ-EPIC-012,FUNCIONAL,P0,ADR-026,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005,migration_upgrade_rollback,NONE,NONE,NO,NO,PASS
REQ-EPIC-014,FUNCIONAL,P0,ADR-002;ADR-036,ADR-002/ADR-018/ADR-036,EPIC-014/EPIC-016,job_state_idempotency_cancel_resume,NONE,NONE,NO,NO,PASS
REQ-EPIC-015,FUNCIONAL,P0,ADR-036,ADR-002/ADR-036,EPIC-015/EPIC-016,test_small_messages_duplicate_redelivery_authoritative_state,NONE,NONE,NO,NO,PASS
REQ-EPIC-016,FUNCIONAL,P0,ADR-036,ADR-002/ADR-036/ADR-046/ADR-048,EPIC-016/EPIC-030,test_retry_classification_budget_idempotency_no_quality_relaxation,NONE,NONE,NO,NO,PASS
REQ-EPIC-017,FUNCIONAL,P0,ADR-036,ADR-051/ADR-018/ADR-036/ADR-039/ADR-047/ADR-048/ADR-027/ADR-049/ADR-050/ADR-053,EPIC-018/EPIC-049,test_checkpoint_compatibility_invalidation_lineage,NONE,NONE,NO,NO,PASS
REQ-EPIC-018,FUNCIONAL,P0,ADR-036,ADR-002/ADR-018/ADR-036/ADR-039/ADR-048/ADR-054/ADR-049,EPIC-016/EPIC-018/EPIC-039,test_cooperative_cancel_containment_no_partial_publish,NONE,NONE,NO,NO,PASS
REQ-EPIC-021,FUNCIONAL,P0,ADR-046,ADR-046/ADR-044/ADR-047/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-021/EPIC-024,geo_regression_corpus_and_strong_geometric_verifier,NONE,NONE,NO,NO,PASS
REQ-EPIC-031,NAO_FUNCIONAL,P0,ADR-002,ADR-051/ADR-002/ADR-018/ADR-034/ADR-044/ADR-041/ADR-026,EPIC-004/EPIC-031,generated_client_component_accessibility_e2e,NONE,NONE,NO,NO,PASS
REQ-EPIC-035,FUNCIONAL,P0,ADR-048,ADR-046/ADR-039/ADR-048,EPIC-034/EPIC-035,test_reviewable_gate_and_hard_gate_non_override,NONE,NONE,NO,NO,PASS
REQ-EPIC-037,FUNCIONAL,P0,ADR-046;ADR-048,ADR-018/ADR-036/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-030/EPIC-034/EPIC-037,test_success_failure_name_relative_path_exports,NONE,NONE,NO,NO,PASS
REQ-EPIC-038,FUNCIONAL,P0,ADR-046,ADR-051/ADR-036/ADR-046/ADR-048,EPIC-030/EPIC-036,test_failure_taxonomy_evidence_remediation_versioning,NONE,NONE,NO,NO,PASS
REQ-EPIC-039,NAO_FUNCIONAL,P0,PRODUCT_BASELINE,ADR-018/ADR-027/ADR-026,EPIC-013/EPIC-072,test_req_epic_039,NONE,NONE,NO,NO,PASS
REQ-EPIC-041,FUNCIONAL,P0,ADR-047,ADR-002/ADR-018/ADR-028/ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-041,malicious_file_suite,NONE,NONE,NO,NO,PASS
REQ-EPIC-042,FUNCIONAL,P0,GOVERNANCE,ADR-051/ADR-034/ADR-047/ADR-054,EPIC-007/EPIC-042/EPIC-080,test_layered_spdx_reuse_license_notices_dependency_and_asset_compatibility,NONE,NONE,NO,NO,PASS
REQ-EPIC-043,FUNCIONAL,P1,DELIVERY_PLAN,ADR-034/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-042/EPIC-085/EPIC-089,test_release_train_visibility_license_sanitization_and_beta_gate,NONE,NONE,NO,NO,PASS
REQ-EPIC-062,FUNCIONAL,P0,ADR-048,ADR-036/ADR-046/ADR-039/ADR-048/ADR-049,EPIC-018/EPIC-034/EPIC-062,test_batch_auto_completion_nonblocking_review_queue,NONE,NONE,NO,NO,PASS
REQ-EPIC-070,FUNCIONAL,P0,ADR-048,ADR-051/ADR-018/ADR-036/ADR-046/ADR-039/ADR-047/ADR-048/ADR-027/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-034/EPIC-037/EPIC-049,test_immutable_snapshots_current_view_historical_metrics,NONE,NONE,NO,NO,PASS
REQ-EPIC-076,FUNCIONAL,P0,ADR-034,ADR-018/ADR-028/ADR-034,EPIC-008/EPIC-078,test_secret_permissions_rotation_redaction_fail_closed,NONE,NONE,NO,NO,PASS
REQ-EPIC-088,FUNCIONAL,P1,DELIVERY_PLAN,ADR-051/ADR-046/ADR-039/ADR-044/ADR-053,EPIC-050/EPIC-088,test_experimental_lab_disabled_and_cannot_publish_accepted_artifactset,NONE,NONE,NO,NO,PASS
REQ-EST-001,FUNCIONAL,P0,ADR-044,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-051,test_usac_magsac_default_explicit_ransac_no_silent_switch,NONE,NONE,NO,NO,PASS
REQ-FRZ-001,GOVERNANCA,P0,GOVERNANCE,ADR-002/ADR-034/ADR-054/ADR-053/ADR-026,EPIC-001/EPIC-092,test_foundation_baseline_digest_controlled_change_and_adr_supersession,NONE,NONE,NO,NO,PASS
REQ-FRZ-002,GOVERNANCA,P0,GOVERNANCE,ADR-002/ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-092,test_sprint_zero_authorization_and_functional_foundation_gate_blocking,NONE,NONE,NO,NO,PASS
REQ-FRZ-003,GOVERNANCA,P0,GOVERNANCE,ADR-002/ADR-034/ADR-054/ADR-053,EPIC-091/EPIC-092,test_issue_adr_decision_package_impact_boundary_and_no_silent_divergence,NONE,NONE,NO,NO,PASS
REQ-FRZ-004,GOVERNANCA,P0,GOVERNANCE,ADR-002/ADR-034/ADR-054/ADR-053/ADR-026,EPIC-001/EPIC-092,test_foundation_closure_evidence_set_and_material_reopening_criteria,NONE,NONE,NO,NO,PASS
REQ-FS-001,FUNCIONAL,P0,ADR-002,ADR-002/ADR-018/ADR-028/ADR-034/ADR-039/ADR-047/ADR-048/ADR-027/ADR-041/ADR-026,EPIC-012/EPIC-031/EPIC-041,test_directory_picker_path_traversal_symlink_escape,NONE,NONE,NO,NO,PASS
REQ-FS1-001,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_01,NONE,NONE,NO,NO,PASS
REQ-FS1-002,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_02,NONE,NONE,NO,NO,PASS
REQ-FS1-003,FUNCIONAL,P0,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_03,NONE,NONE,NO,NO,PASS
REQ-FS1-004,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_04,NONE,NONE,NO,NO,PASS
REQ-FS1-005,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_05,NONE,NONE,NO,NO,PASS
REQ-FS1-006,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_06,NONE,NONE,NO,NO,PASS
REQ-FS1-007,FUNCIONAL,P0,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_07,NONE,NONE,NO,NO,PASS
REQ-FS1-008,FUNCIONAL,P0,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_08,NONE,NONE,NO,NO,PASS
REQ-FS1-009,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_09,NONE,NONE,NO,NO,PASS
REQ-FS1-010,FUNCIONAL,P1,AP-009,ADR-051/ADR-002/ADR-018/ADR-036/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-048/ADR-027/ADR-054/ADR-041/ADR-049/ADR-050/ADR-053/ADR-026,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,test_first_functional_slice_decision_10,NONE,NONE,NO,NO,PASS
REQ-GC-001,NAO_FUNCIONAL,P0,ADR-027,ADR-039/ADR-027,EPIC-073/EPIC-074,test_reference_aware_gc_tombstone_quarantine_race_idempotency,NONE,NONE,NO,NO,PASS
REQ-GCP-001,FUNCIONAL,P0,ADR-044,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-052,test_spatial_gcp_balance_discard_reasons_conditioning,NONE,NONE,NO,NO,PASS
REQ-GCP-002,FUNCIONAL,P0,ADR-048,ADR-018/ADR-046/ADR-039/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-063,test_gcp_lifecycle_roundtrip_exports_provenance,NONE,NONE,NO,NO,PASS
REQ-GOV-001,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-041,EPIC-002,test_single_project_views_fields_and_no_duplicate_backlog,NONE,NONE,NO,NO,PASS
REQ-GOV-002,GOVERNANCA,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-090,test_issue_form_required_acceptance_risk_test_rollback_fields,NONE,NONE,NO,NO,PASS
REQ-GOV-003,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-041,EPIC-002,test_iteration_wip_limits_and_incomplete_item_history,NONE,NONE,NO,NO,PASS
REQ-GOV-004,GOVERNANCA,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-091,test_codex_issue_scope_required_pr_no_direct_main_or_automerge,NONE,NONE,NO,NO,PASS
REQ-GOV-005,GOVERNANCA,P0,AP-008,ADR-002/ADR-034/ADR-054/ADR-053,EPIC-092,test_sprint_zero_gate_evidence_driven_no_calendar_pass,NONE,NONE,NO,NO,PASS
REQ-GOV-ADR-002,GOVERNANCA,P0,ADR_CLASSIFICATION_POLICY,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002,test_adr_governance_overlap,NONE,NONE,NO,NO,PASS
REQ-GOV-ADR-003,GOVERNANCA,P0,ADR_CLASSIFICATION_POLICY,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002,test_adr_governance_overlap,NONE,NONE,NO,NO,PASS
REQ-GOV-ADR-018,GOVERNANCA,P1,ADR_CLASSIFICATION_POLICY,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-001/EPIC-002,test_adr_governance_overlap,NONE,NONE,NO,NO,PASS
REQ-GOV-DEC-001,GOVERNANCA,P1,PRODUCT_BASELINE,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-001,test_req_gov_dec_001,NONE,NONE,NO,NO,PASS
REQ-GOV-DEC-002,GOVERNANCA,P1,PRODUCT_BASELINE,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-001,test_req_gov_dec_002,NONE,NONE,NO,NO,PASS
REQ-HOM-001,FUNCIONAL,P0,ADR-044,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-023/EPIC-024,test_projective_homography_only_no_hidden_fallback,NONE,NONE,NO,NO,PASS
REQ-HW-001,NAO_FUNCIONAL,P0,ADR-051,ADR-051/ADR-028/ADR-039/ADR-053,EPIC-010/EPIC-082,test_cpu_baseline_gpu_optional_no_silent_fallback,NONE,NONE,NO,NO,PASS
REQ-ID-001,FUNCIONAL,P0,ADR-028,ADR-018/ADR-028/ADR-034,EPIC-008,test_network_authentication_local_oidc,NONE,NONE,NO,NO,PASS
REQ-ID-002,FUNCIONAL,P0,ADR-028,ADR-018/ADR-028/ADR-034,EPIC-008/EPIC-009,test_bootstrap_session_token_recovery,NONE,NONE,NO,NO,PASS
REQ-INS-001,FUNCIONAL,P0,ADR-034,ADR-034/ADR-054/ADR-026,EPIC-081/EPIC-108,test_declarative_installation_plan_preflight_idempotent_resume_and_partial_state_diagnostics,NONE,NONE,NO,NO,PASS
REQ-INS-002,FUNCIONAL,P0,ADR-034,ADR-018/ADR-028/ADR-034/ADR-039/ADR-054,EPIC-008/EPIC-076/EPIC-108,test_one_time_bootstrap_no_default_credentials_secret_generation_expiry_and_recovery,NONE,NONE,NO,NO,PASS
REQ-INS-003,FUNCIONAL,P0,ADR-034,ADR-034/ADR-046/ADR-039/ADR-047/ADR-054/ADR-053/ADR-026,EPIC-005/EPIC-108,test_installation_evidence_set_synthetic_canary_offline_readiness_and_failure_codes,NONE,NONE,NO,NO,PASS
REQ-INS-004,FUNCIONAL,P1,ADR-054,ADR-051/ADR-034/ADR-039/ADR-054/ADR-050/ADR-026,EPIC-075/EPIC-080/EPIC-108,test_sanitized_local_support_bundle_no_exfiltration_and_repair_dry_run,NONE,NONE,NO,NO,PASS
REQ-ISM-001,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_canonical_domain_taxonomy_primary_and_affected_domains,NONE,NONE,NO,NO,PASS
REQ-ISM-002,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-110,test_work_package_epics_outcome_evidence_and_closure,NONE,NONE,NO,NO,PASS
REQ-ISM-003,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-018/ADR-036/ADR-034/ADR-054/ADR-053/ADR-026,EPIC-086/EPIC-110,test_thin_vertical_integrable_slices_and_pr_sequence,NONE,NONE,NO,NO,PASS
REQ-ISM-004,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-001/EPIC-110,test_versioned_issue_portfolio_catalog_github_reconciliation,NONE,NONE,NO,NO,PASS
REQ-ISM-005,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-110,test_stable_portfolio_ids_independent_github_numbers_titles,NONE,NONE,NO,NO,PASS
REQ-ISM-006,GOVERNANCA,P1,PRODUCT_BASELINE,ADR-002/ADR-044/ADR-041,EPIC-002,test_req_ism_006,NONE,NONE,NO,NO,PASS
REQ-ISM-007,GOVERNANCA,P1,PRODUCT_BASELINE,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-110,test_req_ism_007,NONE,NONE,NO,NO,PASS
REQ-ISM-008,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_single_primary_cross_domain_issue_contracts,NONE,NONE,NO,NO,PASS
REQ-ISM-009,GOVERNANCA,P1,PRODUCT_BASELINE,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-110,test_req_ism_009,NONE,NONE,NO,NO,PASS
REQ-ISM-010,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-001/EPIC-110,test_portfolio_snapshot_tombstone_approved_delta,NONE,NONE,NO,NO,PASS
REQ-ISS-001,GOVERNANCA,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_all_work_packages_have_parent_issue_and_slice_skeleton,NONE,NONE,NO,NO,PASS
REQ-ISS-002,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-054/ADR-053/ADR-026,EPIC-001/EPIC-110,test_issue_forecast_min_mode_max_confidence_and_snapshot_variance,NONE,NONE,NO,NO,PASS
REQ-ISS-003,GOVERNANCA,P0,GITHUB_OPERATING_MODEL,ADR-002/ADR-034/ADR-054/ADR-053/ADR-026,EPIC-091/EPIC-110,test_no_orphan_issue_without_adr_or_local_decision_justification,NONE,NONE,NO,NO,PASS
REQ-ISS-004,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-110,test_complete_portfolio_skeleton_and_progressive_detailing_rules,NONE,NONE,NO,NO,PASS
REQ-ISS-006,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-034/ADR-044/ADR-054/ADR-041,EPIC-002/EPIC-091,test_idempotent_dry_run_managed_field_issue_sync,NONE,NONE,NO,NO,PASS
REQ-ISS-007,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-034/ADR-046/ADR-039/ADR-044/ADR-047/ADR-054/ADR-041/ADR-053/ADR-026,EPIC-002/EPIC-005,test_acceptance_evidence_derivation_and_contract_change_review,NONE,NONE,NO,NO,PASS
REQ-ISS-009,GOVERNANCA,P1,GITHUB_OPERATING_MODEL,ADR-002/ADR-044/ADR-041,EPIC-002,test_bounded_research_spike_exit_decision,NONE,NONE,NO,NO,PASS
REQ-LOG-001,FUNCIONAL,P0,ADR-054,ADR-002/ADR-018/ADR-036/ADR-034/ADR-039/ADR-054,EPIC-039/EPIC-076,test_log_redaction_and_support_bundle_fail_closed,NONE,NONE,NO,NO,PASS
REQ-MAT-001,FUNCIONAL,P0,ADR-044,ADR-039/ADR-044/ADR-049,EPIC-019/EPIC-047,test_pyramid_tile_coordinate_roundtrip_refinement,NONE,NONE,NO,NO,PASS
REQ-MCH-001,FUNCIONAL,P0,ADR-044,ADR-051/ADR-039/ADR-044/ADR-053,EPIC-023/EPIC-050,test_hybrid_matcher_escalation_provenance_no_ai_installation,NONE,NONE,NO,NO,PASS
REQ-MET-001,NAO_FUNCIONAL,P1,ADR-054,ADR-002/ADR-018/ADR-036/ADR-054,EPIC-039/EPIC-077,test_metric_cardinality_budget_and_signal_retention,NONE,NONE,NO,NO,PASS
REQ-MOS-001,FUNCIONAL,P1,ADR-049,ADR-036/ADR-039/ADR-048/ADR-049/ADR-050,EPIC-018/EPIC-098,test_relative_mosaic_is_optional_post_batch_and_non_blocking,NONE,NONE,NO,NO,PASS
REQ-MOS-002,FUNCIONAL,P1,ADR-049,ADR-044/ADR-049/ADR-050,EPIC-055/EPIC-098,test_budgeted_neighbor_graph_disconnected_components_and_singletons,NONE,NONE,NO,NO,PASS
REQ-MOS-003,FUNCIONAL,P0,ADR-049,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-098,test_global_relative_alignment_cycle_drift_foldover_and_weak_bridge_split,NONE,NONE,NO,NO,PASS
REQ-MOS-004,FUNCIONAL,P0,ADR-049,ADR-039/ADR-044/ADR-049/ADR-050,EPIC-019/EPIC-098,test_out_of_core_pair_tile_rendering_ram_disk_quotas_and_resume,NONE,NONE,NO,NO,PASS
REQ-MOS-005,FUNCIONAL,P0,ADR-049,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-098,test_leave_one_out_non_circular_reference_and_independent_sgv,NONE,NONE,NO,NO,PASS
REQ-MOS-006,FUNCIONAL,P0,ADR-049,ADR-041/ADR-049/ADR-050,EPIC-095/EPIC-098,test_overlap_source_stack_seamline_analytical_preview_blend_and_provenance,NONE,NONE,NO,NO,PASS
REQ-MSK-001,FUNCIONAL,P0,ADR-041,ADR-046/ADR-044/ADR-048/ADR-041/ADR-049/ADR-050/ADR-053,EPIC-024/EPIC-045,test_near_black_white_border_excluded_without_crop,NONE,NONE,NO,NO,PASS
REQ-MSK-002,FUNCIONAL,P0,ADR-041,ADR-018/ADR-046/ADR-039/ADR-044/ADR-048/ADR-041/ADR-050/ADR-053/ADR-026,EPIC-037/EPIC-045,test_marginal_metadata_pixels_preserved_and_classified,NONE,NONE,NO,NO,PASS
REQ-MSK-003,FUNCIONAL,P0,ADR-044,ADR-002/ADR-044/ADR-041/ADR-049/ADR-050,EPIC-032/EPIC-045,test_adaptive_mask_preview_correction_versioning,NONE,NONE,NO,NO,PASS
REQ-MTD-001,FUNCIONAL,P1,ADR-044,ADR-002/ADR-044/ADR-049/ADR-050,EPIC-032/EPIC-048,test_optional_metadata_extraction_no_geometry_side_effect,NONE,NONE,NO,NO,PASS
REQ-NATIVE-001,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_001,NONE,NONE,NO,NO,PASS
REQ-NATIVE-002,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_002,NONE,NONE,NO,NO,PASS
REQ-NATIVE-003,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_003,NONE,NONE,NO,NO,PASS
REQ-NATIVE-004,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_004,NONE,NONE,NO,NO,PASS
REQ-NATIVE-005,FUNCIONAL,P1,ADR-044,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_005,NONE,NONE,NO,NO,PASS
REQ-NATIVE-006,FUNCIONAL,P1,ADR-044,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_006,NONE,NONE,NO,NO,PASS
REQ-NATIVE-007,FUNCIONAL,P1,ADR-044,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_007,NONE,NONE,NO,NO,PASS
REQ-NATIVE-008,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_008,NONE,NONE,NO,NO,PASS
REQ-NATIVE-009,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_009,NONE,NONE,NO,NO,PASS
REQ-NATIVE-010,FUNCIONAL,P1,ADR-041,ADR-051/ADR-002/ADR-018/ADR-046/ADR-044/ADR-047/ADR-027/ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026,test_req_native_010,NONE,NONE,NO,NO,PASS
REQ-NET-001,FUNCIONAL,P0,ADR-034,ADR-002/ADR-018/ADR-028/ADR-034/ADR-047,EPIC-041/EPIC-079,test_single_ingress_tls_private_service_ports,NONE,NONE,NO,NO,PASS
REQ-NFR-001,NAO_FUNCIONAL,P1,PRODUCT_BASELINE,ADR-039/ADR-041/ADR-050,EPIC-040,test_req_nfr_001,NONE,NONE,NO,NO,PASS
