issue_id,type,status,epic_id,sprint,bounded_context,bounded_context_name,owner_role,file,governing_adrs,criterion_ids,rr_status,ddd_status,phase_f_status,phase_g_status,cto_risk_tier
ISSUE-0228,Implementable story,planned,EPIC-021,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0118-ISSUE-0228-integrar-ao-processingplan-e-pipeline-corpus-versionado-com-decadas-e-cond.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0228-01/AC-ISSUE-0228-02/AC-ISSUE-0228-03/AC-ISSUE-0228-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0229,Implementable story,planned,EPIC-021,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0119-ISSUE-0229-produzir-metricas-diagnostico-e-lineage-corpus-versionado-com-decadas-e-co.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0229-01/AC-ISSUE-0229-02/AC-ISSUE-0229-03/AC-ISSUE-0229-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0230,Implementable story,planned,EPIC-021,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,QA,STORY-0120-ISSUE-0230-executar-benchmark-negativos-e-regressao-cientifica-corpus-versionado-com.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0230-01/AC-ISSUE-0230-02/AC-ISSUE-0230-03/AC-ISSUE-0230-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0231,Implementable story,planned,EPIC-021,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Reviewer,STORY-0121-ISSUE-0231-auditar-evidencia-cientifica-e-final-corpus-versionado-com-decadas-e-condi.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0231-01/AC-ISSUE-0231-02/AC-ISSUE-0231-03/AC-ISSUE-0231-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0232,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Arquiteto,STORY-0122-ISSUE-0232-definir-contrato-cientifico-e-invariantes-busca-provavel-greenfield-valida.md,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-015/ADR-038/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-051/ADR-052/ADR-053,AC-ISSUE-0232-01/AC-ISSUE-0232-02/AC-ISSUE-0232-03/AC-ISSUE-0232-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0233,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0123-ISSUE-0233-preparar-corpus-fixtures-e-representacao-tipada-busca-provavel-greenfield.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0233-01/AC-ISSUE-0233-02/AC-ISSUE-0233-03/AC-ISSUE-0233-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0234,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0124-ISSUE-0234-implementar-o-nucleo-algoritmico-busca-provavel-greenfield-validada.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-023/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0234-01/AC-ISSUE-0234-02/AC-ISSUE-0234-03/AC-ISSUE-0234-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0235,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0125-ISSUE-0235-integrar-ao-processingplan-e-pipeline-busca-provavel-greenfield-validada.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0235-01/AC-ISSUE-0235-02/AC-ISSUE-0235-03/AC-ISSUE-0235-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0236,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0126-ISSUE-0236-produzir-metricas-diagnostico-e-lineage-busca-provavel-greenfield-validada.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0236-01/AC-ISSUE-0236-02/AC-ISSUE-0236-03/AC-ISSUE-0236-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0237,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,QA,STORY-0127-ISSUE-0237-executar-benchmark-negativos-e-regressao-cientifica-busca-provavel-greenfi.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0237-01/AC-ISSUE-0237-02/AC-ISSUE-0237-03/AC-ISSUE-0237-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0238,Implementable story,planned,EPIC-022,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Reviewer,STORY-0128-ISSUE-0238-auditar-evidencia-cientifica-e-final-busca-provavel-greenfield-validada.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0238-01/AC-ISSUE-0238-02/AC-ISSUE-0238-03/AC-ISSUE-0238-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0239,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,Arquiteto,STORY-0129-ISSUE-0239-definir-contrato-cientifico-e-invariantes-correspondencias-e-estimacao-rob.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-015/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0239-01/AC-ISSUE-0239-02/AC-ISSUE-0239-03/AC-ISSUE-0239-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0240,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0130-ISSUE-0240-preparar-corpus-fixtures-e-representacao-tipada-correspondencias-e-estimac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-015/ADR-023/ADR-040/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-053/ADR-055,AC-ISSUE-0240-01/AC-ISSUE-0240-02/AC-ISSUE-0240-03/AC-ISSUE-0240-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0241,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0131-ISSUE-0241-implementar-o-nucleo-algoritmico-correspondencias-e-estimacao-robusta-da-h.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0241-01/AC-ISSUE-0241-02/AC-ISSUE-0241-03/AC-ISSUE-0241-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0242,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0132-ISSUE-0242-integrar-ao-processingplan-e-pipeline-correspondencias-e-estimacao-robusta.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0242-01/AC-ISSUE-0242-02/AC-ISSUE-0242-03/AC-ISSUE-0242-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0243,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,Geoprocessamento,STORY-0133-ISSUE-0243-produzir-metricas-diagnostico-e-lineage-correspondencias-e-estimacao-robus.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0243-01/AC-ISSUE-0243-02/AC-ISSUE-0243-03/AC-ISSUE-0243-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0244,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,QA,STORY-0134-ISSUE-0244-executar-benchmark-negativos-e-regressao-cientifica-correspondencias-e-est.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0244-01/AC-ISSUE-0244-02/AC-ISSUE-0244-03/AC-ISSUE-0244-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0245,Implementable story,planned,EPIC-023,SPRINT-005,BC-006,Georreferenciamento,Reviewer,STORY-0135-ISSUE-0245-auditar-evidencia-cientifica-e-final-correspondencias-e-estimacao-robusta.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0245-01/AC-ISSUE-0245-02/AC-ISSUE-0245-03/AC-ISSUE-0245-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0246,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Arquiteto,STORY-0136-ISSUE-0246-definir-contrato-cientifico-e-invariantes-strong-geometric-verifier-fail-c.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-015/ADR-038/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050/ADR-051/ADR-052/ADR-053,AC-ISSUE-0246-01/AC-ISSUE-0246-02/AC-ISSUE-0246-03/AC-ISSUE-0246-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0247,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0137-ISSUE-0247-preparar-corpus-fixtures-e-representacao-tipada-strong-geometric-verifier.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050/ADR-055,AC-ISSUE-0247-01/AC-ISSUE-0247-02/AC-ISSUE-0247-03/AC-ISSUE-0247-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0248,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0138-ISSUE-0248-implementar-o-nucleo-algoritmico-strong-geometric-verifier-fail-closed-par.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050/ADR-055,AC-ISSUE-0248-01/AC-ISSUE-0248-02/AC-ISSUE-0248-03/AC-ISSUE-0248-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0249,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0139-ISSUE-0249-integrar-ao-processingplan-e-pipeline-strong-geometric-verifier-fail-close.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050/ADR-055,AC-ISSUE-0249-01/AC-ISSUE-0249-02/AC-ISSUE-0249-03/AC-ISSUE-0249-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0250,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0140-ISSUE-0250-produzir-metricas-diagnostico-e-lineage-strong-geometric-verifier-fail-clo.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050/ADR-055,AC-ISSUE-0250-01/AC-ISSUE-0250-02/AC-ISSUE-0250-03/AC-ISSUE-0250-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0251,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,QA,STORY-0141-ISSUE-0251-executar-benchmark-negativos-e-regressao-cientifica-strong-geometric-verif.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-023/ADR-040/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050/ADR-055,AC-ISSUE-0251-01/AC-ISSUE-0251-02/AC-ISSUE-0251-03/AC-ISSUE-0251-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0252,Implementable story,planned,EPIC-024,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Reviewer,STORY-0142-ISSUE-0252-auditar-evidencia-cientifica-e-final-strong-geometric-verifier-fail-closed.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-048/ADR-049/ADR-050,AC-ISSUE-0252-01/AC-ISSUE-0252-02/AC-ISSUE-0252-03/AC-ISSUE-0252-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0253,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Arquiteto,STORY-0143-ISSUE-0253-definir-contrato-cientifico-e-invariantes-registry-calibracao-benchmark-e.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0253-01/AC-ISSUE-0253-02/AC-ISSUE-0253-03/AC-ISSUE-0253-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0254,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0144-ISSUE-0254-preparar-corpus-fixtures-e-representacao-tipada-registry-calibracao-benchm.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0254-01/AC-ISSUE-0254-02/AC-ISSUE-0254-03/AC-ISSUE-0254-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0255,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0145-ISSUE-0255-implementar-o-nucleo-algoritmico-registry-calibracao-benchmark-e-lifecycle.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0255-01/AC-ISSUE-0255-02/AC-ISSUE-0255-03/AC-ISSUE-0255-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0256,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0146-ISSUE-0256-integrar-ao-processingplan-e-pipeline-registry-calibracao-benchmark-e-life.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0256-01/AC-ISSUE-0256-02/AC-ISSUE-0256-03/AC-ISSUE-0256-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0257,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0147-ISSUE-0257-produzir-metricas-diagnostico-e-lineage-registry-calibracao-benchmark-e-li.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0257-01/AC-ISSUE-0257-02/AC-ISSUE-0257-03/AC-ISSUE-0257-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0258,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,QA,STORY-0148-ISSUE-0258-executar-benchmark-negativos-e-regressao-cientifica-registry-calibracao-be.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0258-01/AC-ISSUE-0258-02/AC-ISSUE-0258-03/AC-ISSUE-0258-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0259,Implementable story,planned,EPIC-025,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Reviewer,STORY-0149-ISSUE-0259-auditar-evidencia-cientifica-e-final-registry-calibracao-benchmark-e-lifec.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-046,AC-ISSUE-0259-01/AC-ISSUE-0259-02/AC-ISSUE-0259-03/AC-ISSUE-0259-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0260,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Arquiteto,STORY-0150-ISSUE-0260-definir-contrato-cientifico-e-invariantes-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-015/ADR-023/ADR-024/ADR-025/ADR-041/ADR-044/ADR-052/ADR-055,AC-ISSUE-0260-01/AC-ISSUE-0260-02/AC-ISSUE-0260-03/AC-ISSUE-0260-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0261,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0151-ISSUE-0261-preparar-corpus-fixtures-e-representacao-tipada-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-024/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0261-01/AC-ISSUE-0261-02/AC-ISSUE-0261-03/AC-ISSUE-0261-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0262,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0152-ISSUE-0262-implementar-o-nucleo-algoritmico-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-024/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0262-01/AC-ISSUE-0262-02/AC-ISSUE-0262-03/AC-ISSUE-0262-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0263,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0153-ISSUE-0263-integrar-ao-processingplan-e-pipeline-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-024/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0263-01/AC-ISSUE-0263-02/AC-ISSUE-0263-03/AC-ISSUE-0263-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0264,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Geoprocessamento,STORY-0154-ISSUE-0264-produzir-metricas-diagnostico-e-lineage-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-024/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0264-01/AC-ISSUE-0264-02/AC-ISSUE-0264-03/AC-ISSUE-0264-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0265,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",QA,STORY-0155-ISSUE-0265-executar-benchmark-negativos-e-regressao-cientifica-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-024/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-055,AC-ISSUE-0265-01/AC-ISSUE-0265-02/AC-ISSUE-0265-03/AC-ISSUE-0265-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0266,Implementable story,planned,EPIC-026,SPRINT-005,BC-013,"Artifacts, Proveniência e Lifecycle",Reviewer,STORY-0156-ISSUE-0266-auditar-evidencia-cientifica-e-final-artefatos-e-lineage.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-023/ADR-024/ADR-025/ADR-055,AC-ISSUE-0266-01/AC-ISSUE-0266-02/AC-ISSUE-0266-03/AC-ISSUE-0266-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0267,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Arquiteto,STORY-0157-ISSUE-0267-definir-contrato-cientifico-e-invariantes-gateway-de-fontes-protecao-ssrf.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0267-01/AC-ISSUE-0267-02/AC-ISSUE-0267-03/AC-ISSUE-0267-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0268,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0158-ISSUE-0268-preparar-corpus-fixtures-e-representacao-tipada-gateway-de-fontes-protecao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0268-01/AC-ISSUE-0268-02/AC-ISSUE-0268-03/AC-ISSUE-0268-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0269,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0159-ISSUE-0269-implementar-o-nucleo-algoritmico-gateway-de-fontes-protecao-ssrf-estados-d.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0269-01/AC-ISSUE-0269-02/AC-ISSUE-0269-03/AC-ISSUE-0269-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0270,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0160-ISSUE-0270-integrar-ao-processingplan-e-pipeline-gateway-de-fontes-protecao-ssrf-esta.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0270-01/AC-ISSUE-0270-02/AC-ISSUE-0270-03/AC-ISSUE-0270-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0271,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Geoprocessamento,STORY-0161-ISSUE-0271-produzir-metricas-diagnostico-e-lineage-gateway-de-fontes-protecao-ssrf-es.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0271-01/AC-ISSUE-0271-02/AC-ISSUE-0271-03/AC-ISSUE-0271-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0272,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,QA,STORY-0162-ISSUE-0272-executar-benchmark-negativos-e-regressao-cientifica-gateway-de-fontes-prot.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0272-01/AC-ISSUE-0272-02/AC-ISSUE-0272-03/AC-ISSUE-0272-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0273,Implementable story,planned,EPIC-027,SPRINT-005,BC-005,Descoberta e Aquisição de Referências,Reviewer,STORY-0163-ISSUE-0273-auditar-evidencia-cientifica-e-final-gateway-de-fontes-protecao-ssrf-estad.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-041/ADR-042/ADR-043/ADR-047,AC-ISSUE-0273-01/AC-ISSUE-0273-02/AC-ISSUE-0273-03/AC-ISSUE-0273-04,PASS,PASS,PASS,PASS,HIGH
ISSUE-0274,Implementable story,planned,EPIC-028,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Arquiteto,STORY-0164-ISSUE-0274-definir-contrato-cientifico-e-invariantes-benchmarks-por-periodo-sensor-e.md,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-038/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046/ADR-051/ADR-052/ADR-053,AC-ISSUE-0274-01/AC-ISSUE-0274-02/AC-ISSUE-0274-03/AC-ISSUE-0274-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0275,Implementable story,planned,EPIC-028,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0165-ISSUE-0275-preparar-corpus-fixtures-e-representacao-tipada-benchmarks-por-periodo-sen.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0275-01/AC-ISSUE-0275-02/AC-ISSUE-0275-03/AC-ISSUE-0275-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0276,Implementable story,planned,EPIC-028,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0166-ISSUE-0276-implementar-o-nucleo-algoritmico-benchmarks-por-periodo-sensor-e-perfil-de.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0276-01/AC-ISSUE-0276-02/AC-ISSUE-0276-03/AC-ISSUE-0276-04,PASS,PASS,PASS,PASS,CRITICAL
ISSUE-0277,Implementable story,planned,EPIC-028,SPRINT-005,BC-007,Verificação Geométrica e Qualidade,Geoprocessamento,STORY-0167-ISSUE-0277-integrar-ao-processingplan-e-pipeline-benchmarks-por-periodo-sensor-e-perf.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025/ADR-041/ADR-042/ADR-043/ADR-044/ADR-045/ADR-046,AC-ISSUE-0277-01/AC-ISSUE-0277-02/AC-ISSUE-0277-03/AC-ISSUE-0277-04,PASS,PASS,PASS,PASS,CRITICAL
