requirement_id,type,priority,owner,epics,stories,evidence_or_test,status
REQ-FS1-008,FUNCIONAL,P0,ADR-023,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,STORY-0738/STORY-0111/STORY-0130,test_first_functional_slice_decision_08,PENDING
REQ-FS1-009,FUNCIONAL,P1,ADR-015,EPIC-004/EPIC-005/EPIC-014/EPIC-017/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,STORY-0738/STORY-0094/STORY-0111/STORY-0130,test_first_functional_slice_decision_09,PENDING
REQ-FS1-010,FUNCIONAL,P1,ADR-044,EPIC-004/EPIC-005/EPIC-014/EPIC-020/EPIC-021/EPIC-022/EPIC-023/EPIC-024/EPIC-026/EPIC-031,STORY-0738/STORY-0111/STORY-0130,test_first_functional_slice_decision_10,PENDING
REQ-GC-001,NAO_FUNCIONAL,P0,ADR-016,EPIC-073/EPIC-074,STORY-0458/STORY-0464,test_reference_aware_gc_tombstone_quarantine_race_idempotency,PENDING
REQ-GCP-001,FUNCIONAL,P0,ADR-048,EPIC-024/EPIC-052,STORY-0141/STORY-0321,test_spatial_gcp_balance_discard_reasons_conditioning,PENDING
REQ-GCP-002,FUNCIONAL,P0,ADR-048,EPIC-037/EPIC-063,STORY-0220/STORY-0391,test_gcp_lifecycle_roundtrip_exports_provenance,PENDING
REQ-GOV-001,GOVERNANCA,P1,ADR-043,EPIC-002,STORY-0692,test_single_project_views_fields_and_no_duplicate_backlog,PENDING
REQ-GOV-002,GOVERNANCA,P0,ADR-006,EPIC-002/EPIC-090,STORY-0692/STORY-0556,test_issue_form_required_acceptance_risk_test_rollback_fields,PENDING
REQ-GOV-003,GOVERNANCA,P1,ADR-006,EPIC-002,STORY-0692,test_iteration_wip_limits_and_incomplete_item_history,PENDING
REQ-GOV-004,GOVERNANCA,P0,ADR-007,EPIC-005/EPIC-091,STORY-0710/STORY-0561,test_codex_issue_scope_required_pr_no_direct_main_or_automerge,PENDING
REQ-GOV-005,GOVERNANCA,P0,ADR-006,EPIC-092,STORY-0566,test_sprint_zero_gate_evidence_driven_no_calendar_pass,PENDING
REQ-GOV-ADR-002,GOVERNANCA,P0,ADR-006,EPIC-001/EPIC-002,STORY-0692,test_adr_governance_overlap,ACCEPTED
REQ-GOV-ADR-003,GOVERNANCA,P0,ADR-040,EPIC-001/EPIC-002,STORY-0693,test_adr_governance_overlap,ACCEPTED
REQ-GOV-ADR-018,GOVERNANCA,P1,ADR-006,EPIC-001/EPIC-002,STORY-0693,test_adr_governance_overlap,ACCEPTED
REQ-GOV-DEC-001,GOVERNANCA,P1,ADR-006,EPIC-001,STORY-0688,test_req_gov_dec_001,PENDING
REQ-GOV-DEC-002,GOVERNANCA,P1,ADR-006,EPIC-001,STORY-0688,test_req_gov_dec_002,PENDING
REQ-HOM-001,FUNCIONAL,P0,ADR-043,EPIC-023/EPIC-024,STORY-0134/STORY-0141,test_projective_homography_only_no_hidden_fallback,PENDING
REQ-HW-001,NAO_FUNCIONAL,P0,ADR-037,EPIC-010/EPIC-082,STORY-0717/STORY-0512,test_cpu_baseline_gpu_optional_no_silent_fallback,PENDING
REQ-ID-001,FUNCIONAL,P0,ADR-029,EPIC-008,STORY-0713,test_network_authentication_local_oidc,PENDING
REQ-ID-002,FUNCIONAL,P0,ADR-029,EPIC-008/EPIC-009,STORY-0715,test_bootstrap_session_token_recovery,PENDING
REQ-INS-001,FUNCIONAL,P0,ADR-016,EPIC-081/EPIC-108,STORY-0505/STORY-0672,test_declarative_installation_plan_preflight_idempotent_resume_and_partial_state_diagnostics,PENDING
REQ-INS-002,FUNCIONAL,P0,ADR-034,EPIC-008/EPIC-076/EPIC-108,STORY-0039/STORY-0475/STORY-0673,test_one_time_bootstrap_no_default_credentials_secret_generation_expiry_and_recovery,PENDING
REQ-INS-003,FUNCIONAL,P0,ADR-034,EPIC-005/EPIC-108,STORY-0706/STORY-0672,test_installation_evidence_set_synthetic_canary_offline_readiness_and_failure_codes,PENDING
REQ-INS-004,FUNCIONAL,P1,ADR-034,EPIC-075/EPIC-080/EPIC-108,STORY-0470/STORY-0500/STORY-0673,test_sanitized_local_support_bundle_no_exfiltration_and_repair_dry_run,PENDING
REQ-ISM-001,GOVERNANCA,P1,ADR-040,EPIC-002/EPIC-110,STORY-0754,test_canonical_domain_taxonomy_primary_and_affected_domains,PENDING
REQ-ISM-002,GOVERNANCA,P1,ADR-006,EPIC-110,STORY-0754,test_work_package_epics_outcome_evidence_and_closure,PENDING
REQ-ISM-003,GOVERNANCA,P1,ADR-006,EPIC-086/EPIC-110,STORY-0754,test_thin_vertical_integrable_slices_and_pr_sequence,PENDING
REQ-ISM-004,GOVERNANCA,P1,ADR-006,EPIC-001/EPIC-110,STORY-0001/STORY-0683,test_versioned_issue_portfolio_catalog_github_reconciliation,PENDING
REQ-ISM-005,GOVERNANCA,P1,ADR-006,EPIC-110,STORY-0754,test_stable_portfolio_ids_independent_github_numbers_titles,PENDING
REQ-ISM-006,GOVERNANCA,P1,ADR-016,EPIC-002,STORY-0693,test_req_ism_006,PENDING
REQ-ISM-007,GOVERNANCA,P1,ADR-006,EPIC-110,STORY-0754,test_req_ism_007,PENDING
REQ-ISM-008,GOVERNANCA,P1,ADR-006,EPIC-002/EPIC-110,STORY-0754,test_single_primary_cross_domain_issue_contracts,PENDING
REQ-ISM-009,GOVERNANCA,P1,ADR-006,EPIC-110,STORY-0754,test_req_ism_009,PENDING
REQ-ISM-010,GOVERNANCA,P1,ADR-006,EPIC-001/EPIC-110,STORY-0754,test_portfolio_snapshot_tombstone_approved_delta,PENDING
REQ-ISS-001,GOVERNANCA,P0,ADR-008,EPIC-002/EPIC-110,STORY-0754,test_all_work_packages_have_parent_issue_and_slice_skeleton,PENDING
REQ-ISS-002,GOVERNANCA,P1,ADR-008,EPIC-001/EPIC-110,STORY-0001/STORY-0683,test_issue_forecast_min_mode_max_confidence_and_snapshot_variance,PENDING
REQ-ISS-003,GOVERNANCA,P0,ADR-008,EPIC-091/EPIC-110,STORY-0561/STORY-0754,test_no_orphan_issue_without_adr_or_local_decision_justification,PENDING
REQ-ISS-004,GOVERNANCA,P1,ADR-040,EPIC-002/EPIC-110,STORY-0755,test_complete_portfolio_skeleton_and_progressive_detailing_rules,PENDING
REQ-ISS-006,GOVERNANCA,P1,ADR-016,EPIC-002/EPIC-091,STORY-0693/STORY-0561,test_idempotent_dry_run_managed_field_issue_sync,PENDING
REQ-ISS-007,GOVERNANCA,P1,ADR-008,EPIC-002/EPIC-005,STORY-0706,test_acceptance_evidence_derivation_and_contract_change_review,PENDING
REQ-ISS-009,GOVERNANCA,P1,ADR-008,EPIC-002,STORY-0693,test_bounded_research_spike_exit_decision,PENDING
REQ-LOG-001,FUNCIONAL,P0,ADR-032,EPIC-039/EPIC-076,STORY-0236/STORY-0475,test_log_redaction_and_support_bundle_fail_closed,PENDING
REQ-MAT-001,FUNCIONAL,P0,ADR-044,EPIC-019/EPIC-047,STORY-0104/STORY-0284,test_pyramid_tile_coordinate_roundtrip_refinement,PENDING
REQ-MCH-001,FUNCIONAL,P0,ADR-055,EPIC-023/EPIC-050,STORY-0134/STORY-0307,test_hybrid_matcher_escalation_provenance_no_ai_installation,PENDING
REQ-MET-001,NAO_FUNCIONAL,P1,ADR-054,EPIC-039/EPIC-077,STORY-0746/STORY-0482,test_metric_cardinality_budget_and_signal_retention,PENDING
REQ-MOS-001,FUNCIONAL,P1,ADR-049,EPIC-018/EPIC-098,STORY-0097/STORY-0607,test_relative_mosaic_is_optional_post_batch_and_non_blocking,PENDING
REQ-MOS-002,FUNCIONAL,P1,ADR-040,EPIC-055/EPIC-098,STORY-0338/STORY-0606,test_budgeted_neighbor_graph_disconnected_components_and_singletons,PENDING
REQ-MOS-003,FUNCIONAL,P0,ADR-049,EPIC-024/EPIC-098,STORY-0138/STORY-0607,test_global_relative_alignment_cycle_drift_foldover_and_weak_bridge_split,PENDING
REQ-MOS-004,FUNCIONAL,P0,ADR-044,EPIC-019/EPIC-098,STORY-0104/STORY-0606,test_out_of_core_pair_tile_rendering_ram_disk_quotas_and_resume,PENDING
REQ-MOS-005,FUNCIONAL,P0,ADR-049,EPIC-024/EPIC-098,STORY-0141/STORY-0610,test_leave_one_out_non_circular_reference_and_independent_sgv,PENDING
REQ-MOS-006,FUNCIONAL,P0,ADR-049,EPIC-095/EPIC-098,STORY-0585/STORY-0606,test_overlap_source_stack_seamline_analytical_preview_blend_and_provenance,PENDING
REQ-MSK-001,FUNCIONAL,P0,ADR-042,EPIC-024/EPIC-045,STORY-0730/STORY-0269,test_near_black_white_border_excluded_without_crop,PENDING
REQ-MSK-002,FUNCIONAL,P0,ADR-040,EPIC-037/EPIC-045,STORY-0743/STORY-0269,test_marginal_metadata_pixels_preserved_and_classified,PENDING
REQ-MSK-003,FUNCIONAL,P0,ADR-055,EPIC-032/EPIC-045,STORY-0192/STORY-0268,test_adaptive_mask_preview_correction_versioning,PENDING
REQ-MTD-001,FUNCIONAL,P1,ADR-040,EPIC-032/EPIC-048,STORY-0192/STORY-0290,test_optional_metadata_extraction_no_geometry_side_effect,PENDING
REQ-NATIVE-001,FUNCIONAL,P1,ADR-042,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0009/STORY-0117/STORY-0124/STORY-0152,test_req_native_001,ACCEPTED
REQ-NATIVE-002,FUNCIONAL,P1,ADR-041,EPIC-002/EPIC-021/EPIC-022/EPIC-026/EPIC-094,STORY-0690/STORY-0115/STORY-0122/STORY-0150/STORY-0579,test_req_native_002,ACCEPTED
REQ-NATIVE-003,FUNCIONAL,P1,ADR-043,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0733,test_req_native_003,ACCEPTED
REQ-NATIVE-004,FUNCIONAL,P1,ADR-042,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0009/STORY-0117/STORY-0124/STORY-0152,test_req_native_004,ACCEPTED
REQ-NATIVE-005,FUNCIONAL,P1,ADR-044,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0733,test_req_native_005,ACCEPTED
REQ-NATIVE-006,FUNCIONAL,P1,ADR-004,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0733,test_req_native_006,ACCEPTED
REQ-NATIVE-007,FUNCIONAL,P1,ADR-043,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0734,test_req_native_007,ACCEPTED
REQ-NATIVE-008,FUNCIONAL,P1,ADR-042,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0734,test_req_native_008,ACCEPTED
REQ-NATIVE-009,FUNCIONAL,P1,ADR-009,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0734,test_req_native_009,ACCEPTED
REQ-NATIVE-010,FUNCIONAL,P1,ADR-043,EPIC-002/EPIC-021/EPIC-022/EPIC-026,STORY-0734,test_req_native_0010,ACCEPTED
REQ-NET-001,FUNCIONAL,P0,ADR-032,EPIC-041/EPIC-079,STORY-0244/STORY-0497,test_single_ingress_tls_private_service_ports,PENDING
REQ-NFR-001,NAO_FUNCIONAL,P1,ADR-040,EPIC-040,STORY-0239,test_req_nfr_001,PENDING
REQ-OBS-001,NAO_FUNCIONAL,P1,ADR-054,EPIC-039,STORY-0234,telemetry_contract,PENDING
REQ-OBS-002,NAO_FUNCIONAL,P1,ADR-054,EPIC-005/EPIC-039,STORY-0706/STORY-0232,test_opentelemetry_context_propagation_exporter_outage,PENDING
REQ-OFF-001,NAO_FUNCIONAL,P0,ADR-052,EPIC-058/EPIC-083,STORY-0359/STORY-0517,test_offline_zero_egress_restricted_allowlist_connected_audit,PENDING
REQ-OSS-001,GOVERNANCA,P0,ADR-056,EPIC-007/EPIC-042/EPIC-109,STORY-0032/STORY-0251/STORY-0678,license_and_dependency_inventory,PENDING
REQ-OUT-001,FUNCIONAL,P0,ADR-042,EPIC-040/EPIC-044,STORY-0238/STORY-0261,test_native_resolution_policy_resampling_ratio,PENDING
REQ-PLN-001,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_roadmap_horizons_outcomes_gates_and_date_exception,PENDING
REQ-PLN-002,FUNCIONAL,P1,ADR-037,EPIC-002/EPIC-110,STORY-0755,test_layered_milestones_gate_release_mapping,PENDING
REQ-PLN-003,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_sequence_gates_dependencies_priority_override_audit,PENDING
REQ-PLN-004,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_critical_enablers_uncertain_dependencies_and_risk_buffers,PENDING
REQ-PLN-005,NAO_FUNCIONAL,P0,ADR-012,EPIC-002/EPIC-110,STORY-0755,test_wip_class_limits_global_cap_and_emergency_reserve,PENDING
REQ-PLN-006,NAO_FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_capacity_ranges_availability_throughput_and_no_deadline_conversion,PENDING
REQ-PLN-007,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_pull_iteration_objective_and_carryover_reason_classification,PENDING
REQ-PLN-008,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_accountable_owner_collaborator_reviewer_and_gate_approver,PENDING
REQ-PLN-009,FUNCIONAL,P1,ADR-038,EPIC-002/EPIC-110,STORY-0690/STORY-0683,test_cross_domain_contract_checkpoint_and_walking_skeleton_integration,PENDING
REQ-PLN-010,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0755,test_versioned_reforecast_snapshot_variance_classification_and_delta_report,PENDING
REQ-PRJ-001,FUNCIONAL,P0,ADR-043,EPIC-002/EPIC-110,STORY-0756,test_issue_type_forms,PENDING
REQ-PRJ-002,FUNCIONAL,P0,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_mandatory_core_type_fields,PENDING
REQ-PRJ-003,FUNCIONAL,P1,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_single_parent_limited_hierarchy,PENDING
REQ-PRJ-004,FUNCIONAL,P0,ADR-022,EPIC-002/EPIC-110,STORY-0690/STORY-0683,test_canonical_workflow_transitions,PENDING
REQ-PRJ-005,FUNCIONAL,P0,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_definition_of_ready_gate,PENDING
REQ-PRJ-006,FUNCIONAL,P0,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_evidence_based_definition_of_done,PENDING
REQ-PRJ-007,FUNCIONAL,P1,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_typed_dependency_cycle_detection,PENDING
REQ-PRJ-008,FUNCIONAL,P1,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_derived_priority_dimensions,PENDING
REQ-PRJ-009,FUNCIONAL,P1,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_relative_size_uncertainty_split,PENDING
REQ-PRJ-010,FUNCIONAL,P0,ADR-022,EPIC-002/EPIC-110,STORY-0756,test_guarded_project_automation,PENDING
REQ-PRM-001,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0756,test_portfolio_materialization_decision_01,PENDING
REQ-PRM-002,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_02,PENDING
REQ-PRM-003,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_03,PENDING
REQ-PRM-004,FUNCIONAL,P1,ADR-050,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_04,PENDING
REQ-PRM-005,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_05,PENDING
REQ-PRM-006,FUNCIONAL,P1,ADR-016,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_06,PENDING
REQ-PRM-007,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_07,PENDING
REQ-PRM-008,FUNCIONAL,P0,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_08,PENDING
REQ-PRM-009,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_09,PENDING
REQ-PRM-010,FUNCIONAL,P1,ADR-053,EPIC-002/EPIC-110,STORY-0757,test_portfolio_materialization_decision_10,PENDING
REQ-PROV-001,FUNCIONAL,P0,ADR-025,EPIC-037/EPIC-049/EPIC-070,STORY-0220/STORY-0296/STORY-0444,test_manifest_lineage_reproduction_bundle,PENDING
REQ-PRV-001,NAO_FUNCIONAL,P0,ADR-055,EPIC-012/EPIC-013,STORY-0719/STORY-0063,retention_deletion_restore,PENDING
REQ-PUB-002,FUNCIONAL,P0,ADR-057,EPIC-007/EPIC-091/EPIC-109,STORY-0032/STORY-0561/STORY-0680,test_contribution_origin_dco_signoff_and_inbound_outbound_policy,PENDING
REQ-PUB-003,FUNCIONAL,P0,ADR-012,EPIC-058/EPIC-060/EPIC-061/EPIC-109,STORY-0358/STORY-0372/STORY-0379/STORY-0678,test_provider_policy_manifest_asset_license_record_expiry_attribution_and_fail_closed_acquisition,PENDING
REQ-PUB-004,FUNCIONAL,P1,ADR-037,EPIC-042/EPIC-089/EPIC-109,STORY-0251/STORY-0550/STORY-0679,test_citation_cff_codemeta_authors_notices_release_digest_and_doi_consistency,PENDING
REQ-QUAL-001,FUNCIONAL,P0,ADR-046,EPIC-024,STORY-0138,test_fail_closed_missing_metric_and_critical_gate_rejection,PENDING
REQ-QUAL-002,FUNCIONAL,P0,ADR-046,EPIC-024/EPIC-037,STORY-0138/STORY-0223,test_quality_profile_metric_threshold_gate_lineage,PENDING
REQ-QUAL-003,FUNCIONAL,P0,ADR-046,EPIC-024/EPIC-034/EPIC-037,STORY-0730/STORY-0203/STORY-0223,test_input_output_deformation_profile_and_heatmap,PENDING
REQ-QUAL-004,FUNCIONAL,P0,ADR-046,EPIC-024/EPIC-025,STORY-0136/STORY-0143,test_quality_profile_immutable_version_hash_calibration_clone,PENDING
REQ-QUAL-005,FUNCIONAL,P0,ADR-046,EPIC-034/EPIC-038,STORY-0742/STORY-0227,test_deformation_summary_heatmap_dense_consistency,PENDING
REQ-RAS-001,CONTRATO,P0,ADR-042,EPIC-044/EPIC-045/EPIC-093,STORY-0262/STORY-0269/STORY-0571,test_nodata_alpha_coverage_analysis_mask_separation,PENDING
REQ-RAS-002,CONTRATO,P1,ADR-049,EPIC-044/EPIC-097,STORY-0262/STORY-0599,test_output_grid_extent_alignment_pixel_anchor_and_no_half_pixel_shift,PENDING
REQ-RAS-003,CONTRATO,P1,ADR-042,EPIC-024/EPIC-097,STORY-0730/STORY-0599,test_resolution_native_information_jacobian_limits_and_no_false_superresolution,PENDING
REQ-RAS-004,CONTRATO,P1,ADR-042,EPIC-095/EPIC-097,STORY-0585/STORY-0599,test_resampling_kernel_by_band_content_scale_and_mask_integrity,PENDING
REQ-RAS-005,CONTRATO,P1,ADR-040,EPIC-046/EPIC-097,STORY-0276/STORY-0599,test_cog_grid_metadata_overviews_validity_roundtrip_and_atomic_publication,PENDING
REQ-REF-001,FUNCIONAL,P0,ADR-040,EPIC-024/EPIC-053,STORY-0730/STORY-0324,test_disjoint_components_no_forced_edge_per_image_sgv,PENDING
REQ-REF-002,FUNCIONAL,P0,ADR-040,EPIC-024/EPIC-056,STORY-0141/STORY-0349,test_direct_edge_evidence_and_independent_dependent_sgv,PENDING
REQ-RES-001,FUNCIONAL,P0,ADR-039,EPIC-019/EPIC-040,STORY-0105/STORY-0240,test_resource_governor_admission_pressure_adaptation,PENDING
REQ-RET-001,NAO_FUNCIONAL,P0,ADR-012,EPIC-049/EPIC-073,STORY-0296/STORY-0457,test_retention_policy_protected_lineage_hold_dry_run,PENDING
REQ-REV-003,FUNCIONAL,P0,ADR-048,EPIC-024/EPIC-049/EPIC-062,STORY-0138/STORY-0299/STORY-0386,test_correctionset_new_attempt_full_sgv_immutable_history,PENDING
REQ-REV-004,FUNCIONAL,P1,ADR-048,EPIC-062/EPIC-064,STORY-0388/STORY-0399,test_review_queue_explainable_priority_no_bulk_approval,PENDING
REQ-RMQ-001,FUNCIONAL,P0,ADR-036,EPIC-040/EPIC-103,STORY-0239/STORY-0641,test_relative_mosaic_resource_preflight_budgets_admission_and_no_quality_relaxation,PENDING
REQ-RMQ-002,NAO_FUNCIONAL,P0,ADR-009,EPIC-049/EPIC-103,STORY-0297/STORY-0641,test_persistence_classes_recomputability_lineage_retention_and_resume,PENDING
REQ-RMQ-003,FUNCIONAL,P1,ADR-036,EPIC-098/EPIC-103,STORY-0607/STORY-0642,test_virtual_canonical_preview_and_on_demand_tiled_materialization,PENDING
REQ-RMQ-004,FUNCIONAL,P0,ADR-039,EPIC-075/EPIC-103,STORY-0470/STORY-0641,test_quota_pinning_dependency_aware_eviction_dry_run_and_recompute_plan,PENDING
REQ-RMR-001,FUNCIONAL,P1,ADR-050,EPIC-037/EPIC-070/EPIC-102,STORY-0743/STORY-0439/STORY-0634,test_relative_mosaic_report_snapshots_current_view_and_history,PENDING
REQ-RMR-002,FUNCIONAL,P1,ADR-042,EPIC-032/EPIC-102,STORY-0191/STORY-0635,test_multiscale_graph_raster_source_heatmap_lod_and_incremental_loading,PENDING
REQ-RMR-003,FUNCIONAL,P1,ADR-050,EPIC-037/EPIC-102,STORY-0223/STORY-0634,test_layered_summary_technical_visual_reproducibility_export_profiles,PENDING
REQ-RMR-004,FUNCIONAL,P1,ADR-050,EPIC-098/EPIC-102,STORY-0606/STORY-0634,test_hierarchical_tile_region_provenance_and_dense_on_demand_limits,PENDING
REQ-RMV-001,FUNCIONAL,P0,ADR-050,EPIC-024/EPIC-101,STORY-0136/STORY-0626,test_relative_mosaic_quality_profile_independent_hard_and_reviewable_gates,PENDING
REQ-RMV-002,FUNCIONAL,P0,ADR-050,EPIC-024/EPIC-101,STORY-0731/STORY-0627,test_cycle_basis_budgeted_long_cycle_sampling_drift_percentiles_and_localization,PENDING
REQ-RMV-003,FUNCIONAL,P0,ADR-050,EPIC-056/EPIC-101,STORY-0345/STORY-0627,test_bridge_articulation_leverage_removal_sensitivity_and_component_split,PENDING
REQ-RMV-004,FUNCIONAL,P0,ADR-050,EPIC-099/EPIC-101,STORY-0613/STORY-0627,test_relative_component_promotion_lifecycle_and_no_image_acceptance_transfer,PENDING
REQ-RUN-001,CONTRATO,P1,ADR-015,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0738/STORY-0056,test_req_run_001,ACCEPTED
REQ-RUN-002,CONTRATO,P1,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739,test_req_run_002,ACCEPTED
REQ-RUN-003,CONTRATO,P1,ADR-005,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739,test_req_run_003,ACCEPTED
REQ-RUN-004,CONTRATO,P0,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739,test_req_run_004,ACCEPTED
REQ-RUN-005,CONTRATO,P1,ADR-045,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739,test_req_run_005,ACCEPTED
REQ-RUN-006,CONTRATO,P1,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-017/EPIC-031,STORY-0739/STORY-0056/STORY-0090,test_req_run_006,ACCEPTED
REQ-RUN-007,CONTRATO,P1,ADR-040,EPIC-002/EPIC-004/EPIC-012/EPIC-017/EPIC-031,STORY-0739/STORY-0093,test_req_run_007,ACCEPTED
REQ-RUN-008,CONTRATO,P1,ADR-013,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739/STORY-0056,test_req_run_008,ACCEPTED
REQ-RUN-009,CONTRATO,P1,ADR-055,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739,test_req_run_009,ACCEPTED
REQ-RUN-010,CONTRATO,P0,ADR-017,EPIC-002/EPIC-004/EPIC-012/EPIC-031,STORY-0739/STORY-0056,test_req_run_0010,ACCEPTED
REQ-RUNTIME-001,CONTRATO,P1,ADR-002,EPIC-002/EPIC-004,STORY-0704,test_runtime_decision_1,ACCEPTED
REQ-RUNTIME-002,CONTRATO,P1,ADR-002,EPIC-002/EPIC-004/EPIC-014,STORY-0722,test_runtime_decision_2,ACCEPTED
REQ-RUNTIME-003,CONTRATO,P0,ADR-005,EPIC-004,STORY-0704,test_runtime_decision_3,ACCEPTED
REQ-RUNTIME-004,CONTRATO,P1,ADR-045,EPIC-004/EPIC-078,STORY-0704/STORY-0488,test_runtime_decision_4,ACCEPTED
REQ-RUNTIME-005,CONTRATO,P1,ADR-010,EPIC-012/EPIC-013/EPIC-017,STORY-0056/STORY-0062/STORY-0089,test_runtime_decision_5,ACCEPTED
REQ-RUNTIME-006,CONTRATO,P1,ADR-021,EPIC-004/EPIC-011,STORY-0705/STORY-0052,test_runtime_decision_6,ACCEPTED
REQ-RUNTIME-007,CONTRATO,P1,ADR-002,EPIC-004/EPIC-011,STORY-0705/STORY-0053,test_runtime_decision_7,ACCEPTED
REQ-RUNTIME-008,CONTRATO,P1,ADR-014,EPIC-004/EPIC-031,STORY-0739,test_runtime_decision_8,ACCEPTED
REQ-RUNTIME-009,NAO_FUNCIONAL,P1,ADR-055,EPIC-039/EPIC-076,STORY-0236/STORY-0475,test_runtime_decision_9,ACCEPTED
REQ-RUNTIME-010,CONTRATO,P1,ADR-017,EPIC-011/EPIC-039,STORY-0051/STORY-0232,test_runtime_decision_10,ACCEPTED
REQ-SCH-001,FUNCIONAL,P0,ADR-012,EPIC-019/EPIC-068,STORY-0105/STORY-0427,test_class_aware_weighted_fair_scheduler_aging_and_no_starvation,PENDING
REQ-SCH-002,FUNCIONAL,P0,ADR-039,EPIC-018/EPIC-068,STORY-0099/STORY-0428,test_hierarchical_dag_chunk_limits_backpressure_leases_and_safe_boundaries,PENDING
REQ-SCH-003,FUNCIONAL,P0,ADR-037,EPIC-050/EPIC-068/EPIC-082,STORY-0751/STORY-0427/STORY-0512,test_device_aware_gpu_leases_vram_budgets_model_residency_and_explicit_fallback,PENDING
REQ-SCH-004,FUNCIONAL,P0,ADR-039,EPIC-040/EPIC-068,STORY-0238/STORY-0425,test_policy_quotas_reservations_circuit_breakers_containment_and_effective_priority_audit,PENDING
REQ-SCL-001,FUNCIONAL,P0,ADR-053,EPIC-018/EPIC-019/EPIC-040,STORY-0099/STORY-0106/STORY-0239,test_batches_40_100_300_memory_checkpoint_backpressure,PENDING
REQ-SCL-002,FUNCIONAL,P0,ADR-053,EPIC-034/EPIC-037,STORY-0744,test_server_pagination_filter_stream_export,PENDING
REQ-SCM-001,FUNCIONAL,P0,ADR-053,EPIC-004/EPIC-105,STORY-0702/STORY-0654,test_versioned_schema_registry_reader_writer_compatibility_window_and_unknown_major_rejection,PENDING
REQ-SCM-002,FUNCIONAL,P0,ADR-026,EPIC-012/EPIC-106,STORY-0719/STORY-0662,test_expand_migrate_contract_chunked_backfill_resume_invariants_and_irreversibility,PENDING
REQ-SCM-003,FUNCIONAL,P0,ADR-053,EPIC-037/EPIC-105,STORY-0744/STORY-0655,test_immutable_artifact_read_adapters_lineage_preserving_rematerialization_and_supersession,PENDING
REQ-SCM-004,NAO_FUNCIONAL,P0,ADR-035,EPIC-071/EPIC-072/EPIC-106,STORY-0445/STORY-0451/STORY-0660,test_upgrade_rollback_compatibility_matrix_downgrade_blockers_forward_fix_and_restore,PENDING
REQ-SCP-001,FUNCIONAL,P0,ADR-053,EPIC-021/EPIC-028,STORY-0736,test_cross_decade_corpus_and_no_temporal_hardcode,PENDING
