story_id,issue_id,task_id,epic_id,sprint,domain,bounded_context,bounded_context_name,type,status,role,title,dependencies,requirements,file,governing_adrs,requirement_basis,criterion_ids,rr_status,ddd_status,phase_f_status,phase_g_status,cto_risk_tier
STORY-0186,ISSUE-0296,TASK-0186,EPIC-031,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Consolidar slices e liberar integração: React/TypeScript/Vite, design system, cliente OpenAPI, seletor visual, acessibilidade e E2E",STORY-0738/STORY-0739/STORY-0740,,STORY-0186-ISSUE-0296-integrar-contratos-e-cliente-tipado-react-typescript-vite-design-system-cl.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-013/ADR-014/ADR-015,DERIVED_CONTROL,AC-ISSUE-0296-01/AC-ISSUE-0296-02/AC-ISSUE-0296-03/AC-ISSUE-0296-04,PASS,PASS,PASS,PASS,HIGH
STORY-0187,ISSUE-0297,TASK-0187,EPIC-031,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Implementar componentes e interação: React/TypeScript/Vite, design system, cliente OpenAPI, seletor visual, acessibilidade e E2E",STORY-0185,,STORY-0187-ISSUE-0297-implementar-componentes-e-interacao-react-typescript-vite-design-system-cl.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-013/ADR-014/ADR-015,DERIVED_CONTROL,AC-ISSUE-0297-01/AC-ISSUE-0297-02/AC-ISSUE-0297-03/AC-ISSUE-0297-04,PASS,PASS,PASS,PASS,HIGH
STORY-0188,ISSUE-0298,TASK-0188,EPIC-031,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Integrar mapa, fluxo e estados de erro: React/TypeScript/Vite, design system, cliente OpenAPI, seletor visual, acessibilidade e E2E",STORY-0185,,STORY-0188-ISSUE-0298-integrar-mapa-fluxo-e-estados-de-erro-react-typescript-vite-design-system.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-013/ADR-014/ADR-015,DERIVED_CONTROL,AC-ISSUE-0298-01/AC-ISSUE-0298-02/AC-ISSUE-0298-03/AC-ISSUE-0298-04,PASS,PASS,PASS,PASS,HIGH
STORY-0189,ISSUE-0299,TASK-0189,EPIC-031,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,QA,"Executar testes de componente, acessibilidade e E2E: React/TypeScript/Vite, design system, cliente OpenAPI, seletor visual, acessibilidade e E2E",STORY-0186/STORY-0187/STORY-0188,REQ-FS1-005/REQ-FS1-007,STORY-0189-ISSUE-0299-executar-testes-de-componente-acessibilidade-e-e2e-react-typescript-vite-d.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-013/ADR-014/ADR-015/ADR-046/ADR-055,MIXED,AC-ISSUE-0299-01/AC-ISSUE-0299-02/AC-ISSUE-0299-03/AC-ISSUE-0299-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0190,ISSUE-0300,TASK-0190,EPIC-031,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Reviewer,"Auditar UX, contrato e evidência final: React/TypeScript/Vite, design system, cliente OpenAPI, seletor visual, acessibilidade e E2E",STORY-0189,,STORY-0190-ISSUE-0300-auditar-ux-contrato-e-evidencia-final-react-typescript-vite-design-system.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-013/ADR-014/ADR-015,DERIVED_CONTROL,AC-ISSUE-0300-01/AC-ISSUE-0300-02/AC-ISSUE-0300-03/AC-ISSUE-0300-04,PASS,PASS,PASS,PASS,HIGH
STORY-0191,ISSUE-0301,TASK-0191,EPIC-032,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Product Owner,"Definir jornada, estados e acessibilidade: workspace OpenLayers, configuração, acompanhamento e revisão",STORY-0190/STORY-0142,REQ-ANC-005/REQ-RMR-002,STORY-0191-ISSUE-0301-definir-jornada-estados-e-acessibilidade-workspace-openlayers-configuracao.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-042/ADR-049,MIXED,AC-ISSUE-0301-01/AC-ISSUE-0301-02/AC-ISSUE-0301-03/AC-ISSUE-0301-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0192,ISSUE-0302,TASK-0192,EPIC-032,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Integrar contratos e cliente tipado: workspace OpenLayers, configuração, acompanhamento e revisão",STORY-0191,REQ-MSK-003/REQ-MTD-001/REQ-UX-001,STORY-0192-ISSUE-0302-integrar-contratos-e-cliente-tipado-workspace-openlayers-configuracao-acom.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-040/ADR-055,MIXED,AC-ISSUE-0302-01/AC-ISSUE-0302-02/AC-ISSUE-0302-03/AC-ISSUE-0302-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0193,ISSUE-0303,TASK-0193,EPIC-032,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Implementar componentes e interação: workspace OpenLayers, configuração, acompanhamento e revisão",STORY-0191,,STORY-0193-ISSUE-0303-implementar-componentes-e-interacao-workspace-openlayers-configuracao-acom.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0303-01/AC-ISSUE-0303-02/AC-ISSUE-0303-03/AC-ISSUE-0303-04,PASS,PASS,PASS,PASS,HIGH
STORY-0194,ISSUE-0304,TASK-0194,EPIC-032,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Integrar mapa, fluxo e estados de erro: workspace OpenLayers, configuração, acompanhamento e revisão",STORY-0191,,STORY-0194-ISSUE-0304-integrar-mapa-fluxo-e-estados-de-erro-workspace-openlayers-configuracao-ac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0304-01/AC-ISSUE-0304-02/AC-ISSUE-0304-03/AC-ISSUE-0304-04,PASS,PASS,PASS,PASS,HIGH
STORY-0195,ISSUE-0305,TASK-0195,EPIC-032,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,QA,"Executar testes de componente, acessibilidade e E2E: workspace OpenLayers, configuração, acompanhamento e revisão",STORY-0192/STORY-0193/STORY-0194,,STORY-0195-ISSUE-0305-executar-testes-de-componente-acessibilidade-e-e2e-workspace-openlayers-co.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0305-01/AC-ISSUE-0305-02/AC-ISSUE-0305-03/AC-ISSUE-0305-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0196,ISSUE-0306,TASK-0196,EPIC-032,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Reviewer,"Auditar UX, contrato e evidência final: workspace OpenLayers, configuração, acompanhamento e revisão",STORY-0195,,STORY-0196-ISSUE-0306-auditar-ux-contrato-e-evidencia-final-workspace-openlayers-configuracao-ac.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0306-01/AC-ISSUE-0306-02/AC-ISSUE-0306-03/AC-ISSUE-0306-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0197,ISSUE-0307,TASK-0197,EPIC-033,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Product Owner,"Definir jornada, estados e acessibilidade: assistente guiado, recomendação explicável, consentimentos e modo avançado",STORY-0177/STORY-0190/STORY-0371,REQ-AI-011,STORY-0197-ISSUE-0307-definir-jornada-estados-e-acessibilidade-assistente-guiado-recomendacao-ex.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-051,MIXED,AC-ISSUE-0307-01/AC-ISSUE-0307-02/AC-ISSUE-0307-03/AC-ISSUE-0307-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0198,ISSUE-0308,TASK-0198,EPIC-033,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Integrar contratos e cliente tipado: assistente guiado, recomendação explicável, consentimentos e modo avançado",STORY-0197,REQ-SRC-004/REQ-UX-002,STORY-0198-ISSUE-0308-integrar-contratos-e-cliente-tipado-assistente-guiado-recomendacao-explica.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-047,MIXED,AC-ISSUE-0308-01/AC-ISSUE-0308-02/AC-ISSUE-0308-03/AC-ISSUE-0308-04,PASS,PASS,PASS,PASS,HIGH
STORY-0199,ISSUE-0309,TASK-0199,EPIC-033,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Implementar componentes e interação: assistente guiado, recomendação explicável, consentimentos e modo avançado",STORY-0197,,STORY-0199-ISSUE-0309-implementar-componentes-e-interacao-assistente-guiado-recomendacao-explica.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0309-01/AC-ISSUE-0309-02/AC-ISSUE-0309-03/AC-ISSUE-0309-04,PASS,PASS,PASS,PASS,HIGH
STORY-0200,ISSUE-0310,TASK-0200,EPIC-033,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Integrar mapa, fluxo e estados de erro: assistente guiado, recomendação explicável, consentimentos e modo avançado",STORY-0197,,STORY-0200-ISSUE-0310-integrar-mapa-fluxo-e-estados-de-erro-assistente-guiado-recomendacao-expli.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0310-01/AC-ISSUE-0310-02/AC-ISSUE-0310-03/AC-ISSUE-0310-04,PASS,PASS,PASS,PASS,HIGH
STORY-0201,ISSUE-0311,TASK-0201,EPIC-033,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,QA,"Executar testes de componente, acessibilidade e E2E: assistente guiado, recomendação explicável, consentimentos e modo avançado",STORY-0198/STORY-0199/STORY-0200,,STORY-0201-ISSUE-0311-executar-testes-de-componente-acessibilidade-e-e2e-assistente-guiado-recom.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0311-01/AC-ISSUE-0311-02/AC-ISSUE-0311-03/AC-ISSUE-0311-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0202,ISSUE-0312,TASK-0202,EPIC-033,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Reviewer,"Auditar UX, contrato e evidência final: assistente guiado, recomendação explicável, consentimentos e modo avançado",STORY-0201,,STORY-0202-ISSUE-0312-auditar-ux-contrato-e-evidencia-final-assistente-guiado-recomendacao-expli.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0312-01/AC-ISSUE-0312-02/AC-ISSUE-0312-03/AC-ISSUE-0312-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0203,ISSUE-0313,TASK-0203,EPIC-034,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Product Owner,"Definir jornada, estados e acessibilidade: painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos",STORY-0102/STORY-0184/STORY-0196/STORY-0357/STORY-0438,REQ-BEX-001/REQ-CAT-001/REQ-EPIC-037/REQ-EPIC-062/REQ-QUAL-003,STORY-0203-ISSUE-0313-definir-jornada-estados-e-acessibilidade-painel-de-qualidade-do-lote-busca.md,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014/ADR-025/ADR-039/ADR-046,MIXED,AC-ISSUE-0313-01/AC-ISSUE-0313-02/AC-ISSUE-0313-03/AC-ISSUE-0313-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0204,ISSUE-0314,TASK-0204,EPIC-034,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Consolidar slices e liberar integração: painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos",STORY-0741/STORY-0742,,STORY-0204-ISSUE-0314-integrar-contratos-e-cliente-tipado-painel-de-qualidade-do-lote-busca-serv.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014,DERIVED_CONTROL,AC-ISSUE-0314-01/AC-ISSUE-0314-02/AC-ISSUE-0314-03/AC-ISSUE-0314-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0205,ISSUE-0315,TASK-0205,EPIC-034,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Implementar componentes e interação: painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos",STORY-0203,,STORY-0205-ISSUE-0315-implementar-componentes-e-interacao-painel-de-qualidade-do-lote-busca-serv.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014,DERIVED_CONTROL,AC-ISSUE-0315-01/AC-ISSUE-0315-02/AC-ISSUE-0315-03/AC-ISSUE-0315-04,PASS,PASS,PASS,PASS,HIGH
STORY-0206,ISSUE-0316,TASK-0206,EPIC-034,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Integrar mapa, fluxo e estados de erro: painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos",STORY-0203,,STORY-0206-ISSUE-0316-integrar-mapa-fluxo-e-estados-de-erro-painel-de-qualidade-do-lote-busca-se.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014,DERIVED_CONTROL,AC-ISSUE-0316-01/AC-ISSUE-0316-02/AC-ISSUE-0316-03/AC-ISSUE-0316-04,PASS,PASS,PASS,PASS,HIGH
STORY-0207,ISSUE-0317,TASK-0207,EPIC-034,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,QA,"Executar testes de componente, acessibilidade e E2E: painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos",STORY-0204/STORY-0205/STORY-0206,,STORY-0207-ISSUE-0317-executar-testes-de-componente-acessibilidade-e-e2e-painel-de-qualidade-do.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014,DERIVED_CONTROL,AC-ISSUE-0317-01/AC-ISSUE-0317-02/AC-ISSUE-0317-03/AC-ISSUE-0317-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0208,ISSUE-0318,TASK-0208,EPIC-034,SPRINT-009,WEB,BC-016,Experiência e Orientação do Operador,Story,planned,Reviewer,"Auditar UX, contrato e evidência final: painel de qualidade do lote, busca server-side, filtros salvos, triagem, deformação e retry/revisão de subconjuntos",STORY-0207,,STORY-0208-ISSUE-0318-auditar-ux-contrato-e-evidencia-final-painel-de-qualidade-do-lote-busca-se.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014,DERIVED_CONTROL,AC-ISSUE-0318-01/AC-ISSUE-0318-02/AC-ISSUE-0318-03/AC-ISSUE-0318-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0209,ISSUE-0319,TASK-0209,EPIC-035,SPRINT-009,REV,BC-011,Revisão e Correção,Story,planned,Product Owner,"Definir fluxo de revisão e decisões permitidas: workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria",STORY-0208/STORY-0149/STORY-0050,,STORY-0209-ISSUE-0319-definir-fluxo-de-revisao-e-decisoes-permitidas-workflow-de-revisao-com-gat.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008,DERIVED_CONTROL,AC-ISSUE-0319-01/AC-ISSUE-0319-02/AC-ISSUE-0319-03/AC-ISSUE-0319-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0210,ISSUE-0320,TASK-0210,EPIC-035,SPRINT-009,REV,BC-011,Revisão e Correção,Story,planned,Arquiteto,"Definir contratos de correção e nova tentativa: workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria",STORY-0209,REQ-EPIC-035,STORY-0210-ISSUE-0320-definir-contratos-de-correcao-e-nova-tentativa-workflow-de-revisao-com-gat.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014/ADR-016/ADR-046,MIXED,AC-ISSUE-0320-01/AC-ISSUE-0320-02/AC-ISSUE-0320-03/AC-ISSUE-0320-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0211,ISSUE-0321,TASK-0211,EPIC-035,SPRINT-009,REV,BC-011,Revisão e Correção,Story,planned,Frontend,"Implementar workspace e comparação: workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria",STORY-0209,,STORY-0211-ISSUE-0321-implementar-workspace-e-comparacao-workflow-de-revisao-com-gates-revisavei.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-014,DERIVED_CONTROL,AC-ISSUE-0321-01/AC-ISSUE-0321-02/AC-ISSUE-0321-03/AC-ISSUE-0321-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0212,ISSUE-0322,TASK-0212,EPIC-035,SPRINT-009,REV,BC-011,Revisão e Correção,Story,planned,Backend,"Implementar lifecycle e auditoria: workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria",STORY-0209,,STORY-0212-ISSUE-0322-implementar-lifecycle-e-auditoria-workflow-de-revisao-com-gates-revisaveis.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-018/ADR-019,DERIVED_CONTROL,AC-ISSUE-0322-01/AC-ISSUE-0322-02/AC-ISSUE-0322-03/AC-ISSUE-0322-04,PASS,PASS,PASS,PASS,HIGH
STORY-0213,ISSUE-0323,TASK-0213,EPIC-035,SPRINT-009,REV,BC-011,Revisão e Correção,Story,planned,QA,"Executar testes de revisão, hard gates e concorrência: workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria",STORY-0210/STORY-0211/STORY-0212,,STORY-0213-ISSUE-0323-executar-testes-de-revisao-hard-gates-e-concorrencia-workflow-de-revisao-c.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008,DERIVED_CONTROL,AC-ISSUE-0323-01/AC-ISSUE-0323-02/AC-ISSUE-0323-03/AC-ISSUE-0323-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0214,ISSUE-0324,TASK-0214,EPIC-035,SPRINT-009,REV,BC-011,Revisão e Correção,Story,planned,Reviewer,"Auditar rastreabilidade e evidência final: workflow de revisão com gates revisáveis, hard gates imutáveis, checklist e auditoria",STORY-0213,,STORY-0214-ISSUE-0324-auditar-rastreabilidade-e-evidencia-final-workflow-de-revisao-com-gates-re.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008,DERIVED_CONTROL,AC-ISSUE-0324-01/AC-ISSUE-0324-02/AC-ISSUE-0324-03/AC-ISSUE-0324-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0215,ISSUE-0325,TASK-0215,EPIC-036,SPRINT-009,EDU,BC-016,Experiência e Orientação do Operador,Story,planned,Product Owner,"Definir conteúdo, exemplos e objetivos de aprendizagem: central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas",STORY-0190/STORY-0202/STORY-0184,,STORY-0215-ISSUE-0325-definir-conteudo-exemplos-e-objetivos-de-aprendizagem-central-aprender-exe.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,DERIVED_CONTROL,AC-ISSUE-0325-01/AC-ISSUE-0325-02/AC-ISSUE-0325-03/AC-ISSUE-0325-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0216,ISSUE-0326,TASK-0216,EPIC-036,SPRINT-009,EDU,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Implementar estrutura e navegação de aprendizagem: central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas",STORY-0215,REQ-AI-016/REQ-EPIC-038/REQ-UX-003,STORY-0216-ISSUE-0326-implementar-estrutura-e-navegacao-de-aprendizagem-central-aprender-exemplo.md,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-009/ADR-014,MIXED,AC-ISSUE-0326-01/AC-ISSUE-0326-02/AC-ISSUE-0326-03/AC-ISSUE-0326-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0217,ISSUE-0327,TASK-0217,EPIC-036,SPRINT-009,EDU,BC-016,Experiência e Orientação do Operador,Story,planned,Frontend,"Criar exemplos visuais e projeto demonstrativo: central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas",STORY-0215,,STORY-0217-ISSUE-0327-criar-exemplos-visuais-e-projeto-demonstrativo-central-aprender-exemplos-v.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,DERIVED_CONTROL,AC-ISSUE-0327-01/AC-ISSUE-0327-02/AC-ISSUE-0327-03/AC-ISSUE-0327-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0218,ISSUE-0328,TASK-0218,EPIC-036,SPRINT-009,EDU,BC-016,Experiência e Orientação do Operador,Story,planned,QA,"Validar acessibilidade, clareza e consistência técnica: central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas",STORY-0216/STORY-0217,,STORY-0218-ISSUE-0328-validar-acessibilidade-clareza-e-consistencia-tecnica-central-aprender-exe.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,DERIVED_CONTROL,AC-ISSUE-0328-01/AC-ISSUE-0328-02/AC-ISSUE-0328-03/AC-ISSUE-0328-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0219,ISSUE-0329,TASK-0219,EPIC-036,SPRINT-009,EDU,BC-016,Experiência e Orientação do Operador,Story,planned,Reviewer,"Auditar conteúdo e evidência final: central Aprender, exemplos visuais, projeto demonstrativo e ajuda contextual, incluindo Strong Geometric Verifier e interpretação de falhas",STORY-0218,,STORY-0219-ISSUE-0329-auditar-conteudo-e-evidencia-final-central-aprender-exemplos-visuais-proje.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-014,DERIVED_CONTROL,AC-ISSUE-0329-01/AC-ISSUE-0329-02/AC-ISSUE-0329-03/AC-ISSUE-0329-04,PASS,PASS,PASS,PASS,MEDIUM
STORY-0220,ISSUE-0330,TASK-0220,EPIC-037,SPRINT-010,REP,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Arquiteto,"Definir schemas, formatos e invariantes de resultado: persistência e exportação escalável de resultados por imagem/lote, geometrias, manifestos e checksums",STORY-0061/STORY-0156/STORY-0184/STORY-0397,REQ-BEX-003/REQ-BEX-005/REQ-GCP-002/REQ-PROV-001,STORY-0220-ISSUE-0330-definir-schemas-formatos-e-invariantes-de-resultado-persistencia-e-exporta.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014/ADR-016/ADR-025/ADR-038/ADR-046/ADR-048,MIXED,AC-ISSUE-0330-01/AC-ISSUE-0330-02/AC-ISSUE-0330-03/AC-ISSUE-0330-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0221,ISSUE-0331,TASK-0221,EPIC-037,SPRINT-010,REP,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Backend,"Consolidar slices e liberar integração: persistência e exportação escalável de resultados por imagem/lote, geometrias, manifestos e checksums",STORY-0743/STORY-0744,,STORY-0221-ISSUE-0331-implementar-persistencia-e-snapshots-persistencia-e-exportacao-escalavel-d.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-018/ADR-019/ADR-025,DERIVED_CONTROL,AC-ISSUE-0331-01/AC-ISSUE-0331-02/AC-ISSUE-0331-03/AC-ISSUE-0331-04,PASS,PASS,PASS,PASS,HIGH
STORY-0222,ISSUE-0332,TASK-0222,EPIC-037,SPRINT-010,REP,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Backend,"Implementar geração e exportação: persistência e exportação escalável de resultados por imagem/lote, geometrias, manifestos e checksums",STORY-0220,,STORY-0222-ISSUE-0332-implementar-geracao-e-exportacao-persistencia-e-exportacao-escalavel-de-re.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-016/ADR-018/ADR-019/ADR-025,DERIVED_CONTROL,AC-ISSUE-0332-01/AC-ISSUE-0332-02/AC-ISSUE-0332-03/AC-ISSUE-0332-04,PASS,PASS,PASS,PASS,HIGH
STORY-0223,ISSUE-0333,TASK-0223,EPIC-037,SPRINT-010,REP,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,Frontend,"Expor consulta, download e visualização: persistência e exportação escalável de resultados por imagem/lote, geometrias, manifestos e checksums",STORY-0220,REQ-BEX-001/REQ-EPIC-037/REQ-QUAL-002/REQ-QUAL-003/REQ-RMR-003,STORY-0223-ISSUE-0333-expor-consulta-download-e-visualizacao-persistencia-e-exportacao-escalavel.md,ADR-002/ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-010/ADR-011/ADR-012/ADR-014/ADR-016/ADR-025/ADR-039/ADR-046/ADR-050,MIXED,AC-ISSUE-0333-01/AC-ISSUE-0333-02/AC-ISSUE-0333-03/AC-ISSUE-0333-04,PASS,PASS,PASS,PASS,CRITICAL
STORY-0224,ISSUE-0334,TASK-0224,EPIC-037,SPRINT-010,REP,BC-012,"Resultados, Diagnósticos e Exportação",Story,planned,QA,"Validar escala, reprodutibilidade e integridade: persistência e exportação escalável de resultados por imagem/lote, geometrias, manifestos e checksums",STORY-0221/STORY-0222/STORY-0223,,STORY-0224-ISSUE-0334-validar-escala-reprodutibilidade-e-integridade-persistencia-e-exportacao-e.md,ADR-003/ADR-004/ADR-005/ADR-006/ADR-007/ADR-008/ADR-025,DERIVED_CONTROL,AC-ISSUE-0334-01/AC-ISSUE-0334-02/AC-ISSUE-0334-03/AC-ISSUE-0334-04,PASS,PASS,PASS,PASS,HIGH
